Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
564,SPT_0996,0.819,0.016,0.126,0.03,,18,0,18,0,,SPT_0996,0.773,0.041,0.202,0.061,11,0,11,0,0.047,27,0.686,0.49869,,integral membrane protein,FALSE
552,SPT_0997,,,,,coaC,,,,,,SPT_0997,,,,,,,,,,,,,,phosphopantothenoylcysteine decarboxylase,FALSE
690,SPT_0998,,,,,coaB,,,,,,SPT_0998,,,,,,,,,,,,,,phosphopantothenate--cysteine ligase,FALSE
1671,SPT_0999,0.763,0.009,0.095,0.019,fhs,25,0,25,0,,SPT_0999,0.767,0.01,0.099,0.026,14,0,14,0,-0.004,37,0.116,0.90792,,formate--tetrahydrofolate ligase,FALSE
1176,SPT_1000,1.017,0.004,0.063,0.006,mutY,103,0,103,0,,SPT_1000,1.011,0.006,0.077,0.011,53,0,53,0,0.007,154,0.543,0.58774,,A/G-specific adenine glycosylase,FALSE
705,SPT_1001,,,,,,,,,,,SPT_1001,,,,,,,,,,,,,,DNA-binding response regulator,FALSE
1350,SPT_1002,0.888,0.006,0.08,0.013,,40,0,40,0,,SPT_1002,0.822,0.009,0.094,0.022,19,0,19,0,0.066,57,2.625,0.01111,,sensor protein YycG,FALSE
810,SPT_1003,0.947,0.009,0.096,0.026,,14,0,14,0,,SPT_1003,0.86,0,0,0,1,0,1,0,0.087,13,3.386,0.00487,,vicX protein,FALSE
243,SPT_1004,0.952,0.003,0.051,0.016,,10,0,10,0,,SPT_1004,1.018,0.002,0.045,0.02,5,0,5,0,-0.066,13,2.576,0.02304,,hypothetical protein,FALSE
255,SPT_1005,0.983,0.004,0.065,0.014,,23,0,23,0,,SPT_1005,1.056,0.003,0.058,0.018,10,0,10,0,-0.074,31,3.229,0.00293,,cytotoxic translational repressor of toxin-antitoxin stability system,FALSE
774,SPT_1006,0.993,0.008,0.091,0.01,,92,0,92,0,,SPT_1006,1.002,0.008,0.09,0.013,46,0,46,0,-0.009,136,0.532,0.59588,,potassium/ion channel protein,FALSE
1347,SPT_1007,,,,,,,,,,,SPT_1007,,,,,,,,M,,,,,,Spn1 transposase,FALSE
987,SPT_1008,0.969,0.006,0.075,0.018,ldh,18,0,18,0,,SPT_1008,0.977,0.018,0.135,0.036,14,0,14,0,-0.009,30,0.215,0.83153,,L-lactate dehydrogenase,FALSE
2469,SPT_1010,,,,,gyrA,,,,,,SPT_1010,,,,,,,,,,,,,,"DNA gyrase, A subunit",FALSE
744,SPT_1011,0.996,0.007,0.083,0.013,,42,0,42,0,,SPT_1011,0.995,0.01,0.101,0.021,24,0,24,0,0.001,64,0.062,0.9508,,sortase,FALSE
798,SPT_1012,0.993,0.007,0.082,0.011,,56,0,56,0,,SPT_1012,0.999,0.008,0.088,0.016,30,0,30,0,-0.006,84,0.312,0.75611,,FNT family protein,FALSE
1540,SPT_1014,1.017,0.004,0.066,0.006,,138,0,138,0,,SPT_1014,1.006,0.005,0.07,0.008,70,0,70,0,0.011,206,1.085,0.27933,,pseudo,FALSE
879,SPT_1016,1.016,0.008,0.091,0.01,truB,92,0,92,0,,SPT_1016,0.994,0.011,0.107,0.015,48,0,48,0,0.022,138,1.197,0.23323,,tRNA pseudouridine synthase B,FALSE
342,SPT_1017,1.028,0.003,0.053,0.011,,22,0,22,0,,SPT_1017,1.045,0.006,0.074,0.023,10,0,10,0,-0.017,30,0.663,0.5123,,hypothetical protein,FALSE
639,SPT_1018,1.03,0.003,0.056,0.008,udk,56,0,56,0,,SPT_1018,0.982,0.006,0.08,0.015,28,0,28,0,0.047,82,2.805,0.00629,,uridine kinase,FALSE
213,SPT_1020,,,,,,,,,,,SPT_1020,,,,,,,,,,,,,,exodeoxyribonuclease VII small subunit,FALSE
876,SPT_1021,,,,,,,,,,,SPT_1021,,,,,,,,,,,,,,geranyltranstransferase (Farnesyl-diphosphate synthase)(FPP synthase),FALSE
816,SPT_1022,0.974,0.004,0.064,0.009,tylA,51,0,51,0,,SPT_1022,0.94,0.003,0.058,0.011,26,0,26,0,0.034,75,2.367,0.02052,,"hemolysin A, putative",FALSE
432,SPT_1023,0.962,0.005,0.073,0.012,,38,0,38,0,,SPT_1023,0.894,0.009,0.096,0.023,17,0,17,0,0.068,53,2.608,0.01182,,transcriptional regulator of arginine metabolism expression,FALSE
1668,SPT_1024,1.005,0.005,0.074,0.007,recN,129,0,129,0,,SPT_1024,0.938,0.005,0.07,0.008,69,0,69,0,0.067,196,6.274,0,,DNA repair protein RecN,FALSE
729,SPT_1025,1.01,0.003,0.055,0.006,,95,0,95,0,,SPT_1025,0.973,0.004,0.064,0.009,45,0,45,0,0.037,138,3.397,0.00089,,serine/threonine protein phosphatase,FALSE
1824,SPT_1026,0.979,0.007,0.082,0.007,lepA,136,0,136,0,,SPT_1026,0.962,0.006,0.077,0.009,67,0,67,0,0.017,201,1.459,0.14602,,GTP-binding protein LepA,FALSE
153,SPT_1027,0.907,0.027,0.164,0.116,,2,0,2,0,,SPT_1027,1.014,0,0,0,1,0,1,0,-0.107,1,0.919,0.52702,,chlorohydrolase,FALSE
477,SPT_1028,1.005,0.003,0.059,0.014,,17,0,17,0,,SPT_1028,0.965,0.008,0.089,0.031,8,0,8,0,0.039,23,1.138,0.26674,,phosphotransferase system sugar-specific EII component,FALSE
303,SPT_1029,,,,,,,,,,,SPT_1029,,,,,,,,,,,,,,"PTS system, galactose-specific IIB component",FALSE
,SPT_1030,,,,,,,,,,,SPT_1030,,,,,,,,,,,,,,,FALSE
468,SPT_1031,1.044,0,0,0,,1,0,1,0,,SPT_1031,0.998,0,0,0,1,0,1,0,,,,,,transposase (IS4 family),FALSE
477,SPT_1032,1.004,0.007,0.085,0.012,,50,0,50,0,,SPT_1032,1.007,0.008,0.091,0.019,24,0,24,0,-0.003,72,0.131,0.89599,,hypothetical protein,FALSE
426,SPT_1033,1.024,0.005,0.074,0.013,lacA,34,0,34,0,,SPT_1033,1.001,0.004,0.06,0.013,20,0,20,0,0.023,52,1.226,0.22565,,"galactose-6-phosphate isomerase, LacA subunit",FALSE
516,SPT_1034,1.009,0.005,0.072,0.011,lacB,45,0,45,0,,SPT_1034,0.97,0.004,0.066,0.014,21,0,21,0,0.039,64,2.154,0.03503,,"galactose-6-phosphate isomerase, LacB subunit",FALSE
930,SPT_1035,1.021,0.004,0.064,0.008,lacC,72,0,72,0,,SPT_1035,1,0.006,0.076,0.013,34,0,34,0,0.021,104,1.376,0.17173,,tagatose-6-phosphate kinase,FALSE
981,SPT_1036,1.022,0.004,0.067,0.006,lacD,112,0,112,0,,SPT_1036,1.015,0.004,0.063,0.009,50,0,50,0,0.007,160,0.645,0.51995,,"tagatose 1,6-diphosphate aldolase",FALSE
837,SPT_1037,1.002,0.006,0.074,0.008,,95,0,95,0,,SPT_1037,0.998,0.003,0.057,0.008,48,0,48,0,0.004,141,0.341,0.73337,,transcription antiterminator LacT,FALSE
318,SPT_1038,1.025,0.002,0.047,0.007,,47,0,47,0,,SPT_1038,1.003,0.004,0.064,0.013,25,0,25,0,0.022,70,1.502,0.1377,,lactose-specific phosphotransferase enzyme iia component (pts system lactose-specific eiia component) (eiia-lac) (eiii-lac),FALSE
1692,SPT_1039,1.016,0.005,0.073,0.005,,222,0,222,0,,SPT_1039,1.014,0.006,0.076,0.007,117,0,117,0,0.003,337,0.297,0.76679,,pts system lactose-specific eiicb component (eiicb-lac) (eii-lac),FALSE
1407,SPT_1040,1.028,0.004,0.067,0.005,lacG2,209,0,209,0,,SPT_1040,1.011,0.005,0.07,0.007,103,0,103,0,0.016,310,1.991,0.04736,,6-phospho-beta-galactosidase,FALSE
180,SPT_1041,1.029,0.003,0.055,0.022,,6,0,6,0,,SPT_1041,1.021,0.001,0.029,0.021,2,0,2,0,0.008,6,0.277,0.79079,,hypothetical protein,FALSE
762,SPT_1042,0.965,0.007,0.084,0.01,,72,0,72,0,,SPT_1042,0.996,0.007,0.082,0.013,41,0,41,0,-0.031,111,1.899,0.06022,,lactose phosphotransferase system repressor,FALSE
963,SPT_1043,1.005,0.003,0.058,0.019,nrdF,9,0,9,0,,SPT_1043,0.915,0.003,0.058,0.029,4,0,4,0,0.09,11,2.575,0.02584,,ribonucleotide-diphosphate reductase subunit beta,FALSE
2160,SPT_1044,,,,,,,,,,,SPT_1044,,,,,,,,,,,,,,"ribonucleoside-diphosphate reductase, alpha subunit",FALSE
219,SPT_1045,1.012,0.002,0.05,0.022,,5,0,5,0,,SPT_1045,0.994,0.004,0.065,0.038,3,0,3,0,0.018,6,0.406,0.69875,,glutaredoxin,FALSE
264,SPT_1046,,,,,,,,,,,SPT_1046,,,,,,,,,,,,,,phosphocarrier protein HPr (Histidine-containing protein),FALSE
1734,SPT_1047,,,,,ptsP,,,,,,SPT_1047,,,,,,,,,,,,,,phosphoenolpyruvate-protein phosphotransferase,FALSE
114,SPT_1048,0.944,0.05,0.224,0.071,,10,1,9,0,,SPT_1048,0.996,0.008,0.088,0.04,5,0,5,0,-0.052,13,0.642,0.5319,,hypothetical protein,FALSE
2559,SPT_1049,1.016,0.004,0.067,0.006,,113,0,113,0,,SPT_1049,1.016,0.007,0.086,0.012,51,0,51,0,0,162,0.019,0.98503,,pneumococcal histidine triad protein B,FALSE
3120,SPT_1050,1.022,0.006,0.08,0.004,,368,0,368,0,,SPT_1050,1.014,0.007,0.082,0.006,198,0,198,0,0.008,564,1.093,0.27482,,pneumococcal histidine triad protein E,FALSE
796,SPT_1051,0.851,0.002,0.048,0.034,,2,0,2,0,,SPT_1051,,,,,,,,,0.851,0,#DIV/0!,#DIV/0!,,pseudo,FALSE
1020,SPT_1052,1.031,0.003,0.056,0.025,,5,0,5,0,,SPT_1052,1.042,0.003,0.057,0.04,2,0,2,0,-0.012,5,0.246,0.81583,,pseudo,FALSE
570,SPT_1053,1.021,0.005,0.069,0.007,,102,0,102,0,,SPT_1053,1.012,0.003,0.058,0.008,48,0,48,0,0.008,148,0.761,0.44803,,pneumococcal histidine triad protein E,FALSE
630,SPT_1054,1.018,0.006,0.078,0.011,,47,0,47,0,,SPT_1054,0.998,0.008,0.087,0.018,24,0,24,0,0.02,69,0.955,0.34299,,hypothetical protein,FALSE
1224,SPT_1055,1.023,0.004,0.064,0.006,pepT,115,0,115,0,,SPT_1055,1.011,0.007,0.081,0.011,51,0,51,0,0.013,164,0.98,0.32875,,peptidase T,FALSE
504,SPT_1056,1.018,0.003,0.056,0.007,,61,0,61,0,,SPT_1056,1.029,0.006,0.078,0.014,33,0,33,0,-0.012,92,0.755,0.45223,,collagen adhesion protein,FALSE
1761,SPT_1057,1.02,0.005,0.072,0.005,,236,0,236,0,,SPT_1057,1.016,0.006,0.08,0.007,118,0,118,0,0.004,352,0.493,0.62245,,hypothetical protein,FALSE
552,SPT_1058,1.023,0.005,0.072,0.009,lepB2,67,0,67,0,,SPT_1058,1.038,0.006,0.079,0.013,34,0,34,0,-0.015,99,0.931,0.35406,,signal peptidase I,FALSE
1242,SPT_1059,1.022,0.007,0.081,0.006,,178,0,178,0,,SPT_1059,1.031,0.008,0.09,0.009,91,0,91,0,-0.009,267,0.824,0.41077,,hypothetical protein,FALSE
999,SPT_1060,1.037,0.005,0.07,0.007,srtB,103,0,103,0,,SPT_1060,1.031,0.004,0.065,0.009,52,0,52,0,0.006,153,0.53,0.59674,,"surface protein cell wall anchor, sortase_B family",FALSE
636,SPT_1061,1.015,0.003,0.056,0.006,,83,0,83,0,,SPT_1061,0.988,0.005,0.068,0.011,41,0,41,0,0.027,122,2.171,0.03183,,"surface protein cell wall anchor, sortase_B family",FALSE
1095,SPT_1062,1.022,0.004,0.06,0.006,hemH,114,0,114,0,,SPT_1062,1.017,0.005,0.068,0.009,56,0,56,0,0.005,168,0.491,0.62389,,ferrochelatase,FALSE
378,SPT_1063,0.992,0.008,0.088,0.014,mscL,38,0,38,0,,SPT_1063,0.985,0.004,0.064,0.014,22,0,22,0,0.007,58,0.343,0.73307,,large conductance mechanosensitive channel protein,FALSE
432,SPT_1064,1.02,0.008,0.09,0.011,,68,0,68,0,,SPT_1064,1.033,0.012,0.108,0.017,40,0,40,0,-0.013,106,0.636,0.52631,,GtrA family protein,FALSE
510,SPT_1065,1.018,0.009,0.093,0.011,,66,0,66,0,,SPT_1065,1.01,0.01,0.101,0.017,37,0,37,0,0.008,101,0.401,0.68913,,citrulline cluster-linked protein,FALSE
98,SPT_1066,0.999,0.014,0.116,0.039,,9,0,9,0,,SPT_1066,1.018,0.004,0.066,0.03,5,0,5,0,-0.019,12,0.393,0.70141,,tRNA-Thr*,FALSE
1077,SPT_1067,0.858,0.009,0.093,0.01,asd,86,0,86,0,,SPT_1067,0.848,0.008,0.087,0.014,38,0,38,0,0.01,122,0.579,0.56363,,aspartate-semialdehyde dehydrogenase,FALSE
936,SPT_1068,1.017,0.006,0.079,0.007,dapA,142,0,142,0,,SPT_1068,1.001,0.005,0.074,0.009,71,0,71,0,0.016,211,1.463,0.14506,,dihydrodipicolinate synthase,FALSE
1374,SPT_1069,0.952,0.008,0.087,0.033,trmE,7,0,7,0,,SPT_1069,0.993,0.006,0.077,0.027,8,0,8,0,-0.041,13,0.95,0.35961,,tRNA modification GTPase TrmE,FALSE
183,SPT_1070,1.021,0.002,0.05,0.015,,11,0,11,0,,SPT_1070,1.013,0.002,0.047,0.021,5,0,5,0,0.008,14,0.321,0.75283,,4-oxalocrotonate tautomerase,FALSE
591,SPT_1071,0.96,0.016,0.126,0.016,tdk,63,0,63,0,,SPT_1071,0.956,0.015,0.123,0.021,33,0,33,0,0.004,94,0.168,0.86691,,thymidine kinase,FALSE
1080,SPT_1072,0.591,0.042,0.205,0.118,prfA,3,1,2,0,,SPT_1072,0.516,0.006,0.079,0.056,2,0,2,0,0.075,3,0.576,0.60509,,peptide chain release factor 1,FALSE
840,SPT_1073,0.946,0.011,0.104,0.011,hemK,85,0,85,0,,SPT_1073,0.922,0.024,0.155,0.024,43,0,43,0,0.025,126,0.942,0.34814,,HemK protein,FALSE
603,SPT_1074,0.697,0.038,0.195,0.044,,20,1,19,0,,SPT_1074,0.671,0.025,0.158,0.044,13,1,12,0,0.026,31,0.425,0.67397,,Sua5/YciO/YrdC/YwlC family protein,FALSE
432,SPT_1075,1.006,0.005,0.068,0.009,,52,0,52,0,,SPT_1075,0.976,0.009,0.094,0.018,26,0,26,0,0.03,76,1.426,0.1579,,"acetyltransferase, gnat family protein",FALSE
1257,SPT_1076,1.001,0.009,0.093,0.009,glyA,116,0,116,0,,SPT_1076,0.973,0.007,0.081,0.011,54,0,54,0,0.029,168,2.047,0.04223,,serine hydroxymethyltransferase,FALSE
975,SPT_1077,0.997,0.006,0.078,0.011,,52,0,52,0,,SPT_1077,0.987,0.01,0.101,0.019,28,0,28,0,0.011,78,0.485,0.62871,,hypothetical protein,FALSE
615,SPT_1078,0.9,0.007,0.086,0.009,,92,0,92,0,,SPT_1078,0.892,0.007,0.086,0.013,43,0,43,0,0.008,133,0.486,0.62782,,pneumococcal vaccine antigen A,FALSE
975,SPT_1079,1.019,0.007,0.081,0.009,,87,0,87,0,,SPT_1079,0.981,0.006,0.08,0.013,39,0,39,0,0.038,124,2.452,0.01559,,hypothetical protein,FALSE
1632,SPT_1080,0.988,0.008,0.087,0.009,rumA1,87,0,87,0,,SPT_1080,0.996,0.01,0.102,0.016,39,0,39,0,-0.008,124,0.413,0.6804,,23S rRNA (uracil-5-)-methyltransferase RumA,FALSE
219,SPT_1081,0.998,0.006,0.075,0.012,,42,0,42,0,,SPT_1081,1.031,0.005,0.07,0.015,23,0,23,0,-0.032,63,1.721,0.09008,,hypothetical protein,FALSE
1026,SPT_1082,1.017,0.006,0.079,0.007,,146,0,146,0,,SPT_1082,1.018,0.007,0.085,0.009,89,0,89,0,-0.001,233,0.053,0.95765,,ABC transporter substrate-binding protein - iron transport,FALSE
1008,SPT_1083,1,0.006,0.075,0.005,,204,0,204,0,,SPT_1083,1.021,0.008,0.088,0.008,111,0,111,0,-0.021,313,2.132,0.0338,,"iron-compound ABC transporter, permease protein",FALSE
1008,SPT_1084,0.997,0.007,0.081,0.007,,137,0,137,0,,SPT_1084,1.017,0.009,0.095,0.011,76,0,76,0,-0.02,211,1.523,0.12915,,"iron-compound ABC transporter, permease protein",FALSE
795,SPT_1085,1.002,0.005,0.069,0.005,,160,0,160,0,,SPT_1085,1.013,0.006,0.078,0.009,84,0,84,0,-0.012,242,1.166,0.24462,,"iron-compound ABC transporter, ATP-binding protein",FALSE
315,SPT_1086,0.99,0.003,0.058,0.014,,17,0,17,0,,SPT_1086,1.033,0.01,0.102,0.028,13,0,13,0,-0.043,28,1.36,0.18471,,hypothetical protein,FALSE
1641,SPT_1087,1.012,0.009,0.093,0.006,,242,0,242,0,,SPT_1087,1.034,0.01,0.101,0.009,130,0,130,0,-0.021,370,2.005,0.0457,,MobA/MobL family protein,FALSE
174,SPT_1088,0.99,0.008,0.09,0.02,,21,0,21,0,,SPT_1088,1.007,0.003,0.056,0.016,12,0,12,0,-0.017,31,0.672,0.50683,,hypothetical protein,FALSE
,SPT_1089,,,,,,,,,,,SPT_1089,,,,,,,,,,,,,,,FALSE
534,SPT_1091,1.017,0.005,0.07,0.01,,46,0,46,0,,SPT_1091,1.004,0.004,0.062,0.012,25,0,25,0,0.013,69,0.774,0.4418,,hypothetical protein,FALSE
723,SPT_1092,1.02,0.006,0.076,0.007,,120,0,120,0,,SPT_1092,1.034,0.007,0.086,0.011,63,0,63,0,-0.014,181,1.084,0.27978,,putative phage-associated protein,FALSE
162,SPT_1093,1.054,0.016,0.126,0.045,,8,0,8,0,,SPT_1093,1.092,0.016,0.126,0.048,7,0,7,0,-0.037,13,0.571,0.5777,,hypothetical protein,FALSE
2180,SPT_1094,1.017,0.007,0.085,0.005,,300,0,300,0,,SPT_1094,1.032,0.007,0.081,0.007,148,0,148,0,-0.015,446,1.82,0.0695,,pseudo,FALSE
567,SPT_1096,1.012,0.004,0.061,0.007,,67,0,67,0,,SPT_1096,0.994,0.005,0.074,0.012,39,0,39,0,0.018,104,1.257,0.21162,,hypothetical protein,FALSE
189,SPT_1097,1.011,0.004,0.06,0.01,,33,0,33,0,,SPT_1097,1.007,0.006,0.077,0.019,17,0,17,0,0.004,48,0.165,0.86989,,hypothetical protein,FALSE
759,SPT_1098,1.007,0.007,0.085,0.006,,178,1,177,0,,SPT_1098,1.018,0.004,0.067,0.007,92,0,92,0,-0.011,268,1.126,0.26097,,hypothetical protein,FALSE
855,SPT_1099,1.019,0.005,0.072,0.007,,112,0,112,0,,SPT_1099,0.999,0.006,0.077,0.011,52,0,52,0,0.019,162,1.533,0.12718,,ADP-ribosylglycohydrolase superfamily,FALSE
885,SPT_1100,1.008,0.006,0.08,0.008,,98,0,98,0,,SPT_1100,1.016,0.009,0.095,0.014,48,0,48,0,-0.008,144,0.521,0.6031,,hypothetical protein,FALSE
2260,SPT_1101,1.014,0.009,0.092,0.006,,250,2,248,0,,SPT_1101,1.003,0.006,0.074,0.006,139,0,139,0,0.011,387,1.282,0.20077,,pseudo,FALSE
303,SPT_1104,1.009,0.005,0.072,0.01,,54,0,54,0,,SPT_1104,1.02,0.006,0.08,0.015,27,0,27,0,-0.011,79,0.598,0.55185,,hypothetical protein,FALSE
429,SPT_1105,1.008,0.005,0.072,0.009,,69,0,69,0,,SPT_1105,1.017,0.003,0.057,0.009,40,0,40,0,-0.009,107,0.683,0.4959,,aminoglycoside 6'-N-acetyltransferase,FALSE
258,SPT_1106,1.009,0.007,0.082,0.012,,49,0,49,0,,SPT_1106,1.016,0.005,0.069,0.014,24,0,24,0,-0.007,71,0.39,0.69756,,hypothetical protein,FALSE
285,SPT_1107,1.031,0.01,0.1,0.013,,56,0,56,0,,SPT_1107,1.039,0.009,0.096,0.02,23,0,23,0,-0.008,77,0.315,0.75334,,hypothetical ABC transporter ATP-binding protein,FALSE
272,SPT_1108,1.025,0.007,0.083,0.012,,47,0,47,0,,SPT_1108,1.037,0.004,0.063,0.013,24,0,24,0,-0.012,69,0.656,0.51426,,pseudo,FALSE
195,SPT_1109,1.02,0.006,0.076,0.015,,26,0,26,0,,SPT_1109,1.023,0.012,0.109,0.028,15,0,15,0,-0.003,39,0.091,0.9277,,transposase,FALSE
1230,SPT_1110,,,,,,,,,,,SPT_1110,,,,,,,,,,,,,,"cell division protein FtsW, putative",FALSE
2697,SPT_1111,0.881,0.009,0.093,0.006,ppc,236,1,235,0,,SPT_1111,0.869,0.014,0.119,0.011,125,2,123,0,0.012,359,0.968,0.33379,,phosphoenolpyruvate carboxylase,FALSE
1005,SPT_1112,1.012,0.006,0.075,0.008,,86,0,86,0,,SPT_1112,1.021,0.005,0.072,0.011,39,0,39,0,-0.009,123,0.611,0.54263,,ABC transporter substrate binding protein,FALSE
867,SPT_1113,1.014,0.007,0.085,0.009,,80,0,80,0,,SPT_1113,0.998,0.005,0.07,0.011,44,0,44,0,0.017,122,1.173,0.2429,,ABC-type transporter,FALSE
759,SPT_1114,1.011,0.006,0.075,0.008,,86,0,86,0,,SPT_1114,0.991,0.009,0.096,0.015,40,0,40,0,0.02,124,1.175,0.24212,,"ABC transporter, ATP-binding protein",FALSE
1761,SPT_1115,,,,,dnaG,,,,,,SPT_1115,,,,,,,,,,,,,,DNA primase,FALSE
1110,SPT_1116,,,,,,,,,,,SPT_1116,,,,,,,,,,,,,,RNA polymerase sigma factor RpoD (Sigma-A) (Sigma-43),FALSE
330,SPT_1117,1.134,0,0,0,,1,0,1,0,,SPT_1117,1.151,0,0,0,1,0,1,0,,,,,,N-6 Adenine-specific DNA methylase YitW,FALSE
1044,SPT_1118,0.632,0.06,0.244,0.045,,30,5,25,0,,SPT_1118,0.528,0.063,0.252,0.067,14,3,11,0,0.104,42,1.288,0.20493,,glycosyl transferase CpoA,FALSE
1326,SPT_1119,,,,,,,,,,,SPT_1119,1.267,0,0,0,1,0,1,0,,,,,,"glycosyl transferase, group 1",FALSE
177,SPT_1120,0.967,0.004,0.061,0.019,,10,0,10,0,,SPT_1120,0.963,0.006,0.079,0.026,9,0,9,0,0.004,17,0.114,0.91046,,hypothetical protein,FALSE
135,SPT_1121,0.966,0.002,0.041,0.014,,9,0,9,0,,SPT_1121,0.996,0.001,0.029,0.011,7,0,7,0,-0.03,14,1.727,0.10609,,hypothetical protein,FALSE
1305,SPT_1122,,,,,obgE,,,,,,SPT_1122,,,,,,,,,,,,,,Spo0B-associated GTP-binding protein,FALSE
159,SPT_1123,1.027,0.001,0.037,0.013,,8,0,8,0,,SPT_1123,0.834,0.003,0.051,0.036,2,0,2,0,0.193,8,5.011,0.00104,,hypothetical protein,FALSE
,SPT_1124,,,,,,,,,,,SPT_1124,,,,,,,,,,,,,,,FALSE
,SPT_1125,,,,,,,,,,,SPT_1125,,,,,,,,,,,,,,,FALSE
,SPT_1126,,,,,,,,,,,SPT_1126,,,,,,,,,,,,,,,FALSE
1260,SPT_1127,1.032,0.001,0.037,0.026,,2,0,2,0,,SPT_1127,1.079,0.009,0.094,0.066,2,0,2,0,-0.047,2,0.662,0.57614,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyltransferase 2) (EPT 2),FALSE
552,SPT_1128,0.967,0.01,0.1,0.017,,35,0,35,0,,SPT_1128,0.961,0.005,0.069,0.017,17,0,17,0,0.006,50,0.245,0.80776,,"acetyltransferase, gnat family protein",FALSE
1278,SPT_1129,0.999,0.01,0.099,0.01,,101,0,101,0,,SPT_1129,0.994,0.009,0.095,0.013,52,0,52,0,0.004,151,0.271,0.78656,,cytosolic protein containing multiple CBS domains,FALSE
861,SPT_1130,,,,,map,,,,,,SPT_1130,,,,,,,,,,,,,,"methionine aminopeptidase, type I",FALSE
681,SPT_1131,1,0.005,0.071,0.011,,41,0,41,0,,SPT_1131,1.044,0.005,0.072,0.016,21,0,21,0,-0.044,60,2.272,0.02666,,IS1381 transposase protein A,FALSE
390,SPT_1132,,,,,,,,,,,SPT_1132,,,,,,,,M,,,,,,transposase (IS4 family),FALSE
2292,SPT_1133,0.995,0.004,0.066,0.014,pcrA,24,0,24,0,,SPT_1133,0.927,0.023,0.152,0.051,9,0,9,0,0.068,31,1.295,0.20494,,ATP-dependent DNA helicase PcrA,FALSE
690,SPT_1134,0.992,0.005,0.069,0.011,,39,0,39,0,,SPT_1134,0.954,0.007,0.081,0.022,13,0,13,0,0.038,50,1.503,0.13908,,"glutamine amidotransferase, class I",FALSE
681,SPT_1135,1.017,0.005,0.072,0.009,radC,63,0,63,0,,SPT_1135,0.979,0.009,0.092,0.018,25,0,25,0,0.038,86,1.847,0.06822,,DNA repair protein RadC,FALSE
642,SPT_1136,1.008,0.004,0.063,0.012,,30,0,30,0,,SPT_1136,1.003,0.012,0.111,0.028,16,0,16,0,0.006,44,0.184,0.85474,,redox-sensing transcriptional repressor Rex,FALSE
144,SPT_1137,1.013,0.005,0.07,0.023,,9,0,9,0,,SPT_1137,1.015,0.005,0.073,0.037,4,0,4,0,-0.001,11,0.033,0.97461,,hypothetical protein,FALSE
348,SPT_1138,1.014,0.003,0.059,0.013,,20,0,20,0,,SPT_1138,0.991,0.003,0.055,0.016,12,0,12,0,0.023,30,1.105,0.27791,,hypothetical protein,FALSE
1116,SPT_1139,1.016,0.005,0.068,0.039,,3,0,3,0,,SPT_1139,0.986,0.005,0.068,0.048,2,0,2,0,0.03,3,0.487,0.65971,,"aminotransferase, class-V",FALSE
960,SPT_1140,1.036,0.008,0.092,0.011,,67,0,67,0,,SPT_1140,1.043,0.01,0.098,0.017,35,0,35,0,-0.007,100,0.332,0.74055,,ribose-Phosphate pyrophosphokinase (rppk) (phosphoribosylpyrophosphate synthetase) (p-rib-pp synthetase) (prpp synthetase),FALSE
570,SPT_1141,1.011,0.002,0.047,0.008,,35,0,35,0,,SPT_1141,0.957,0.005,0.072,0.018,16,0,16,0,0.054,49,2.744,0.00846,,adenylate cyclase,FALSE
672,SPT_1142,1.009,0.004,0.066,0.009,,53,0,53,0,,SPT_1142,0.998,0.007,0.082,0.016,26,0,26,0,0.011,77,0.597,0.55216,,GTP pyrophosphokinase,FALSE
819,SPT_1143,,,,,ppnK,,,,,,SPT_1143,,,,,,,,,,,,,,inorganic polyphosphate/ATP-NAD kinase,FALSE
897,SPT_1144,0.991,0.014,0.119,0.014,,69,1,68,0,,SPT_1144,0.97,0.022,0.148,0.026,32,1,31,0,0.021,99,0.71,0.47913,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",FALSE
975,SPT_1145,0.934,0.007,0.083,0.014,eutD,35,0,35,0,,SPT_1145,0.913,0.01,0.101,0.024,18,0,18,0,0.021,51,0.771,0.44402,,phosphate acetyltransferase,FALSE
1770,SPT_1148,1.187,0,0.018,0.012,,2,0,2,0,,SPT_1148,1.217,0,0,0,1,0,1,0,-0.03,1,2.435,0.24809,,pseudo,FALSE
300,SPT_1149,1.09,0.003,0.059,0.024,,6,0,6,0,,SPT_1149,1.048,0.004,0.06,0.035,3,0,3,0,0.042,7,0.991,0.35468,,hypothetical protein,FALSE
699,SPT_1150,0.99,0.005,0.074,0.009,,64,0,64,0,,SPT_1150,0.97,0.006,0.076,0.012,37,0,37,0,0.02,99,1.29,0.20016,,hypothetical protein,FALSE
