Pos size,Gene,2394 - mean - Gluc,2394 - var - Gluc,2394 - sd - Gluc,2394 - se - Gluc,2394 - Total - Gluc,2394 - Blank - Gluc,2394 - Not Blank - Gluc,2394 - Blank Removed - Gluc,mean.2394.PennG,2394 - var - PennG,2394 - sd - PennG,2394 - se - PennG,2394 - Total - PennG,2394 - Blank - PennG,2394 - Not Blank - PennG,2394 - Blank Removed - PennG,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,gene,M,locus,Sig
581,SP_1233,1.04,0.01,0.08,0.02,21,0,21,0,1.02,0.01,0.11,0.02,21,0,21,0,0.02,40,0.753,0.45609,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1233,FALSE
515,SP_1234,1.05,0.01,0.08,0.02,16,0,16,0,1.06,0,0.06,0.02,16,0,16,0,-0.01,30,0.448,0.65766,,"transcriptional regulator, biotin repressor family",REGULATOR,PHENOTYPED,,,SP_1234,FALSE
467,SP_1235,1,0,0.03,0.01,7,0,7,0,1.02,0,0.06,0.02,7,0,7,0,-0.02,12,0.704,0.49462,,MutT/nudix family protein,VARIOUS,NO-PHENOTYPE,,,SP_1235,FALSE
488,SP_1236,0.97,0.01,0.11,0.03,13,0,13,0,0.96,0.01,0.1,0.03,13,0,13,0,0.01,24,0.305,0.76323,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,,,SP_1236,FALSE
563,SP_1237,1.02,0.01,0.1,0.03,15,0,15,0,1.01,0.02,0.12,0.03,16,0,16,0,0.01,29,0.174,0.86296,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,,,SP_1237,FALSE
1988,SP_1238,0.97,0.01,0.09,0.02,32,0,32,0,0.95,0.01,0.1,0.02,33,0,33,0,0.02,63,0.667,0.50749,,"excinuclease ABC, subunit B","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_1238,FALSE
953,SP_1240,1.01,0.01,0.1,0.02,33,0,33,0,1.01,0.01,0.09,0.02,32,0,32,0,0.01,63,0.243,0.80866,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1240,FALSE
1487,SP_1243,0.86,0,0.04,0.03,2,0,2,0,0.86,0,0.01,0.01,2,0,2,0,0,2,0.02,0.98574,,glucose-6-phosphate 1-dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,,,SP_1243,FALSE
1289,SP_1244,0.74,0,0,0,1,0,1,0,0,0,,,1,1,0,0,,,,,,signal recognition particle-docking protein FtsY,TRANSPORT,LIKELYESSENTIAL,,,SP_1244,FALSE
818,SP_1245,0.92,0.01,0.11,0.04,7,0,7,0,1,0.05,0.22,0.08,7,1,6,0,-0.09,12,0.901,0.38551,,Cof family protein,UNKNOWN,NO-PHENOTYPE,,,SP_1245,FALSE
794,SP_1246,1.04,0.01,0.12,0.02,29,0,29,0,1.04,0.02,0.15,0.03,29,0,29,0,-0.01,56,0.148,0.88259,,Cof family protein,UNKNOWN,PHENOTYPED,,,SP_1246,FALSE
3539,SP_1247,0.93,0.03,0.17,0.04,16,1,15,0,0.84,0.04,0.19,0.05,15,1,14,0,0.09,29,1.378,0.1787,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1247,FALSE
698,SP_1248,,,,,,,,,,,,,,,,,,,,,,ribonuclease III,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,rnc,,SP_1248,FALSE
986,SP_1249,1.01,0,0.05,0.01,26,0,26,0,1.05,0.01,0.08,0.02,26,0,26,0,-0.05,50,2.494,0.01597,,guanosine monophosphate reductase,NUCLEOTIDE METABOLSIM,PHENOTYPED,,,SP_1249,FALSE
1328,SP_1250,1.02,0.01,0.07,0.01,56,0,56,0,1.01,0.01,0.1,0.01,55,0,55,0,0.01,109,0.335,0.73855,,conserved domain protein,UNKNOWN,VIVO,,,SP_1250,FALSE
1931,SP_1251,1.03,0.01,0.1,0.01,105,0,105,0,1.06,0.01,0.1,0.01,103,0,103,0,-0.02,206,1.482,0.13993,,"putative endonuclease (DNA metabolism, DNA degradation)",VARIOUS,PHENOTYPED,,,SP_1251,FALSE
170,SP_1252,0.99,0,0.06,0.03,5,0,5,0,0.92,0.02,0.14,0.06,5,0,5,0,0.07,8,0.986,0.35324,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1252,FALSE
92,SP_1253,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1253,FALSE
143,SP_1254,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1254,FALSE
359,SP_1255,1.02,0,0.04,0.01,13,0,13,0,0.98,0.01,0.09,0.02,13,0,13,0,0.04,24,1.567,0.13031,,"putative 3-isopropylmalate dehydratase, small subunit",AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_1255,FALSE
269,SP_1256,0.98,0.01,0.08,0.03,9,0,9,0,0.86,0.04,0.19,0.06,9,1,8,0,0.12,16,1.688,0.11073,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1256,FALSE
1037,SP_1257,1.04,0.01,0.07,0.01,44,0,44,0,1,0.02,0.13,0.02,44,0,44,0,0.04,86,1.648,0.10308,,"3-isopropylmalate dehydrogenase, authentic point mutation",,Blanc Out,leuB,,SP_1257,FALSE
1094,SP_1258,1.04,0.01,0.11,0.02,30,0,30,0,1.07,0.01,0.09,0.02,31,0,31,0,-0.03,59,1.204,0.2333,,putative 2-isopropylmalate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_1258,FALSE
335,SP_1259,0.98,0,0.06,0.02,6,0,6,0,1.08,0,0.05,0.02,6,0,6,0,-0.1,10,3.182,0.00979,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1259,FALSE
632,SP_1260,1,0,0.06,0.02,11,0,11,0,1.03,0,0.04,0.01,12,0,12,0,-0.03,21,1.24,0.22876,,copper homeostasis protein CutC,VARIOUS,NO-PHENOTYPE,,,SP_1260,FALSE
359,SP_1261,1.02,0.01,0.11,0.03,18,0,18,0,1.08,0.02,0.14,0.03,20,0,20,0,-0.06,36,1.327,0.193,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1261,FALSE
1256,SP_1262,,,,,,,,,,,,,,,,,,,,,,"IS1167, transposase",,REMOVE,,,SP_1262,FALSE
2099,SP_1263,0.99,0,0.05,0.02,5,0,5,0,0.55,0.11,0.33,0.15,5,1,4,0,0.45,8,2.962,0.0181,,DNA topoisomerase I,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,,,SP_1263,FALSE
1043,SP_1264,1.03,0,0.06,0.01,50,0,50,0,1.06,0.01,0.09,0.01,50,0,50,0,-0.03,98,2.133,0.03544,,conserved domain protein,UNKNOWN,PHENOTYPED,,,SP_1264,FALSE
119,SP_1265,0.95,0,0.02,0.01,2,0,2,0,0.96,0,0.03,0.02,2,0,2,0,-0.01,2,0.33,0.77276,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1265,FALSE
860,SP_1266,0.99,0,0.04,0.01,8,0,8,0,0.98,0.01,0.11,0.04,8,0,8,0,0.01,14,0.321,0.75301,,putative DNA processing protein DprA,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_1266,FALSE
689,SP_1267,,,,,,,,,,,,,,,,,,,,,,licC protein,VARIOUS,ESSENTIAL,,,SP_1267,FALSE
878,SP_1268,1.05,0,0,0,2,0,2,0,1.05,0,0.01,0.01,2,0,2,0,-0.01,2,0.599,0.61023,,licB protein,UNKNOWN,LIKELYESSENTIAL,,,SP_1268,FALSE
788,SP_1269,,,,,,,,,,,,,,,,,,,,,,choline kinase,VARIOUS,ESSENTIAL,,,SP_1269,FALSE
1022,SP_1270,,,,,,,,,,,,,,,,,,,,,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,,,SP_1270,FALSE
707,SP_1271,,,,,,,,,,,,,,,,,,,,,,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,ispD,,SP_1271,FALSE
1487,SP_1272,,,,,,,,,,,,,,,,,,,,,,putative polysaccharide biosynthesis protein,VARIOUS,ESSENTIAL,,,SP_1272,FALSE
803,SP_1273,,,,,,,,,,,,,,,,,,,,,,licD1 protein,VARIOUS,ESSENTIAL,,,SP_1273,FALSE
809,SP_1274,1.03,0.01,0.08,0.03,10,0,10,0,0.98,0.01,0.08,0.03,10,0,10,0,0.04,18,1.102,0.28492,,licD2 protein,VARIOUS,PHENOTYPED,,,SP_1274,FALSE
3176,SP_1275,0.62,0.02,0.15,0.03,32,2,30,0,0.6,0.02,0.15,0.03,31,0,31,0,0.02,61,0.612,0.54313,,"carbamoyl-phosphate synthase, large subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,carB,,SP_1275,FALSE
1079,SP_1276,0.63,0.01,0.12,0.02,22,0,22,0,0.64,0.02,0.15,0.03,21,1,20,0,-0.01,41,0.128,0.89916,,"carbamoyl-phosphate synthase, small subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,,,SP_1276,FALSE
923,SP_1277,0.61,0.02,0.14,0.04,14,1,13,0,0.73,0.01,0.09,0.03,14,0,14,0,-0.11,26,2.459,0.02091,,aspartate carbamoyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,pyrB,,SP_1277,FALSE
629,SP_1279,1.04,0.01,0.09,0.06,2,0,2,0,1.01,0,0.02,0.01,2,0,2,0,0.03,2,0.414,0.71898,,endonuclease III,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,,,SP_1279,FALSE
542,SP_1280,0.59,0.11,0.34,0.09,13,4,9,0,0.53,0.05,0.22,0.06,12,1,11,0,0.06,23,0.509,0.6154,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1280,FALSE
365,SP_1281,1.03,0,0.07,0.01,28,0,28,0,1.03,0.01,0.08,0.01,28,0,28,0,0,54,0.256,0.79871,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1281,FALSE
1559,SP_1282,1.02,0.01,0.08,0.01,54,0,54,0,1.06,0.01,0.09,0.01,54,0,54,0,-0.04,106,2.503,0.01385,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_1282,FALSE
899,SP_1283,1.02,0,0.06,0.01,36,0,36,0,1.06,0.01,0.07,0.01,36,0,36,0,-0.03,70,2.133,0.03647,,heat shock protein HtpX,VARIOUS,NO-PHENOTYPE,,,SP_1283,FALSE
560,SP_1284,1.03,0.01,0.11,0.06,3,0,3,0,1.06,0,0.05,0.03,3,0,3,0,-0.03,4,0.483,0.6543,,lemA protein,UNKNOWN,NO-PHENOTYPE,,,SP_1284,FALSE
713,SP_1285,0.97,0,0.04,0.01,8,0,8,0,0.94,0.01,0.08,0.03,8,0,8,0,0.03,14,0.933,0.36686,,glucose-inhibited division protein B,CELL DIVISION,NO-PHENOTYPE,gidB,,SP_1285,FALSE
1319,SP_1286,1.05,0.01,0.07,0.01,34,0,34,0,1.11,0.01,0.11,0.02,34,0,34,0,-0.07,66,3.042,0.00337,,uracil permease,TRANSPORT,PHENOTYPED,,,SP_1286,FALSE
377,SP_1289,1.05,0.01,0.07,0.01,26,0,26,0,1.06,0.01,0.09,0.02,27,0,27,0,-0.01,51,0.548,0.58597,,hypothetical protein,UNKNOWN,VIVO,,,SP_1289,FALSE
1304,SP_1290,1.03,0.01,0.1,0.02,30,0,30,0,1,0.01,0.11,0.02,30,0,30,0,0.03,58,1.237,0.22122,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1290,FALSE
806,SP_1291,1,0.01,0.08,0.02,15,0,15,0,1,0.01,0.11,0.03,15,0,15,0,0,28,0.022,0.98274,,Cof family protein,UNKNOWN,PHENOTYPED,,,SP_1291,FALSE
998,SP_1292,1.03,0.01,0.09,0.01,83,0,83,0,1.04,0.01,0.08,0.01,82,0,82,0,-0.02,163,1.33,0.18541,,SAP domain protein,UNKNOWN,PHENOTYPED,,,SP_1292,FALSE
347,SP_1293,0.86,0,0,0,1,0,1,0,1.19,0,0,0,1,0,1,0,,,,,,ribosomal protein L19,TRANSCRIPTION AND TRANSLATION,REMOVE,rplS,,SP_1293,FALSE
329,SP_1294,1.01,0.01,0.07,0.02,21,0,21,0,1.06,0.02,0.14,0.03,19,0,19,0,-0.05,38,1.468,0.15039,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_1294,FALSE
374,SP_1295,1.02,0,0.05,0.01,14,0,14,0,1.02,0,0.05,0.01,14,0,14,0,0,26,0.172,0.86456,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_1295,FALSE
266,SP_1296,0.98,0,0.05,0.02,10,0,10,0,1.01,0,0.07,0.02,10,0,10,0,-0.03,18,0.988,0.33621,,putative chorismate mutase,AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_1296,FALSE
443,SP_1297,,,,,,,,,,,,,,,,,,,,,,flavodoxin,VARIOUS,LIKELYESSENTIAL,,,SP_1297,FALSE
242,SP_1299,,,,,,,,,,,,,,,,,,,,,,ribosomal protein L31,TRANSCRIPTION AND TRANSLATION,REMOVE,rpmE2,,SP_1299,FALSE
218,SP_1300,1.01,0.01,0.11,0.04,8,0,8,0,1.09,0.02,0.14,0.05,8,0,8,0,-0.07,14,1.153,0.26826,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1300,FALSE
265,SP_1301,,,,,,,,,,,,,,,,,,,,,,"transposase family protein, degenerate",,REMOVE,,,SP_1301,FALSE
251,SP_1302,1,0.02,0.13,0.06,5,0,5,0,1.14,0.01,0.12,0.05,5,0,5,0,-0.14,8,1.767,0.11526,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1302,FALSE
95,SP_1303,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1303,FALSE
101,SP_1304,1.02,0.01,0.08,0.02,12,0,12,0,1.06,0,0.06,0.02,12,0,12,0,-0.04,22,1.477,0.15377,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1304,FALSE
104,SP_1305,0.98,0.01,0.09,0.04,5,0,5,0,1.05,0,0.04,0.02,5,0,5,0,-0.07,8,1.727,0.12243,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1305,FALSE
1346,SP_1306,0.95,0.01,0.08,0.01,33,0,33,0,1.05,0.01,0.08,0.01,33,0,33,0,-0.09,64,4.861,0.00001,,NADP-specific glutamate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1306,FALSE
170,SP_1307,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1307,FALSE
578,SP_1308,1.04,0.01,0.07,0.01,32,0,32,0,1.04,0.01,0.08,0.01,32,0,32,0,0.01,62,0.411,0.68253,,"toxin secretion ATP-binding protein, truncation",TRANSPORT,VIVO,,,SP_1308,FALSE
388,SP_1309,0.98,0,0.06,0.03,4,0,4,0,1.06,0,0.05,0.02,4,0,4,0,-0.07,6,1.848,0.11413,,"IS1381, transposase OrfB, authentic frameshift",,REMOVE,,M,SP_1309,FALSE
398,SP_1310,,,,,,,,,,,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,,,SP_1310,FALSE
1193,SP_1311,0.98,0,0.01,0.01,2,0,2,0,1.03,0,0,0,2,0,2,0,-0.05,2,6.193,0.0251,,"IS66 family element, Orf3, degenerate",,REMOVE,,M,SP_1311,FALSE
266,SP_1312,,,,,,,,M,,,,,,,,M,,,,,,"transposase family protein, degenerate",,REMOVE,,,SP_1312,FALSE
455,SP_1313,,,,,,,,M,,,,,,,,M,,,,,,"IS66 family element, Orf2, interruption",,REMOVE,,,SP_1313,FALSE
239,SP_1314,,,,,,,,,,,,,,,,,,,,,,"IS66 family element, Orf1",,REMOVE,,,SP_1314,FALSE
611,SP_1315,1.02,0.01,0.12,0.02,41,0,41,0,1.05,0.02,0.13,0.02,40,0,40,0,-0.03,79,1.137,0.25891,,"v-type sodium ATP synthase, subunit D",VARIOUS,PHENOTYPED,,,SP_1315,FALSE
1385,SP_1316,1.03,0.01,0.09,0.01,76,0,76,0,1.08,0.01,0.08,0.01,77,0,77,0,-0.05,151,3.238,0.00148,,"v-type sodium ATP synthase, subunit B",VARIOUS,PHENOTYPED,,,SP_1316,FALSE
1775,SP_1317,1.03,0.01,0.09,0.01,111,0,111,0,1.06,0.01,0.09,0.01,113,0,113,0,-0.04,222,3.04,0.00265,,"v-type sodium ATP synthase, subunit A",VARIOUS,PHENOTYPED,,,SP_1317,FALSE
320,SP_1318,1.02,0.01,0.08,0.01,37,0,37,0,1.03,0.01,0.09,0.01,37,0,37,0,-0.01,72,0.363,0.71733,,"v-type sodium ATP synthase, subunit G",VARIOUS,PHENOTYPED,,,SP_1318,FALSE
1007,SP_1319,1.03,0.01,0.08,0.01,77,0,77,0,1.04,0.01,0.1,0.01,77,0,77,0,-0.01,152,0.882,0.37897,,"v-type sodium ATP synthase, subunit C",VARIOUS,PHENOTYPED,,,SP_1319,FALSE
581,SP_1320,1.02,0.01,0.09,0.01,40,0,40,0,1.05,0.01,0.1,0.02,40,0,40,0,-0.03,78,1.667,0.09952,,"v-type sodium ATP synthase, subunit E",VARIOUS,NO-PHENOTYPE,,,SP_1320,FALSE
476,SP_1321,1.01,0,0.05,0.01,31,0,31,0,1.01,0.01,0.09,0.02,31,0,31,0,0,60,0.171,0.86462,,"v-type sodium ATP synthase, subunit K",VARIOUS,NO-PHENOTYPE,,,SP_1321,FALSE
1991,SP_1322,1.01,0.01,0.08,0.01,124,0,124,0,1.03,0.01,0.12,0.01,125,0,125,0,-0.02,247,1.597,0.1115,,"v-type sodium ATP synthase, subunit I",VARIOUS,PHENOTYPED,,,SP_1322,FALSE
323,SP_1323,1.02,0.01,0.1,0.02,29,0,29,0,1.01,0.01,0.11,0.02,29,0,29,0,0.01,56,0.359,0.72121,,hypothetical protein,UNKNOWN,VIVO,,,SP_1323,FALSE
890,SP_1324,1.04,0.01,0.11,0.01,74,0,74,0,1.05,0.01,0.08,0.01,73,0,73,0,-0.01,145,0.668,0.50537,,putative regulatory protein,REGULATOR,PHENOTYPED,,,SP_1324,FALSE
1139,SP_1325,1.01,0.01,0.1,0.01,73,0,73,0,1.02,0.01,0.1,0.01,74,0,74,0,-0.01,145,0.645,0.51975,,"oxidoreductase, Gfo/Idh/MocA family",UNKNOWN,PHENOTYPED,,,SP_1325,FALSE
2222,SP_1326,1.01,0,0.07,0.01,175,0,175,0,1.02,0.01,0.09,0.01,174,0,174,0,-0.01,347,1.353,0.17685,,neuraminidase,VARIOUS,PHENOTYPED,,,SP_1326,FALSE
458,SP_1327,1.02,0,0.06,0.01,19,0,19,0,1.06,0.01,0.08,0.02,19,0,19,0,-0.05,36,1.976,0.05585,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1327,FALSE
1541,SP_1328,1.02,0.01,0.09,0.01,91,0,91,0,1.05,0.01,0.09,0.01,92,0,92,0,-0.03,181,2.409,0.01699,,sodium:solute symporter family protein,TRANSPORT,PHENOTYPED,,,SP_1328,FALSE
917,SP_1329,1.04,0.01,0.11,0.01,76,1,75,0,1.07,0.01,0.1,0.01,75,0,75,0,-0.03,149,1.732,0.08537,,N-acetylneuraminate lyase,CARBOHYDRATE METABOLISM,PHENOTYPED,,,SP_1329,FALSE
701,SP_1330,1,0.01,0.09,0.01,76,0,76,0,1.03,0.01,0.09,0.01,76,0,76,0,-0.03,150,1.932,0.0553,,putative N-acetylmannosamine-6-P epimerase,CARBOHYDRATE METABOLISM,PHENOTYPED,,,SP_1330,FALSE
809,SP_1331,1,0.01,0.1,0.01,59,0,59,0,1.01,0.01,0.12,0.02,58,0,58,0,-0.01,115,0.423,0.67292,,putative phosphosugar-binding transcriptional regulator,REGULATOR,PHENOTYPED,,,SP_1331,FALSE
587,SP_1332,1.04,0.02,0.14,0.04,14,0,14,0,1.08,0.01,0.11,0.03,14,0,14,0,-0.04,26,0.811,0.42492,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_1332,FALSE
233,SP_1333,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1333,FALSE
380,SP_1334,,,,,,,,,,,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1334,FALSE
188,SP_1335,1.01,0.01,0.1,0.04,7,0,7,0,1.08,0,0.04,0.02,7,0,7,0,-0.07,12,1.697,0.11552,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1335,FALSE
1223,SP_1336,1,0.01,0.07,0.01,30,0,30,0,1,0.01,0.09,0.02,29,0,29,0,0,57,0.077,0.93887,,type II DNA modification methyltransferase Spn5252IP,AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_1336,FALSE
1346,SP_1337,,,,,,,,,,,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,,,SP_1337,FALSE
179,SP_1338,1.02,0,0.06,0.02,9,0,9,0,1,0.01,0.12,0.04,9,0,9,0,0.02,16,0.392,0.70053,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1338,FALSE
137,SP_1339,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1339,FALSE
1319,SP_1340,1.03,0,0.06,0.01,94,0,94,0,1.05,0.01,0.09,0.01,94,0,94,0,-0.02,186,1.926,0.05568,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1340,FALSE
740,SP_1341,1.02,0.01,0.09,0.01,46,0,46,0,1.06,0.01,0.1,0.01,46,0,46,0,-0.04,90,2.257,0.02643,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,,,SP_1341,FALSE
1607,SP_1342,1.02,0.01,0.08,0.01,103,0,103,0,1,0.01,0.1,0.01,103,0,103,0,0.01,204,1.059,0.29101,,"drug efflux ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,,,SP_1342,FALSE
1940,SP_1343,1.01,0.01,0.09,0.01,134,0,134,0,1.01,0.01,0.1,0.01,135,0,135,0,0.01,267,0.52,0.6034,,prolyl oligopeptidase family protein,UNKNOWN,PHENOTYPED,,,SP_1343,FALSE
2609,SP_1344,1.01,0.01,0.08,0.01,208,0,208,0,1.03,0.01,0.1,0.01,205,0,205,0,-0.02,411,2.162,0.03117,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1344,FALSE
110,SP_1345,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1345,FALSE
587,SP_1346,1.02,0,0.07,0.02,18,0,18,0,1.05,0.01,0.08,0.02,18,0,18,0,-0.02,34,0.849,0.40155,,putative membrane protein,UNKNOWN,NO-PHENOTYPE,,,SP_1346,FALSE
143,SP_1347,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1347,FALSE
380,SP_1348,,,,,,,,,,,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1348,FALSE
278,SP_1349,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1349,FALSE
254,SP_1350,1.02,0,0.04,0.02,4,0,4,0,0.95,0,0.01,0.01,4,0,4,0,0.07,6,3.452,0.0136,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_1350,FALSE
107,SP_1351,1.06,0,0.07,0.03,4,0,4,0,1.05,0,0.04,0.02,4,0,4,0,0.01,6,0.312,0.76526,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1351,FALSE
1346,SP_1352,,,,,,,,,,,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,,,SP_1352,FALSE
107,SP_1353,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1353,FALSE
368,SP_1354,,,,,,,,,,,,,,,,,,,,,,ribosomal protein L7/L12,TRANSCRIPTION AND TRANSLATION,REMOVE,rplL,,SP_1354,FALSE
500,SP_1355,,,,,,,,,,,,,,,,,,,,,,ribosomal protein L10,TRANSCRIPTION AND TRANSLATION,REMOVE,rplJ,,SP_1355,FALSE
1259,SP_1356,1.01,0,0.05,0.01,21,0,21,0,1.03,0.01,0.12,0.03,21,0,21,0,-0.02,40,0.788,0.43524,,amidohydrolase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,PHENOTYPED,,,SP_1356,FALSE
1790,SP_1357,1,0.01,0.07,0.01,42,0,42,0,0.9,0.02,0.16,0.02,42,0,42,0,0.1,82,3.727,0.00036,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,,,SP_1357,FALSE
1724,SP_1358,1.02,0.01,0.08,0.01,40,0,40,0,1.01,0.03,0.17,0.03,39,0,39,0,0.02,77,0.603,0.54812,,"ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,,,SP_1358,FALSE
938,SP_1359,0.99,0,0.07,0.01,26,0,26,0,0.89,0.05,0.23,0.05,23,0,23,0,0.1,47,1.984,0.0531,,peptide methionine sulfoxide reductase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1359,FALSE
869,SP_1360,0.9,0.01,0.1,0.03,13,0,13,0,0.84,0.04,0.19,0.05,12,1,11,0,0.05,23,0.842,0.40866,,homoserine kinase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1360,FALSE
1286,SP_1361,0.93,0.01,0.12,0.04,9,0,9,0,0.87,0.02,0.14,0.05,9,0,9,0,0.06,16,0.951,0.35581,,homoserine dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1361,FALSE
737,SP_1362,0.94,0.01,0.08,0.02,11,0,11,0,0.97,0.02,0.13,0.04,11,0,11,0,-0.03,20,0.554,0.58585,,putative transcriptional regulator MecA,REGULATOR,NO-PHENOTYPE,,,SP_1362,FALSE
1034,SP_1363,0.79,0.08,0.29,0.12,6,2,4,0,0.39,0.03,0.18,0.07,6,2,4,0,0.4,10,2.871,0.01664,,conserved domain protein,UNKNOWN,LIKELYESSENTIAL,,,SP_1363,FALSE
1433,SP_1364,1.31,0,0,0,1,0,1,0,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,LIKELYESSENTIAL,,,SP_1364,FALSE
986,SP_1365,1.19,0,0,0,1,0,1,0,,,,,,,,,,,,,,"glycosyl transferase, family 2",UNKNOWN,ESSENTIAL,,,SP_1365,FALSE
1103,SP_1366,,,,,,,,,,,,,,,,,,,,,,"glycosyl transferase, group 1",UNKNOWN,LIKELYESSENTIAL,,,SP_1366,FALSE
845,SP_1367,0.99,0,0,0,2,0,2,0,0.66,0,0.04,0.03,2,0,2,0,0.32,2,10.219,0.00944,,licD3 protein,UNKNOWN,LIKELYESSENTIAL,,,SP_1367,FALSE
1274,SP_1368,1.03,0.01,0.09,0.02,29,0,29,0,0.98,0.01,0.08,0.01,29,0,29,0,0.05,56,2.229,0.02982,,psr protein,UNKNOWN,PHENOTYPED,,,SP_1368,FALSE
