Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
399,SP_1196,0.1,0.1,X,X,,,,,M,,SP_1196,0.1,0.1,X,X,,,,,M,,,,,,,"IS1381, transposase OrfA, authentic frameshift",,REMOVE,FALSE
302,SP_1197,0.1,0.1,X,X,,,,,,,SP_1197,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
272,SP_1198,0.961,0.001,0.035,0.025,,2,0,2,0,,SP_1198,1.077,0.005,0.071,0.05,,2,0,2,0,,-0.116,2,2.084,0.1725,,hypothetical protein,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
116,SP_1199,1.015,0.001,0.038,0.027,,2,0,2,0,,SP_1199,0.898,0.012,0.108,0.076,,2,0,2,0,,0.116,2,1.438,0.28691,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1823,SP_1200,0.947,0.008,0.091,0.014,,39,0,39,0,,SP_1200,0.954,0.006,0.079,0.013,,39,0,39,0,,-0.007,76,0.368,0.71358,,GTP-binding protein LepA,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
728,SP_1201,0.97,0.004,0.063,0.012,,26,0,26,0,,SP_1201,1.05,0.008,0.092,0.018,,26,0,26,0,,-0.08,50,3.668,0.00059,,serine/threonine protein phosphatase,UNKNOWN,PHENOTYPED,FALSE
1667,SP_1202,0.907,0.01,0.102,0.02,,26,0,26,0,,SP_1202,0.977,0.044,0.21,0.041,,26,0,26,0,,-0.07,50,1.529,0.13247,,DNA repair protein RecN,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
431,SP_1203,0.998,0.002,0.042,0.019,,5,0,5,0,,SP_1203,1.006,0,0.022,0.01,,5,0,5,0,,-0.008,8,0.395,0.70343,,putative transcriptional repressor,REGULATOR,NO-PHENOTYPE,FALSE
596,SP_1204,0.1,0.1,X,X,,,,,,,SP_1204,0.1,0.1,X,X,,,,,,,,,,,,putative hemolysin A,VARIOUS,ESSENTIAL,FALSE
875,SP_1205,0.1,0.1,X,X,,,,,,,SP_1205,0.1,0.1,X,X,,,,,,,,,,,,geranyltranstransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
212,SP_1206,0.1,0.1,X,X,xseB,,,,,,SP_1206,0.1,0.1,X,X,xseB,,,,,,,,,,,"exodeoxyribonuclease VII, small subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
1340,SP_1207,0.766,0.079,0.28,0.072,xseA,15,2,13,0,,SP_1207,0.835,0.018,0.134,0.033,xseA,17,0,17,0,,-0.07,30,0.876,0.38796,,"exodeoxyribonuclease VII, large subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
638,SP_1208,1,0.005,0.073,0.018,,16,0,16,0,,SP_1208,0.99,0.007,0.084,0.021,,16,0,16,0,,0.01,30,0.364,0.71856,,uridine kinase,NUCLEOTIDE METABOLSIM,VIVO,FALSE
116,SP_1209,0.1,0.1,X,X,,,,,,,SP_1209,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
167,SP_1210,0.987,0.002,0.047,0.023,,4,0,4,0,,SP_1210,1.061,0.001,0.026,0.013,,4,0,4,0,,-0.073,6,2.725,0.03442,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1211,1.013,0.004,0.061,0.03,,4,0,4,0,,SP_1211,1.044,0.02,0.141,0.07,,4,0,4,0,,-0.031,6,0.405,0.69941,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
878,SP_1212,0.925,0.006,0.079,0.021,truB,14,0,14,0,,SP_1212,0.948,0.006,0.078,0.021,truB,14,0,14,0,,-0.024,26,0.796,0.43328,,tRNA pseudouridine synthase B,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
1274,SP_1213,0.969,0.002,0.048,0.016,,9,0,9,0,,SP_1213,0.984,0.009,0.097,0.032,,9,0,9,0,,-0.015,16,0.414,0.68448,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1184,SP_1214,0.98,0.006,0.076,0.011,,50,0,50,0,,SP_1214,1.005,0.007,0.083,0.012,,50,0,50,0,,-0.025,98,1.574,0.11872,,"transulfuration enzyme family protein, authentic point mutation",,Blanc Out,FALSE
797,SP_1215,0.986,0.006,0.076,0.018,,17,0,17,0,,SP_1215,1,0.007,0.085,0.021,,17,0,17,0,,-0.013,32,0.484,0.63182,,"putative transporter, FNT family",TRANSPORT,NO-PHENOTYPE,FALSE
107,SP_1216,1.054,0.005,0.074,0.03,,6,0,6,0,,SP_1216,1.185,0.025,0.157,0.064,,6,0,6,0,,-0.131,10,1.842,0.09536,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1217,0.1,0.1,X,X,,,,,,,SP_1217,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
371,SP_1218,1.007,0.01,0.1,0.05,,4,0,4,0,,SP_1218,1.086,0.009,0.097,0.048,,4,0,4,0,,-0.079,6,1.134,0.30003,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
2468,SP_1219,1.006,0.004,0.066,0.047,,2,0,2,0,,SP_1219,1.079,0.023,0.151,0.107,,2,0,2,0,,-0.073,2,0.624,0.59628,,"DNA gyrase, A subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
986,SP_1220,0.898,0.003,0.052,0.021,ldh,6,0,6,0,,SP_1220,0.818,0.034,0.185,0.07,ldh,7,0,7,0,,0.08,11,1.093,0.29764,,L-lactate dehydrogenase,CARBOHYDRATE METABOLISM,CORE,FALSE
3254,SP_1221,0.989,0.006,0.076,0.008,,86,0,86,0,,SP_1221,0.996,0.01,0.098,0.011,,85,0,85,0,,-0.007,169,0.502,0.61658,,putative type II restriction endonuclease,VARIOUS,PHENOTYPED,FALSE
1877,SP_1222,0.795,0.091,0.302,0.043,,49,7,42,0,,SP_1222,0.78,0.12,0.346,0.05,,48,8,40,0,,0.015,95,0.235,0.81507,,putative type II restriction endonuclease,VARIOUS,CORE,FALSE
254,SP_1223,0.819,0.061,0.247,0.078,,10,1,9,0,,SP_1223,0.724,0.075,0.274,0.087,,10,2,8,0,,0.096,18,0.82,0.42317,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
302,SP_1224,0.93,0,0.011,0.006,,4,0,4,0,,SP_1224,0.925,0.004,0.065,0.033,,4,0,4,0,,0.006,6,0.172,0.86923,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
809,SP_1225,0.752,0,0,0,,1,0,1,0,,SP_1225,0.884,0,0,0,,1,0,1,0,,,,,,,vicX protein,UNKNOWN,CORE,FALSE
1349,SP_1226,0.779,0.163,0.404,0.101,,16,5,11,0,,SP_1226,0.791,0.118,0.344,0.083,,17,2,15,0,,-0.011,31,0.088,0.93066,,sensory box sensor histidine kinase,REGULATOR,CORE,FALSE
704,SP_1227,0.1,0.1,X,X,,,,,,,SP_1227,0.1,0.1,X,X,,,,,,,,,,,,DNA-binding response regulator,REGULATOR,ESSENTIAL,FALSE
1145,SP_1228,0.974,0.004,0.061,0.01,,38,0,38,0,,SP_1228,1.014,0.009,0.094,0.015,,38,0,38,0,,-0.039,74,2.164,0.03371,,A/G-specific adenine glycosylase,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
1670,SP_1229,0.705,0.008,0.088,0.023,,15,0,15,0,,SP_1229,0.658,0.018,0.134,0.033,,16,0,16,0,,0.047,29,1.156,0.25708,,formate--tetrahydrofolate ligase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
689,SP_1230,0.1,0.1,X,X,,,,,,,SP_1230,0.1,0.1,X,X,,,,,,,,,,,,phosphopantothenate--cysteine ligase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
551,SP_1231,0.1,0.1,X,X,,,,,,,SP_1231,0.1,0.1,X,X,,,,,,,,,,,,flavoprotein,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
563,SP_1232,0.1,0.1,X,X,,,,,,,SP_1232,0.1,0.1,X,X,,,,,,,,,,,,membrane protein,UNKNOWN,PHENOTYPED,FALSE
581,SP_1233,1.022,0.003,0.055,0.011,,25,0,25,0,,SP_1233,1.022,0.005,0.071,0.014,,25,0,25,0,,0,48,0.025,0.98013,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
515,SP_1234,1.027,0.004,0.063,0.015,,18,0,18,0,,SP_1234,0.982,0.021,0.145,0.034,,18,0,18,0,,0.045,34,1.196,0.23978,,"transcriptional regulator, biotin repressor family",REGULATOR,PHENOTYPED,FALSE
467,SP_1235,0.993,0.002,0.046,0.015,,9,0,9,0,,SP_1235,0.986,0.011,0.104,0.035,,9,0,9,0,,0.007,16,0.177,0.86153,,MutT/nudix family protein,VARIOUS,NO-PHENOTYPE,FALSE
488,SP_1236,0.958,0.003,0.055,0.013,,19,0,19,0,,SP_1236,1.011,0.006,0.075,0.017,,19,0,19,0,,-0.054,36,2.519,0.01636,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
563,SP_1237,0.998,0.004,0.06,0.015,,16,0,16,0,,SP_1237,1.073,0.008,0.09,0.023,,16,0,16,0,,-0.075,30,2.77,0.00953,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1988,SP_1238,0.963,0.007,0.086,0.014,,39,0,39,0,,SP_1238,0.996,0.009,0.097,0.016,,38,0,38,0,,-0.033,75,1.561,0.12265,,"excinuclease ABC, subunit B","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
953,SP_1240,0.993,0.01,0.099,0.016,,39,0,39,0,,SP_1240,1.039,0.007,0.086,0.014,,38,0,38,0,,-0.045,75,2.15,0.03479,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2165,SP_1241,0.113,0.032,0.178,0.032,,31,22,9,0,,SP_1241,0.148,0.028,0.169,0.031,,30,18,12,0,,-0.034,59,0.772,0.44295,,"amino acid ABC transporter, amino acid-binding protein/permease protein",TRANSPORT,CORE,FALSE
740,SP_1242,0.083,0.025,0.159,0.056,,8,7,1,0,,SP_1242,0.087,0.016,0.125,0.044,,8,6,2,0,,-0.004,14,0.059,0.95354,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,CORE,FALSE
1487,SP_1243,0.906,0.012,0.111,0.078,,2,0,2,0,,SP_1243,0.95,0.001,0.026,0.018,,2,0,2,0,,-0.045,2,0.555,0.63493,,glucose-6-phosphate 1-dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1289,SP_1244,0.1,0.1,X,X,,2,2,0,0,,SP_1244,0.1,0.1,X,X,,2,2,0,0,,,,,,,signal recognition particle-docking protein FtsY,TRANSPORT,LIKELYESSENTIAL,FALSE
818,SP_1245,0.914,0.038,0.194,0.069,,8,1,7,0,,SP_1245,0.969,0.052,0.229,0.081,,8,1,7,0,,-0.054,14,0.512,0.61654,,Cof family protein,UNKNOWN,NO-PHENOTYPE,FALSE
794,SP_1246,1.009,0.01,0.101,0.018,,32,0,32,0,,SP_1246,1.016,0.018,0.133,0.023,,32,0,32,0,,-0.007,62,0.243,0.80908,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
3539,SP_1247,0.86,0.035,0.186,0.044,,18,2,16,0,,SP_1247,0.849,0.041,0.203,0.048,,18,2,16,0,,0.011,34,0.17,0.86597,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
698,SP_1248,0.1,0.1,X,X,rnc,,,,,,SP_1248,0.1,0.1,X,X,rnc,,,,,,,,,,,ribonuclease III,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
986,SP_1249,0.99,0.003,0.052,0.009,,34,0,34,0,,SP_1249,0.995,0.005,0.072,0.012,,34,0,34,0,,-0.005,66,0.332,0.74072,,guanosine monophosphate reductase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1328,SP_1250,0.996,0.007,0.081,0.01,,64,0,64,0,,SP_1250,0.997,0.008,0.087,0.011,,66,0,66,0,,-0.001,128,0.076,0.9393,,conserved domain protein,UNKNOWN,VIVO,FALSE
1931,SP_1251,0.993,0.008,0.089,0.008,,121,0,121,0,,SP_1251,1.043,0.01,0.101,0.009,,123,0,123,0,,-0.05,242,4.086,0.00006,,"putative endonuclease (DNA metabolism, DNA degradation)",VARIOUS,PHENOTYPED,FALSE
170,SP_1252,0.985,0.003,0.056,0.023,,6,0,6,0,,SP_1252,0.975,0.011,0.104,0.042,,6,0,6,0,,0.01,10,0.2,0.84535,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
92,SP_1253,0.1,0.1,X,X,,,,,,,SP_1253,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1254,0.1,0.1,X,X,,,,,,,SP_1254,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
359,SP_1255,1,0.005,0.07,0.018,,15,0,15,0,,SP_1255,0.983,0.003,0.055,0.014,,15,0,15,0,,0.017,28,0.761,0.45287,,"putative 3-isopropylmalate dehydratase, small subunit",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
269,SP_1256,0.981,0.002,0.042,0.016,,7,0,7,0,,SP_1256,0.981,0.001,0.034,0.013,,7,0,7,0,,0.001,12,0.041,0.96816,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1037,SP_1257,1.002,0.004,0.064,0.009,leuB,54,0,54,0,,SP_1257,1.011,0.008,0.091,0.012,leuB,54,0,54,0,,-0.009,106,0.572,0.56832,,"3-isopropylmalate dehydrogenase, authentic point mutation",,Blanc Out,FALSE
1094,SP_1258,1,0.008,0.089,0.014,,38,0,38,0,,SP_1258,1.026,0.013,0.112,0.019,,36,0,36,0,,-0.026,72,1.094,0.27741,,putative 2-isopropylmalate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
335,SP_1259,0.981,0.009,0.097,0.037,,7,0,7,0,,SP_1259,1.005,0.005,0.074,0.028,,7,0,7,0,,-0.024,12,0.527,0.60811,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1260,0.999,0.007,0.086,0.024,,13,0,13,0,,SP_1260,0.977,0.011,0.104,0.029,,13,0,13,0,,0.022,24,0.595,0.55772,,copper homeostasis protein CutC,VARIOUS,NO-PHENOTYPE,FALSE
359,SP_1261,1.007,0.013,0.114,0.026,,19,0,19,0,,SP_1261,1.028,0.017,0.131,0.029,,20,0,20,0,,-0.022,37,0.55,0.58549,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1256,SP_1262,0.1,0.1,X,X,,,,,,,SP_1262,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
2099,SP_1263,1.016,0.004,0.065,0.029,,5,0,5,0,,SP_1263,0.819,0.004,0.063,0.028,,5,0,5,0,,0.197,8,4.883,0.00122,,DNA topoisomerase I,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
1043,SP_1264,1.001,0.004,0.065,0.009,,57,0,57,0,,SP_1264,1.036,0.005,0.071,0.009,,59,0,59,0,,-0.035,114,2.748,0.00697,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
119,SP_1265,0.915,0.001,0.034,0.024,,2,0,2,0,,SP_1265,0.993,0.005,0.072,0.051,,2,0,2,0,,-0.078,2,1.381,0.30131,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
860,SP_1266,1.01,0.003,0.051,0.016,,10,0,10,0,,SP_1266,1.02,0.007,0.085,0.027,,10,0,10,0,,-0.01,18,0.315,0.75609,,putative DNA processing protein DprA,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
689,SP_1267,0.1,0.1,X,X,,,,,,,SP_1267,0.1,0.1,X,X,,,,,,,,,,,,licC protein,VARIOUS,ESSENTIAL,FALSE
878,SP_1268,0.936,0,0.006,0.004,,2,0,2,0,,SP_1268,1.108,0,0,0,,2,0,2,0,,-0.172,2,39.049,0.00066,,licB protein,UNKNOWN,LIKELYESSENTIAL,FALSE
788,SP_1269,0.1,0.1,X,X,,,,,,,SP_1269,0.1,0.1,X,X,,,,,,,,,,,,choline kinase,VARIOUS,ESSENTIAL,FALSE
1022,SP_1270,0.1,0.1,X,X,,,,,,,SP_1270,0.1,0.1,X,X,,,,,,,,,,,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
707,SP_1271,0.1,0.1,X,X,ispD,,,,,,SP_1271,0.1,0.1,X,X,ispD,,,,,,,,,,,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1487,SP_1272,0.1,0.1,X,X,,,,,,,SP_1272,0.1,0.1,X,X,,,,,,,,,,,,putative polysaccharide biosynthesis protein,VARIOUS,ESSENTIAL,FALSE
803,SP_1273,0.1,0.1,X,X,,,,,,,SP_1273,0.1,0.1,X,X,,,,,,,,,,,,licD1 protein,VARIOUS,ESSENTIAL,FALSE
809,SP_1274,1.001,0.004,0.065,0.016,,16,0,16,0,,SP_1274,1.03,0.007,0.086,0.022,,15,0,15,0,,-0.029,29,1.051,0.3021,,licD2 protein,VARIOUS,PHENOTYPED,FALSE
3176,SP_1275,0.518,0.04,0.199,0.034,carB,35,5,30,0,,SP_1275,0.476,0.036,0.189,0.031,carB,37,5,32,0,,0.042,70,0.92,0.36065,,"carbamoyl-phosphate synthase, large subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1079,SP_1276,0.454,0.078,0.28,0.057,,24,9,15,0,,SP_1276,0.56,0.082,0.286,0.057,,25,5,20,0,,-0.105,47,1.303,0.1988,,"carbamoyl-phosphate synthase, small subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
923,SP_1277,0.63,0.006,0.078,0.024,pyrB,11,0,11,0,,SP_1277,0.588,0.015,0.124,0.038,pyrB,11,0,11,0,,0.042,20,0.954,0.35169,,aspartate carbamoyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
521,SP_1278,0.948,0.013,0.112,0.027,,18,0,18,0,,SP_1278,0.837,0.038,0.196,0.046,,18,1,17,0,,0.111,34,2.084,0.04474,,pyrimidine operon regulatory protein,NUCLEOTIDE METABOLSIM,VIVO,FALSE
629,SP_1279,0.989,0.002,0.043,0.021,,4,0,4,0,,SP_1279,1.036,0.004,0.064,0.032,,4,0,4,0,,-0.047,6,1.224,0.26689,,endonuclease III,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
542,SP_1280,0.773,0.007,0.086,0.021,,16,0,16,0,,SP_1280,0.907,0.01,0.101,0.025,,16,0,16,0,,-0.134,30,4.052,0.00033,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
365,SP_1281,1.003,0.005,0.068,0.012,,34,0,34,0,,SP_1281,1.007,0.021,0.145,0.025,,34,0,34,0,,-0.004,66,0.138,0.89066,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1559,SP_1282,1.002,0.005,0.072,0.009,,66,0,66,0,,SP_1282,1.021,0.008,0.092,0.011,,66,0,66,0,,-0.019,130,1.329,0.18628,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
899,SP_1283,1.017,0.004,0.061,0.009,,44,0,44,0,,SP_1283,1.005,0.009,0.097,0.015,,44,0,44,0,,0.012,86,0.702,0.48477,,heat shock protein HtpX,VARIOUS,NO-PHENOTYPE,FALSE
560,SP_1284,1.029,0.004,0.059,0.03,,4,0,4,0,,SP_1284,0.988,0.009,0.095,0.047,,4,0,4,0,,0.041,6,0.741,0.48644,,lemA protein,UNKNOWN,NO-PHENOTYPE,FALSE
713,SP_1285,0.963,0.005,0.067,0.021,gidB,10,0,10,0,,SP_1285,0.994,0.005,0.071,0.022,gidB,10,0,10,0,,-0.031,18,0.995,0.33294,,glucose-inhibited division protein B,CELL DIVISION,NO-PHENOTYPE,FALSE
1319,SP_1286,1.015,0.005,0.073,0.011,,42,0,42,0,,SP_1286,1.055,0.007,0.085,0.013,,42,0,42,0,,-0.04,82,2.336,0.02191,,uracil permease,TRANSPORT,PHENOTYPED,FALSE
1571,SP_1287,0.527,0.064,0.253,0.126,,4,1,3,0,,SP_1287,0.356,0.016,0.125,0.062,,4,1,3,0,,0.171,6,,,,signal recognition particle protein,TRANSPORT,LIKELYESSENTIAL,FALSE
377,SP_1289,0.995,0.003,0.054,0.009,,32,0,32,0,,SP_1289,1.024,0.006,0.076,0.013,,32,0,32,0,,-0.029,62,1.748,0.08545,,hypothetical protein,UNKNOWN,VIVO,FALSE
1304,SP_1290,1.009,0.008,0.089,0.015,,35,0,35,0,,SP_1290,1.017,0.009,0.097,0.016,,35,0,35,0,,-0.008,68,0.353,0.72506,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
806,SP_1291,0.993,0.011,0.107,0.025,,18,0,18,0,,SP_1291,1.029,0.006,0.08,0.019,,18,0,18,0,,-0.036,34,1.127,0.26752,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
998,SP_1292,0.994,0.008,0.092,0.009,,100,0,100,0,,SP_1292,1.068,0.007,0.082,0.008,,100,0,100,0,,-0.074,198,6.008,0,,SAP domain protein,UNKNOWN,PHENOTYPED,FALSE
347,SP_1293,0.969,0.001,0.024,0.017,rplS,2,0,2,0,,SP_1293,0.902,0.006,0.08,0.056,rplS,2,0,2,0,,0.067,2,1.138,0.37301,,ribosomal protein L19,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
329,SP_1294,0.997,0.006,0.078,0.017,,21,0,21,0,,SP_1294,1.062,0.008,0.087,0.018,,23,0,23,0,,-0.064,42,2.573,0.01369,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
374,SP_1295,0.989,0.004,0.06,0.014,,20,0,20,0,,SP_1295,0.994,0.006,0.078,0.018,,19,0,19,0,,-0.005,37,0.22,0.82734,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
266,SP_1296,0.976,0.003,0.054,0.016,,11,0,11,0,,SP_1296,0.898,0.004,0.065,0.021,,10,0,10,0,,0.077,19,2.933,0.00854,,putative chorismate mutase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
443,SP_1297,0.1,0.1,X,X,,,,,,,SP_1297,0.1,0.1,X,X,,,,,,,,,,,,flavodoxin,VARIOUS,LIKELYESSENTIAL,FALSE
242,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,,,,,,ribosomal protein L31,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
218,SP_1300,0.972,0.008,0.089,0.028,,10,0,10,0,,SP_1300,1.033,0.007,0.083,0.026,,10,0,10,0,,-0.061,18,1.576,0.1324,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
265,SP_1301,0.1,0.1,X,X,,,,,,,SP_1301,0.1,0.1,X,X,,,,,,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
251,SP_1302,1.01,0.006,0.08,0.033,,6,0,6,0,,SP_1302,1.091,0.016,0.127,0.052,,6,0,6,0,,-0.081,10,1.322,0.21561,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1303,0.1,0.1,X,X,,,,,,,SP_1303,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
101,SP_1304,0.979,0.005,0.07,0.019,,14,0,14,0,,SP_1304,0.966,0.049,0.222,0.059,,14,0,14,0,,0.013,26,0.206,0.83863,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_1305,1.029,0.005,0.074,0.028,,7,0,7,0,,SP_1305,1.074,0.005,0.068,0.026,,7,0,7,0,,-0.044,12,1.167,0.26594,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1346,SP_1306,1.008,0.004,0.06,0.009,,41,0,41,0,,SP_1306,1.017,0.009,0.096,0.015,,40,0,40,0,,-0.01,79,0.533,0.59581,,NADP-specific glutamate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
170,SP_1307,0.1,0.1,X,X,,,,,,,SP_1307,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
578,SP_1308,0.983,0.006,0.079,0.012,,43,0,43,0,,SP_1308,1.032,0.008,0.092,0.014,,43,0,43,0,,-0.049,84,2.624,0.01031,,"toxin secretion ATP-binding protein, truncation",TRANSPORT,VIVO,FALSE
388,SP_1309,0.949,0.001,0.026,0.013,,4,0,4,0,M,SP_1309,0.989,0.006,0.078,0.039,,4,0,4,0,M,-0.039,6,0.945,0.38099,,"IS1381, transposase OrfB, authentic frameshift",,REMOVE,FALSE
398,SP_1310,0.1,0.1,X,X,,,,,,,SP_1310,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
1193,SP_1311,0.996,0.002,0.049,0.034,,2,0,2,0,M,SP_1311,1.144,0.007,0.084,0.059,,2,0,2,0,M,-0.148,2,2.154,0.16404,,"IS66 family element, Orf3, degenerate",,REMOVE,FALSE
266,SP_1312,0.1,0.1,X,X,,,,,M,,SP_1312,0.1,0.1,X,X,,,,,M,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
455,SP_1313,0.1,0.1,X,X,,,,,M,,SP_1313,0.1,0.1,X,X,,,,,M,,,,,,,"IS66 family element, Orf2, interruption",,REMOVE,FALSE
239,SP_1314,0.1,0.1,X,X,,,,,,,SP_1314,0.1,0.1,X,X,,,,,,,,,,,,"IS66 family element, Orf1",,REMOVE,FALSE
611,SP_1315,0.99,0.008,0.09,0.013,,47,0,47,0,,SP_1315,1.039,0.008,0.09,0.013,,47,0,47,0,,-0.048,92,2.614,0.01045,,"v-type sodium ATP synthase, subunit D",VARIOUS,PHENOTYPED,FALSE
1385,SP_1316,1.005,0.006,0.077,0.008,,93,0,93,0,,SP_1316,1.038,0.008,0.09,0.009,,91,0,91,0,,-0.034,182,2.717,0.00722,,"v-type sodium ATP synthase, subunit B",VARIOUS,PHENOTYPED,FALSE
1775,SP_1317,1.003,0.007,0.083,0.007,,127,0,127,0,,SP_1317,1.043,0.011,0.104,0.009,,126,0,126,0,,-0.04,251,3.392,0.00081,,"v-type sodium ATP synthase, subunit A",VARIOUS,PHENOTYPED,FALSE
320,SP_1318,0.994,0.004,0.063,0.009,,44,0,44,0,,SP_1318,1.009,0.008,0.091,0.014,,44,0,44,0,,-0.015,86,0.89,0.37619,,"v-type sodium ATP synthase, subunit G",VARIOUS,PHENOTYPED,FALSE
