Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
116,SP_1199,1.015,0.001,0.038,0.027,,2,0,2,0,,SP_1199,0.824,0.003,0.05,0.035,,2,0,2,0,,0.191,2,4.271,0.05069,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1823,SP_1200,0.947,0.008,0.091,0.014,,39,0,39,0,,SP_1200,0.881,0.027,0.164,0.027,,38,0,38,0,,0.066,75,2.181,0.03233,,GTP-binding protein LepA,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
728,SP_1201,0.97,0.004,0.063,0.012,,26,0,26,0,,SP_1201,0.934,0.002,0.047,0.009,,26,0,26,0,,0.036,50,2.336,0.02353,,serine/threonine protein phosphatase,UNKNOWN,PHENOTYPED,FALSE
1667,SP_1202,0.907,0.01,0.102,0.02,,26,0,26,0,,SP_1202,0.888,0.009,0.094,0.018,,26,0,26,0,,0.019,50,0.687,0.49497,,DNA repair protein RecN,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
431,SP_1203,0.998,0.002,0.042,0.019,,5,0,5,0,,SP_1203,0.949,0,0.011,0.005,,5,0,5,0,,0.049,8,2.546,0.03438,,putative transcriptional repressor,REGULATOR,NO-PHENOTYPE,FALSE
596,SP_1204,0.1,0.1,X,X,,,,,,,SP_1204,0.1,0.1,X,X,,,,,,,,,,,,putative hemolysin A,VARIOUS,ESSENTIAL,FALSE
875,SP_1205,0.1,0.1,X,X,,,,,,,SP_1205,0.1,0.1,X,X,,,,,,,,,,,,geranyltranstransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
212,SP_1206,0.1,0.1,X,X,xseB,,,,,,SP_1206,0.1,0.1,X,X,xseB,,,,,,,,,,,"exodeoxyribonuclease VII, small subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
638,SP_1208,1,0.005,0.073,0.018,,16,0,16,0,,SP_1208,0.977,0.035,0.188,0.046,,17,0,17,0,,0.023,31,0.472,0.63988,,uridine kinase,NUCLEOTIDE METABOLSIM,VIVO,FALSE
116,SP_1209,0.1,0.1,X,X,,,,,,,SP_1209,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
167,SP_1210,0.987,0.002,0.047,0.023,,4,0,4,0,,SP_1210,0.91,0.004,0.066,0.033,,4,0,4,0,,0.078,6,1.929,0.10196,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1211,1.013,0.004,0.061,0.03,,4,0,4,0,,SP_1211,0.906,0.002,0.04,0.02,,4,0,4,0,,0.107,6,2.937,0.02604,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
878,SP_1212,0.925,0.006,0.079,0.021,truB,14,0,14,0,,SP_1212,0.873,0.003,0.058,0.015,truB,14,0,14,0,,0.051,26,1.955,0.06146,,tRNA pseudouridine synthase B,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
1274,SP_1213,0.969,0.002,0.048,0.016,,9,0,9,0,,SP_1213,0.826,0.012,0.109,0.036,,9,0,9,0,,0.143,16,3.6,0.0024,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1184,SP_1214,0.98,0.006,0.076,0.011,,50,0,50,0,,SP_1214,0.987,0.019,0.137,0.019,,51,0,51,0,,-0.006,99,0.287,0.77457,,"transulfuration enzyme family protein, authentic point mutation",,Blanc Out,FALSE
797,SP_1215,0.986,0.006,0.076,0.018,,17,0,17,0,,SP_1215,0.984,0.003,0.056,0.014,,17,0,17,0,,0.003,32,0.11,0.91299,,"putative transporter, FNT family",TRANSPORT,NO-PHENOTYPE,FALSE
107,SP_1216,1.054,0.005,0.074,0.03,,6,0,6,0,,SP_1216,1.021,0.003,0.052,0.021,,6,0,6,0,,0.033,10,0.899,0.38968,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1217,0.1,0.1,X,X,,,,,,,SP_1217,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
371,SP_1218,1.007,0.01,0.1,0.05,,4,0,4,0,,SP_1218,0.923,0.003,0.052,0.026,,4,0,4,0,,0.084,6,1.486,0.18777,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
2468,SP_1219,1.006,0.004,0.066,0.047,,2,0,2,0,,SP_1219,0.932,0,0.011,0.008,,2,0,2,0,,0.075,2,1.584,0.25415,,"DNA gyrase, A subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
986,SP_1220,0.898,0.003,0.052,0.021,ldh,6,0,6,0,,SP_1220,1.105,0.003,0.052,0.02,ldh,7,0,7,0,,-0.207,11,7.146,0.00002,,L-lactate dehydrogenase,CARBOHYDRATE METABOLISM,CORE,FALSE
3254,SP_1221,0.989,0.006,0.076,0.008,,86,0,86,0,,SP_1221,0.895,0.02,0.142,0.016,,84,0,84,0,,0.094,168,5.357,0,,putative type II restriction endonuclease,VARIOUS,PHENOTYPED,FALSE
1877,SP_1222,0.795,0.091,0.302,0.043,,49,7,42,0,,SP_1222,0.701,0.135,0.367,0.052,,50,9,41,0,,0.095,97,1.405,0.16331,,putative type II restriction endonuclease,VARIOUS,CORE,FALSE
254,SP_1223,0.819,0.061,0.247,0.078,,10,1,9,0,,SP_1223,0.682,0.113,0.336,0.106,,10,2,8,0,,0.138,18,1.044,0.3103,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
302,SP_1224,0.93,0,0.011,0.006,,4,0,4,0,,SP_1224,1.007,0.001,0.031,0.016,,4,0,4,0,,-0.076,6,4.598,0.0037,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
809,SP_1225,0.752,0,0,0,,1,0,1,0,,SP_1225,0.582,0,0,0,,1,0,1,0,,,,,,,vicX protein,UNKNOWN,CORE,FALSE
1349,SP_1226,0.779,0.163,0.404,0.101,,16,5,11,0,,SP_1226,0.636,0.115,0.339,0.087,,15,3,12,0,,0.143,29,1.071,0.29288,,sensory box sensor histidine kinase,REGULATOR,CORE,FALSE
704,SP_1227,0.1,0.1,X,X,,,,,,,SP_1227,0.1,0.1,X,X,,,,,,,,,,,,DNA-binding response regulator,REGULATOR,ESSENTIAL,FALSE
1145,SP_1228,0.974,0.004,0.061,0.01,,38,0,38,0,,SP_1228,0.892,0.008,0.092,0.015,,38,0,38,0,,0.082,74,4.576,0.00002,,A/G-specific adenine glycosylase,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
1670,SP_1229,0.705,0.008,0.088,0.023,,15,0,15,0,,SP_1229,0.696,0.005,0.073,0.018,,16,0,16,0,,0.009,29,0.305,0.76235,,formate--tetrahydrofolate ligase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
689,SP_1230,0.1,0.1,X,X,,,,,,,SP_1230,0.1,0.1,X,X,,,,,,,,,,,,phosphopantothenate--cysteine ligase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
551,SP_1231,0.1,0.1,X,X,,,,,,,SP_1231,0.1,0.1,X,X,,,,,,,,,,,,flavoprotein,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
563,SP_1232,0.1,0.1,X,X,,,,,,,SP_1232,0.1,0.1,X,X,,,,,,,,,,,,membrane protein,UNKNOWN,PHENOTYPED,FALSE
581,SP_1233,1.022,0.003,0.055,0.011,,25,0,25,0,,SP_1233,1.022,0.016,0.126,0.025,,25,0,25,0,,0,48,0.01,0.992,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
515,SP_1234,1.027,0.004,0.063,0.015,,18,0,18,0,,SP_1234,0.963,0.014,0.116,0.027,,18,0,18,0,,0.064,34,2.046,0.04852,,"transcriptional regulator, biotin repressor family",REGULATOR,PHENOTYPED,FALSE
467,SP_1235,0.993,0.002,0.046,0.015,,9,0,9,0,,SP_1235,0.925,0.002,0.047,0.016,,9,0,9,0,,0.068,16,3.097,0.00693,,MutT/nudix family protein,VARIOUS,NO-PHENOTYPE,FALSE
488,SP_1236,0.958,0.003,0.055,0.013,,19,0,19,0,,SP_1236,0.952,0.004,0.062,0.014,,19,0,19,0,,0.006,36,0.3,0.76609,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
563,SP_1237,0.998,0.004,0.06,0.015,,16,0,16,0,,SP_1237,0.957,0.004,0.062,0.016,,16,0,16,0,,0.041,30,1.873,0.07091,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1988,SP_1238,0.963,0.007,0.086,0.014,,39,0,39,0,,SP_1238,0.893,0.014,0.118,0.019,,40,0,40,0,,0.07,77,3.028,0.00335,,"excinuclease ABC, subunit B","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
953,SP_1240,0.993,0.01,0.099,0.016,,39,0,39,0,,SP_1240,0.992,0.008,0.092,0.015,,38,0,38,0,,0.002,75,0.082,0.93523,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2165,SP_1241,0.113,0.032,0.178,0.032,,31,22,9,0,,SP_1241,0.142,0.024,0.154,0.028,,31,14,17,0,,-0.028,60,0.667,0.50737,,"amino acid ABC transporter, amino acid-binding protein/permease protein",TRANSPORT,CORE,FALSE
740,SP_1242,0.083,0.025,0.159,0.056,,8,7,1,0,,SP_1242,0.164,0.016,0.125,0.044,,8,3,5,0,,-0.081,14,1.128,0.27832,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,CORE,FALSE
1487,SP_1243,0.906,0.012,0.111,0.078,,2,0,2,0,,SP_1243,0.993,0.001,0.023,0.016,,2,0,2,0,,-0.088,2,1.1,0.38618,,glucose-6-phosphate 1-dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1289,SP_1244,0.1,0.1,X,X,,2,2,0,0,,SP_1244,0.107,0.007,0.086,0.061,,2,1,1,0,,,,,,,signal recognition particle-docking protein FtsY,TRANSPORT,LIKELYESSENTIAL,FALSE
818,SP_1245,0.914,0.038,0.194,0.069,,8,1,7,0,,SP_1245,0.955,0.035,0.186,0.066,,8,1,7,0,,-0.04,14,0.424,0.67767,,Cof family protein,UNKNOWN,NO-PHENOTYPE,FALSE
794,SP_1246,1.009,0.01,0.101,0.018,,32,0,32,0,,SP_1246,0.977,0.014,0.12,0.021,,32,0,32,0,,0.031,62,1.126,0.26446,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
3539,SP_1247,0.86,0.035,0.186,0.044,,18,2,16,0,,SP_1247,0.808,0.036,0.19,0.045,,18,2,16,0,,0.052,34,0.829,0.4129,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
698,SP_1248,0.1,0.1,X,X,rnc,,,,,,SP_1248,0.1,0.1,X,X,rnc,,,,,,,,,,,ribonuclease III,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
986,SP_1249,0.99,0.003,0.052,0.009,,34,0,34,0,,SP_1249,0.916,0.002,0.042,0.007,,34,0,34,0,,0.074,66,6.475,0,,guanosine monophosphate reductase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1328,SP_1250,0.996,0.007,0.081,0.01,,64,0,64,0,,SP_1250,0.962,0.01,0.1,0.013,,64,0,64,0,,0.034,126,2.091,0.03858,,conserved domain protein,UNKNOWN,VIVO,FALSE
1931,SP_1251,0.993,0.008,0.089,0.008,,121,0,121,0,,SP_1251,0.98,0.011,0.105,0.009,,123,0,123,0,,0.013,242,1.064,0.28845,,"putative endonuclease (DNA metabolism, DNA degradation)",VARIOUS,PHENOTYPED,FALSE
170,SP_1252,0.985,0.003,0.056,0.023,,6,0,6,0,,SP_1252,1.153,0.041,0.201,0.076,,7,0,7,0,,-0.169,11,2.12,0.05756,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
92,SP_1253,0.1,0.1,X,X,,,,,,,SP_1253,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1254,0.1,0.1,X,X,,,,,,,SP_1254,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
359,SP_1255,1,0.005,0.07,0.018,,15,0,15,0,,SP_1255,1.017,0.042,0.204,0.049,,17,0,17,0,,-0.016,30,0.312,0.75707,,"putative 3-isopropylmalate dehydratase, small subunit",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
269,SP_1256,0.981,0.002,0.042,0.016,,7,0,7,0,,SP_1256,1.117,0.029,0.169,0.06,,8,0,8,0,,-0.135,13,2.183,0.048,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1037,SP_1257,1.002,0.004,0.064,0.009,leuB,54,0,54,0,,SP_1257,1.014,0.023,0.151,0.02,leuB,55,0,55,0,,-0.012,107,0.539,0.59117,,"3-isopropylmalate dehydrogenase, authentic point mutation",,Blanc Out,FALSE
1094,SP_1258,1,0.008,0.089,0.014,,38,0,38,0,,SP_1258,0.963,0.001,0.032,0.005,,37,0,37,0,,0.037,73,2.427,0.0177,,putative 2-isopropylmalate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
335,SP_1259,0.981,0.009,0.097,0.037,,7,0,7,0,,SP_1259,0.917,0.001,0.036,0.014,,7,0,7,0,,0.064,12,1.64,0.12687,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1260,0.999,0.007,0.086,0.024,,13,0,13,0,,SP_1260,0.99,0.007,0.085,0.023,,14,0,14,0,,0.01,25,0.298,0.76817,,copper homeostasis protein CutC,VARIOUS,NO-PHENOTYPE,FALSE
359,SP_1261,1.007,0.013,0.114,0.026,,19,0,19,0,,SP_1261,0.932,0.005,0.068,0.016,,18,0,18,0,,0.075,35,2.421,0.0208,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1256,SP_1262,0.1,0.1,X,X,,,,,,,SP_1262,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
2099,SP_1263,1.016,0.004,0.065,0.029,,5,0,5,0,,SP_1263,0.855,0.01,0.098,0.044,,5,0,5,0,,0.161,8,3.078,0.01516,,DNA topoisomerase I,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
1043,SP_1264,1.001,0.004,0.065,0.009,,57,0,57,0,,SP_1264,0.964,0.009,0.092,0.012,,57,0,57,0,,0.037,112,2.439,0.01628,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
119,SP_1265,0.915,0.001,0.034,0.024,,2,0,2,0,,SP_1265,0.983,0.001,0.025,0.018,,2,0,2,0,,-0.068,2,2.305,0.14763,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
860,SP_1266,1.01,0.003,0.051,0.016,,10,0,10,0,,SP_1266,1.033,0.019,0.138,0.044,,10,0,10,0,,-0.022,18,0.481,0.63626,,putative DNA processing protein DprA,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
689,SP_1267,0.1,0.1,X,X,,,,,,,SP_1267,0.1,0.1,X,X,,,,,,,,,,,,licC protein,VARIOUS,ESSENTIAL,FALSE
878,SP_1268,0.936,0,0.006,0.004,,2,0,2,0,,SP_1268,0.993,0,0.015,0.01,,2,0,2,0,,-0.057,2,5.043,0.03714,,licB protein,UNKNOWN,LIKELYESSENTIAL,FALSE
788,SP_1269,0.1,0.1,X,X,,,,,,,SP_1269,0.1,0.1,X,X,,,,,,,,,,,,choline kinase,VARIOUS,ESSENTIAL,FALSE
1022,SP_1270,0.1,0.1,X,X,,,,,,,SP_1270,0.1,0.1,X,X,,,,,,,,,,,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
707,SP_1271,0.1,0.1,X,X,ispD,,,,,,SP_1271,0.1,0.1,X,X,ispD,,,,,,,,,,,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1487,SP_1272,0.1,0.1,X,X,,,,,,,SP_1272,0.1,0.1,X,X,,,,,,,,,,,,putative polysaccharide biosynthesis protein,VARIOUS,ESSENTIAL,FALSE
803,SP_1273,0.1,0.1,X,X,,,,,,,SP_1273,0.1,0.1,X,X,,,,,,,,,,,,licD1 protein,VARIOUS,ESSENTIAL,FALSE
809,SP_1274,1.001,0.004,0.065,0.016,,16,0,16,0,,SP_1274,1.037,0.004,0.065,0.017,,15,0,15,0,,-0.036,29,1.523,0.13868,,licD2 protein,VARIOUS,PHENOTYPED,FALSE
3176,SP_1275,0.518,0.04,0.199,0.034,carB,35,5,30,0,,SP_1275,0.379,0.049,0.221,0.037,carB,36,9,27,0,,0.139,69,2.78,0.007,,"carbamoyl-phosphate synthase, large subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1079,SP_1276,0.454,0.078,0.28,0.057,,24,9,15,0,,SP_1276,0.427,0.038,0.195,0.04,,24,3,21,0,,0.027,46,0.386,0.70092,,"carbamoyl-phosphate synthase, small subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
923,SP_1277,0.63,0.006,0.078,0.024,pyrB,11,0,11,0,,SP_1277,0.443,0.026,0.162,0.045,pyrB,13,1,12,0,,0.187,22,3.68,0.00131,,aspartate carbamoyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
521,SP_1278,0.948,0.013,0.112,0.027,,18,0,18,0,,SP_1278,1.016,0.03,0.174,0.041,,18,0,18,0,,-0.069,34,1.407,0.16855,,pyrimidine operon regulatory protein,NUCLEOTIDE METABOLSIM,VIVO,FALSE
629,SP_1279,0.989,0.002,0.043,0.021,,4,0,4,0,,SP_1279,0.952,0.002,0.041,0.02,,4,0,4,0,,0.036,6,1.223,0.2672,,endonuclease III,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
365,SP_1281,1.003,0.005,0.068,0.012,,34,0,34,0,,SP_1281,0.995,0.013,0.114,0.019,,34,0,34,0,,0.009,66,0.387,0.69967,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1559,SP_1282,1.002,0.005,0.072,0.009,,66,0,66,0,,SP_1282,0.968,0.009,0.097,0.012,,64,0,64,0,,0.034,128,2.29,0.02365,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
899,SP_1283,1.017,0.004,0.061,0.009,,44,0,44,0,,SP_1283,1.008,0.025,0.16,0.024,,44,0,44,0,,0.009,86,0.345,0.73128,,heat shock protein HtpX,VARIOUS,NO-PHENOTYPE,FALSE
560,SP_1284,1.029,0.004,0.059,0.03,,4,0,4,0,,SP_1284,0.899,0.002,0.039,0.019,,4,0,4,0,,0.13,6,3.672,0.01043,,lemA protein,UNKNOWN,NO-PHENOTYPE,FALSE
713,SP_1285,0.963,0.005,0.067,0.021,gidB,10,0,10,0,,SP_1285,1,0.002,0.039,0.012,gidB,10,0,10,0,,-0.037,18,1.49,0.15344,,glucose-inhibited division protein B,CELL DIVISION,NO-PHENOTYPE,FALSE
1319,SP_1286,1.015,0.005,0.073,0.011,,42,0,42,0,,SP_1286,1.028,0.007,0.081,0.012,,42,0,42,0,,-0.014,82,0.805,0.42329,,uracil permease,TRANSPORT,PHENOTYPED,FALSE
1571,SP_1287,0.527,0.064,0.253,0.126,,4,1,3,0,,SP_1287,0.412,0.044,0.209,0.104,,4,0,4,0,,0.115,6,,,,signal recognition particle protein,TRANSPORT,LIKELYESSENTIAL,FALSE
332,SP_1288,0.89,0.007,0.085,0.035,,6,0,6,0,,SP_1288,0.831,0.005,0.072,0.03,,6,0,6,0,,0.06,10,1.309,0.21996,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
377,SP_1289,0.995,0.003,0.054,0.009,,32,0,32,0,,SP_1289,0.967,0.013,0.115,0.02,,32,0,32,0,,0.028,62,1.255,0.21428,,hypothetical protein,UNKNOWN,VIVO,FALSE
1304,SP_1290,1.009,0.008,0.089,0.015,,35,0,35,0,,SP_1290,0.999,0.016,0.126,0.021,,35,0,35,0,,0.01,68,0.367,0.71463,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
806,SP_1291,0.993,0.011,0.107,0.025,,18,0,18,0,,SP_1291,1.063,0.019,0.137,0.031,,20,0,20,0,,-0.07,36,1.771,0.08505,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
998,SP_1292,0.994,0.008,0.092,0.009,,100,0,100,0,,SP_1292,1.025,0.014,0.119,0.012,,99,0,99,0,,-0.031,197,2.085,0.03839,,SAP domain protein,UNKNOWN,PHENOTYPED,FALSE
347,SP_1293,0.969,0.001,0.024,0.017,rplS,2,0,2,0,,SP_1293,0.709,0.004,0.059,0.042,rplS,2,0,2,0,,0.261,2,5.753,0.02891,,ribosomal protein L19,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
329,SP_1294,0.997,0.006,0.078,0.017,,21,0,21,0,,SP_1294,1.078,0.034,0.184,0.038,,23,0,23,0,,-0.081,42,1.917,0.06205,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
374,SP_1295,0.989,0.004,0.06,0.014,,20,0,20,0,,SP_1295,0.973,0.003,0.051,0.012,,19,0,19,0,,0.016,37,0.886,0.38147,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
266,SP_1296,0.976,0.003,0.054,0.016,,11,0,11,0,,SP_1296,0.914,0.002,0.04,0.013,,10,0,10,0,,0.061,19,2.97,0.00787,,putative chorismate mutase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
443,SP_1297,0.1,0.1,X,X,,,,,,,SP_1297,0.1,0.1,X,X,,,,,,,,,,,,flavodoxin,VARIOUS,LIKELYESSENTIAL,FALSE
242,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,,,,,,ribosomal protein L31,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
218,SP_1300,0.972,0.008,0.089,0.028,,10,0,10,0,,SP_1300,0.943,0.003,0.051,0.016,,10,0,10,0,,0.029,18,0.888,0.3863,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
265,SP_1301,0.1,0.1,X,X,,,,,,,SP_1301,0.1,0.1,X,X,,,,,,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
251,SP_1302,1.01,0.006,0.08,0.033,,6,0,6,0,,SP_1302,1.066,0.002,0.042,0.017,,6,0,6,0,,-0.056,10,1.531,0.15687,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1303,0.1,0.1,X,X,,,,,,,SP_1303,1.184,0,0,0,,1,0,1,0,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
101,SP_1304,0.979,0.005,0.07,0.019,,14,0,14,0,,SP_1304,0.969,0.02,0.142,0.038,,14,0,14,0,,0.01,26,0.225,0.82338,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_1305,1.029,0.005,0.074,0.028,,7,0,7,0,,SP_1305,1.191,0.002,0.042,0.016,,7,0,7,0,,-0.161,12,5,0.00031,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1346,SP_1306,1.008,0.004,0.06,0.009,,41,0,41,0,,SP_1306,1.139,0.006,0.077,0.012,,41,0,41,0,,-0.131,80,8.608,0,,NADP-specific glutamate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
170,SP_1307,0.1,0.1,X,X,,,,,,,SP_1307,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
578,SP_1308,0.983,0.006,0.079,0.012,,43,0,43,0,,SP_1308,0.994,0.015,0.123,0.019,,43,0,43,0,,-0.01,84,0.469,0.64013,,"toxin secretion ATP-binding protein, truncation",TRANSPORT,VIVO,FALSE
388,SP_1309,0.949,0.001,0.026,0.013,,4,0,4,0,M,SP_1309,0.9,0.002,0.045,0.023,,4,0,4,0,M,0.049,6,1.867,0.11118,,"IS1381, transposase OrfB, authentic frameshift",,REMOVE,FALSE
398,SP_1310,0.1,0.1,X,X,,,,,,,SP_1310,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
1193,SP_1311,0.996,0.002,0.049,0.034,,2,0,2,0,M,SP_1311,1.005,0.003,0.058,0.041,,2,0,2,0,M,-0.008,2,0.157,0.8899,,"IS66 family element, Orf3, degenerate",,REMOVE,FALSE
266,SP_1312,0.1,0.1,X,X,,,,,M,,SP_1312,0.1,0.1,X,X,,,,,M,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
455,SP_1313,0.1,0.1,X,X,,,,,M,,SP_1313,0.1,0.1,X,X,,,,,M,,,,,,,"IS66 family element, Orf2, interruption",,REMOVE,FALSE
239,SP_1314,0.1,0.1,X,X,,,,,,,SP_1314,0.1,0.1,X,X,,,,,,,,,,,,"IS66 family element, Orf1",,REMOVE,FALSE
611,SP_1315,0.99,0.008,0.09,0.013,,47,0,47,0,,SP_1315,1.046,0.033,0.181,0.027,,45,0,45,0,,-0.056,90,1.861,0.06596,,"v-type sodium ATP synthase, subunit D",VARIOUS,PHENOTYPED,FALSE
1385,SP_1316,1.005,0.006,0.077,0.008,,93,0,93,0,,SP_1316,1.029,0.021,0.146,0.015,,92,0,92,0,,-0.024,183,1.411,0.15992,,"v-type sodium ATP synthase, subunit B",VARIOUS,PHENOTYPED,FALSE
1775,SP_1317,1.003,0.007,0.083,0.007,,127,0,127,0,,SP_1317,0.987,0.007,0.086,0.008,,127,0,127,0,,0.017,252,1.565,0.11873,,"v-type sodium ATP synthase, subunit A",VARIOUS,PHENOTYPED,FALSE
320,SP_1318,0.994,0.004,0.063,0.009,,44,0,44,0,,SP_1318,0.972,0.004,0.061,0.009,,44,0,44,0,,0.022,86,1.667,0.09914,,"v-type sodium ATP synthase, subunit G",VARIOUS,PHENOTYPED,FALSE
1007,SP_1319,0.99,0.007,0.082,0.009,,89,0,89,0,,SP_1319,1.01,0.015,0.122,0.013,,92,0,92,0,,-0.02,179,1.28,0.20237,,"v-type sodium ATP synthase, subunit C",VARIOUS,PHENOTYPED,FALSE
581,SP_1320,0.989,0.006,0.08,0.011,,48,0,48,0,,SP_1320,0.97,0.005,0.07,0.01,,46,0,46,0,,0.019,92,1.227,0.22289,,"v-type sodium ATP synthase, subunit E",VARIOUS,NO-PHENOTYPE,FALSE
476,SP_1321,0.991,0.003,0.051,0.008,,37,0,37,0,,SP_1321,0.994,0.016,0.128,0.021,,38,0,38,0,,-0.003,73,0.132,0.89534,,"v-type sodium ATP synthase, subunit K",VARIOUS,NO-PHENOTYPE,FALSE
1991,SP_1322,0.995,0.007,0.081,0.007,,148,0,148,0,,SP_1322,1.006,0.026,0.161,0.013,,149,2,147,0,,-0.011,295,0.738,0.46087,,"v-type sodium ATP synthase, subunit I",VARIOUS,PHENOTYPED,FALSE
