Gene,mean.Gluc,var.Gluc,sd.Gluc,se.Gluc,gene,Ins1,Blank.Gluc,Not.Blank.Gluc,Blank.Removed.Gluc,M,locus,mean.PennG,var.PennG,sd.PennG,se.PennG,gene.1,Is2,Blank.PennG,Not.Blank.PennG,Blank.Removed.PennG,M.1,Value,Df,TDIST,p.value,locus.19F,Common.Name,Sig
SPT_1424,0.962944286,0.011956958,0.109347877,0.01435808,,58,0,58,0,,SPT_1424,0.970594474,0.008937329,0.094537448,0.012307727,,59,0,59,0,,-0.008,115,0.405,0.68657,SPT_1424,"hydrolase, alpha/beta fold family, putative",FALSE
SPT_0466,0.997419474,0.014267815,0.119447959,0.026065682,,21,0,21,0,,SPT_0466,1.012581757,0.015403534,0.124110973,0.027083235,,21,0,21,0,,-0.015,40,0.403,0.68882,SPT_0466,hypothetical protein,FALSE
SPT_1911,0.9890292,0.00452229,0.067247971,0.009606853,,49,0,49,0,,SPT_1911,0.982399523,0.008663456,0.093077686,0.013434607,,48,0,48,0,,0.007,95,0.401,0.68902,SPT_1911,hypothetical protein,FALSE
SPT_1752,1.002585443,0.00695089,0.083371998,0.003821349,,476,0,476,0,,SPT_1752,1.004969209,0.009976721,0.099883539,0.004578155,,476,1,475,0,,-0.002,950,0.4,0.68944,SPT_1752,cell wall surface anchor family protein,FALSE
SPT_0443,1.021596167,0.006141697,0.078368982,0.009300687,cvpA,71,0,71,0,,SPT_0443,1.027375754,0.008862342,0.094140013,0.011094507,cvpA,72,0,72,0,,-0.006,141,0.399,0.69034,SPT_0443,CvpA family protein,FALSE
SPT_1219,1.008924695,0.007560419,0.086950672,0.018537945,,22,0,22,0,,SPT_1219,1.02177518,0.015149949,0.123085128,0.026241837,,22,0,22,0,,-0.013,42,0.4,0.69121,SPT_1219,"regulatory protein, putative",FALSE
SPT_0799,0.981525276,0.00958666,0.097911492,0.009251766,,112,0,112,0,,SPT_0799,0.987149468,0.012833781,0.113286279,0.010704547,,112,0,112,0,,-0.006,222,0.398,0.69137,SPT_0799,hypothetical protein,FALSE
SPT_1602,1.01928228,0.005515142,0.074264004,0.017504194,,18,0,18,0,,SPT_1602,1.009041667,0.006279514,0.079243384,0.018677845,,18,0,18,0,,0.01,34,0.4,0.69162,SPT_1602,"yggt family, putative",FALSE
SPT_0284,0.589899329,0.011590712,0.107660171,0.017239424,,39,1,38,0,,SPT_0284,0.578669533,0.018944527,0.137639119,0.022328013,,38,1,37,0,,0.011,75,0.398,0.69169,SPT_0284,ACT domain protein,FALSE
SPT_1410,0.994716219,0.003996506,0.063217925,0.012398055,,26,0,26,0,,SPT_1410,1.002052777,0.004685328,0.068449453,0.013689891,,25,0,25,0,,-0.007,49,0.397,0.69293,SPT_1410,"transcriptional regulator, PadR family",FALSE
SPT_0697,1.011051987,0.010474428,0.102344653,0.017299404,,35,0,35,0,,SPT_0697,1.000667934,0.013764318,0.117321428,0.019830941,,35,0,35,0,,0.01,68,0.395,0.69438,SPT_0697,cystathionine beta-lyase,FALSE
SPT_1070,1.040417412,0.003564259,0.059701413,0.018000653,,11,0,11,0,,SPT_1070,1.054249654,0.009733954,0.0986608,0.029747351,,11,0,11,0,,-0.014,20,0.398,0.69497,SPT_1070,4-oxalocrotonate tautomerase,FALSE
SPT_0297,0.983086907,0.009897183,0.099484589,0.011337321,,77,0,77,0,,SPT_0297,0.976513042,0.011555502,0.107496519,0.012330696,,76,0,76,0,,0.007,151,0.392,0.69527,SPT_0297,"PTS system, IIB component",FALSE
SPT_1626,0.991391632,0.009247095,0.096161817,0.007463604,,166,1,165,0,,SPT_1626,0.996030448,0.013974002,0.118211682,0.009202767,,165,2,163,0,,-0.005,329,0.391,0.69568,SPT_1626,"ABC transporter, permease protein",FALSE
SPT_0722,0.986522363,0.005680966,0.075372183,0.009896852,,58,0,58,0,,SPT_0722,0.993317794,0.011757899,0.108433847,0.014238062,,58,0,58,0,,-0.007,114,0.392,0.69587,SPT_0722,pseudo,FALSE
SPT_1281,1.005119181,0.007263249,0.085224695,0.010570822,speE,65,0,65,0,,SPT_1281,0.998940745,0.008923363,0.094463556,0.011716762,speE,65,0,65,0,,0.006,128,0.392,0.69606,SPT_1281,spermidine synthase,FALSE
SPT_2054,1.004797011,0.005768443,0.075950267,0.006120247,,154,0,154,0,,SPT_2054,1.008608295,0.008868796,0.094174284,0.00758878,,154,0,154,0,,-0.004,306,0.391,0.69612,SPT_2054,hypothetical protein,FALSE
SPT_0763,1.046253835,0.010615409,0.103031107,0.008967707,,132,0,132,0,,SPT_0763,1.051244409,0.010915524,0.104477387,0.009093589,,132,0,132,0,,-0.005,262,0.391,0.69629,SPT_0763,ABC transporter substrate-binding protein - branched chain amino acid transport,FALSE
SPT_1053,1.031172515,0.005527097,0.07434445,0.007325376,,103,0,103,0,,SPT_1053,1.02604428,0.012107931,0.110036045,0.010895192,,102,1,101,0,,0.005,203,0.391,0.6965,SPT_1053,pneumococcal histidine triad protein E,FALSE
SPT_1725,1.00129762,0.005498462,0.074151612,0.01353817,,30,0,30,0,,SPT_1725,0.99309229,0.007674488,0.087604154,0.015994257,,30,0,30,0,,0.008,58,0.392,0.69681,SPT_1725,hypothetical protein,FALSE
SPT_0181,0.992412665,0.006915231,0.083157871,0.005108347,,265,0,265,0,,SPT_0181,0.995357184,0.007925659,0.089026172,0.005575035,,255,0,255,0,,-0.003,518,0.389,0.69713,SPT_0181,"glycosyl transferase, family 2",FALSE
SPT_0877,1.026518274,0.005869505,0.076612692,0.007661269,pstB1,100,0,100,0,,SPT_0877,1.021736755,0.009201281,0.09592331,0.009592331,pstB1,100,0,100,0,,0.005,198,0.389,0.69733,SPT_0877,"phosphate ABC transporter, ATP-binding protein, putative",FALSE
SPT_0381,1.004093472,0.006592748,0.081195736,0.013724584,,35,0,35,0,,SPT_0381,1.011766373,0.007129587,0.084436879,0.014072813,,36,0,36,0,,-0.008,69,0.39,0.69749,SPT_0381,hypothetical protein,FALSE
SPT_1193,0.986800576,0.008974676,0.094734769,0.014978882,,40,0,40,0,,SPT_1193,0.996706165,0.016886674,0.129948735,0.020546699,,40,0,40,0,,-0.01,78,0.39,0.69792,SPT_1193,mutator MutT protein,FALSE
SPT_1099,1.023009968,0.00473516,0.068812497,0.006473335,,113,0,113,0,,SPT_1099,1.019017087,0.007277773,0.085309867,0.007990001,,114,0,114,0,,0.004,225,0.388,0.69817,SPT_1099,ADP-ribosylglycohydrolase superfamily,FALSE
SPT_1388,0.938595195,0.057402398,0.239587975,0.119793987,,4,0,4,0,M,SPT_1388,0.99692807,0.017411889,0.131954116,0.076183744,,3,0,3,0,M,-0.058,5,0.411,0.69817,SPT_1388,transposase,FALSE
SPT_2029,1.004769836,0.005492942,0.074114386,0.006332019,,137,0,137,0,,SPT_2029,1.008490681,0.007137584,0.084484224,0.007271244,,135,0,135,0,,-0.004,270,0.386,0.69987,SPT_2029,"hexulose-6-phosphate isomerase, putative",FALSE
SPT_0088,0.991663255,0.009016614,0.094955853,0.006852848,,192,0,192,0,,SPT_0088,0.987930615,0.009110061,0.095446638,0.006835076,,195,0,195,0,,0.004,385,0.386,0.69997,SPT_0088,teicoplanin resistance protein,FALSE
SPT_0150,0.982636382,0.00744483,0.086283429,0.009197844,,88,0,88,0,,SPT_0150,0.987846998,0.008697662,0.093261255,0.009885673,,89,0,89,0,,-0.005,175,0.386,0.70005,SPT_0150,helix-turn-helix domain protein,FALSE
SPT_0529,1.01649331,0.009731811,0.098649943,0.011790923,,70,0,70,0,,SPT_0529,1.023772845,0.015289182,0.123649433,0.014885642,,69,1,68,0,,-0.007,137,0.383,0.70206,SPT_0529,PAP2 family protein,FALSE
SPT_2183,0.838737213,0.038484813,0.196175466,0.02747006,,51,1,50,0,,SPT_2183,0.820057446,0.08053158,0.283780866,0.040540124,,49,4,45,0,,0.019,98,0.381,0.7037,SPT_2183,"zinc ABC transporter, permease protein",FALSE
SPT_1577,0.866289959,0.011818406,0.108712492,0.014527318,,56,1,55,0,,SPT_1577,0.859067341,0.008167536,0.090374419,0.012186084,,55,0,55,0,,0.007,109,0.381,0.70401,SPT_1577,iron-dependent transcriptional regulator,FALSE
SPT_0188,0.976294182,0.016930761,0.130118259,0.011116753,,137,1,136,0,,SPT_0188,0.970196518,0.018102164,0.134544282,0.011579728,,135,1,134,0,,0.006,270,0.38,0.70434,SPT_0188,transcriptional regulator,FALSE
SPT_0743,1.019598911,0.007858343,0.088647297,0.016184708,,30,0,30,0,,SPT_0743,1.027927474,0.006054851,0.077812921,0.01470526,,28,0,28,0,,-0.008,56,0.381,0.70475,SPT_0743,"transcriptional repressor, putative",FALSE
SPT_1160,1.017885421,0.006537932,0.08085748,0.006809428,,141,0,141,0,,SPT_1160,1.013878082,0.008832122,0.093979368,0.008088456,,135,0,135,0,,0.004,274,0.379,0.70497,SPT_1160,ATPase component of ABC transporter with duplicated ATPase domains,FALSE
SPT_1091,1.037819738,0.005396359,0.073459911,0.010715229,,47,0,47,0,,SPT_1091,1.030830891,0.010326839,0.101621055,0.014983207,,46,0,46,0,,0.007,91,0.379,0.70527,SPT_1091,hypothetical protein,FALSE
SPT_0865,1.010729735,0.007237186,0.08507165,0.008224187,,107,0,107,0,,SPT_0865,1.006190097,0.008233568,0.090739009,0.008731365,,108,0,108,0,,0.005,213,0.378,0.70546,SPT_0865,putative oxygen-independent coproporphyrinogen III oxidase,FALSE
SPT_0347,0.981872028,0.005590547,0.074769962,0.004054971,,340,0,340,0,,SPT_0347,0.979485255,0.007898686,0.088874555,0.004848504,,336,0,336,0,,0.002,674,0.378,0.70584,SPT_0347,putative otitis media-associated H10,FALSE
SPT_1657,0.973902171,0.007824849,0.088458177,0.039559699,,5,0,5,0,,SPT_1657,0.994292242,0.005788609,0.076082908,0.034025311,,5,0,5,0,,-0.02,8,0.391,0.70617,SPT_1657,chlorohydrolase,FALSE
SPT_2044,0.976285975,0.004006496,0.063296888,0.011961987,,28,0,28,0,,SPT_2044,0.982233532,0.002898233,0.053835238,0.010173904,,28,0,28,0,,-0.006,54,0.379,0.70636,SPT_2044,hypothetical protein,FALSE
SPT_1402,1.017797417,0.006321363,0.079507002,0.005737924,,192,0,192,0,,SPT_1402,1.014384543,0.009534983,0.097647235,0.007010663,,194,0,194,0,,0.003,384,0.377,0.70659,SPT_1402,aminopeptidase N,FALSE
SPT_0093,0.94976964,0.006870478,0.082888349,0.00893808,,86,0,86,0,,SPT_0093,0.944511697,0.009923589,0.09961721,0.010742,,86,0,86,0,,0.005,170,0.376,0.70719,SPT_0093,hypothetical protein,FALSE
SPT_0246,0.99518436,0.008092588,0.089958812,0.012241844,,54,0,54,0,,SPT_0246,1.00205304,0.00990563,0.09952703,0.013543913,,54,0,54,0,,-0.007,106,0.376,0.7075,SPT_0246,"lipoprotein, putative",FALSE
SPT_0546,1.016922135,0.005696824,0.075477307,0.020933638,,13,0,13,0,,SPT_0546,1.029915771,0.008038748,0.089659065,0.027033225,,11,0,11,0,,-0.013,22,0.38,0.70757,SPT_0546,hypothetical protein,FALSE
SPT_1471,0.989876252,0.005006594,0.07075729,0.007766622,,83,0,83,0,,SPT_1471,0.994134709,0.005492186,0.074109286,0.00828567,,80,0,80,0,,-0.004,161,0.375,0.70817,SPT_1471,hypothetical protein,FALSE
SPT_1986,1.0570973,0.002002217,0.04474614,0.018267535,,6,0,6,0,,SPT_1986,1.044822023,0.004105889,0.064077213,0.026159413,,6,0,6,0,,0.012,10,0.385,0.70849,SPT_1986,hypothetical protein,FALSE
SPT_2234,0.968649722,0.012874249,0.113464748,0.080231693,,2,0,2,0,,SPT_2234,0.929288846,1.23E-32,1.11E-16,1.11E-16,,1,0,1,0,,0.039,1,0.491,0.70964,SPT_2234,secreted 45 kd protein,FALSE
SPT_0444,1.017762903,0.006314253,0.079462275,0.006094478,,170,0,170,0,,SPT_0444,1.014121027,0.01004948,0.100247096,0.007711315,,169,0,169,0,,0.004,337,0.371,0.71122,SPT_0444,MutS2 family protein,FALSE
SPT_1935,0.986805524,0.006416362,0.080102197,0.013539742,,35,0,35,0,,SPT_1935,0.994612745,0.008569417,0.092571148,0.016114568,,33,0,33,0,,-0.008,66,0.371,0.71188,SPT_1935,hypothetical protein,FALSE
SPT_0305,0.990323018,0.014482549,0.120343463,0.015283635,,62,0,62,0,,SPT_0305,0.998065141,0.012906857,0.113608347,0.014313306,,63,0,63,0,,-0.008,123,0.37,0.71221,SPT_0305,"acetyltransferase, gnat family",FALSE
SPT_0154,0.975183713,0.005855317,0.076520041,0.007769433,,97,0,97,0,,SPT_0154,0.979729529,0.008881615,0.094242323,0.009669058,,95,0,95,0,,-0.005,190,0.366,0.71441,SPT_0154,hypothetical protein,FALSE
SPT_1204,1.052075851,0.004275932,0.065390609,0.018876643,,12,0,12,0,,SPT_1204,1.042055233,0.004129513,0.064261285,0.019375506,,11,0,11,0,,0.01,21,0.37,0.71477,SPT_1204,hypothetical protein,FALSE
SPT_2021,0.992219345,0.006621208,0.081370808,0.004737592,,295,0,295,0,,SPT_2021,0.994799289,0.008080772,0.089893113,0.005242673,,294,0,294,0,,-0.003,587,0.365,0.71516,SPT_2021,aldehyde-alcohol dehydrogenase 2,FALSE
SPT_2157,0.998849209,0.005842193,0.076434242,0.00547357,,195,0,195,0,,SPT_2157,1.002021216,0.009013454,0.094939212,0.006747036,,198,0,198,0,,-0.003,391,0.365,0.71523,SPT_2157,twin-arginine translocation pathway signal,FALSE
SPT_1804,0.949919141,0.015921654,0.126181037,0.072850656,,3,0,3,0,,SPT_1804,0.980222855,0.002251279,0.047447642,0.027393909,,3,0,3,0,,-0.03,4,0.389,0.71685,SPT_1804,pseudo,FALSE
SPT_0164,0.999367056,0.010462887,0.102288254,0.021807929,,22,0,22,0,,SPT_0164,0.987446417,0.012996236,0.114001034,0.024305102,,22,0,22,0,,0.012,42,0.365,0.7169,SPT_0164,hypothetical protein,FALSE
SPT_0471,1.036458342,0.011491378,0.107197843,0.021439569,,25,0,25,0,,SPT_0471,1.025670337,0.010901776,0.104411568,0.020476793,,26,0,26,0,,0.011,49,0.364,0.71751,SPT_0471,chlorohydrolase,FALSE
SPT_1145,0.927101483,0.01647473,0.128353926,0.021101256,eutD,37,0,37,0,,SPT_1145,0.939495983,0.024463663,0.156408643,0.026823861,eutD,34,0,34,0,,-0.012,69,0.363,0.71759,SPT_1145,phosphate acetyltransferase,FALSE
SPT_1293,1.037892403,0.008337333,0.091308999,0.006863205,,177,0,177,0,,SPT_1293,1.034092039,0.011253923,0.106084509,0.00795137,,178,0,178,0,,0.004,353,0.362,0.71771,SPT_1293,S1 RNA binding domain protein,FALSE
SPT_0321,0.969737955,0.006701351,0.081861778,0.020465444,,16,0,16,0,,SPT_0321,0.957624442,0.010240106,0.101193409,0.026128026,,15,0,15,0,,0.012,29,0.365,0.71777,SPT_0321,DNA damage inducible protein,FALSE
SPT_2237,0.444316365,0.280969398,0.530065466,0.374812885,,2,1,1,0,,SPT_2237,0.640830048,0.314976532,0.5612277,0.324024964,,3,1,2,0,,-0.197,3,0.397,0.71817,SPT_2237,ABC transporter permease protein,FALSE
SPT_0491,1.0026,0.008605496,0.092765814,0.022499015,,17,0,17,0,,SPT_0491,0.991000025,0.009696061,0.098468581,0.022590242,,19,0,19,0,,0.012,34,0.364,0.71824,SPT_0491,hypothetical protein,FALSE
SPT_1707,1.010189443,0.00583367,0.076378466,0.004869713,,246,0,246,0,,SPT_1707,1.012813013,0.007305044,0.08546955,0.005427322,,248,0,248,0,,-0.003,492,0.36,0.71915,SPT_1707,pseudo,FALSE
SPT_1891,0.995717088,0.007916905,0.08897699,0.007574224,,138,0,138,0,,SPT_1891,0.991720555,0.009192634,0.095878226,0.008161697,,138,0,138,0,,0.004,274,0.359,0.71993,SPT_1891,hypothetical protein,FALSE
SPT_0819,1.03043564,0.002149068,0.046358045,0.018925593,def,6,0,6,0,,SPT_0819,1.022260058,0.000801537,0.028311434,0.011558095,def,6,0,6,0,,0.008,10,0.369,0.72006,SPT_0819,peptide deformylase,FALSE
SPT_2010,1.043373864,0.008034157,0.08963346,0.021739307,,17,0,17,0,,SPT_2010,1.031791405,0.008892717,0.094301201,0.0235753,,16,0,16,0,,0.012,31,0.361,0.72042,SPT_2010,hypothetical protein,FALSE
SPT_1945,1.039809611,0.005205008,0.072145744,0.00603313,murA,143,0,143,0,,SPT_1945,1.036517816,0.006828133,0.082632517,0.006983722,murA,140,0,140,0,,0.003,281,0.357,0.72159,SPT_1945,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,FALSE
SPT_1524,1.057046514,0.007732443,0.087934311,0.007277495,,146,0,146,0,,SPT_1524,1.052893893,0.011936496,0.109254271,0.009104523,,144,0,144,0,,0.004,288,0.356,0.7219,SPT_1524,"ATP-dependent RNA helicase, putative",FALSE
SPT_1305,0.992932108,0.010197113,0.100980754,0.006373849,,251,0,251,0,,SPT_1305,0.996388531,0.013410078,0.115801893,0.007368298,,247,2,245,0,,-0.003,496,0.355,0.72291,SPT_1305,x-prolyl-dipeptidyl aminopeptidase,FALSE
SPT_2205,0.994961182,0.007500629,0.08660617,0.007426418,,136,0,136,0,,SPT_2205,0.998923065,0.009309262,0.096484519,0.008334993,,134,0,134,0,,-0.004,268,0.355,0.72295,SPT_2205,pseudo,FALSE
SPT_1658,1.006095323,0.004755318,0.068958813,0.008242155,,70,0,70,0,,SPT_1658,1.010258995,0.004946648,0.070332409,0.008346921,,71,0,71,0,,-0.004,139,0.355,0.72317,SPT_1658,snare associated golgi protein,FALSE
SPT_0108,0.973912629,0.004049049,0.06363214,0.014228579,,20,0,20,0,,SPT_0108,0.965198276,0.007108003,0.084308973,0.019871815,,18,0,18,0,,0.009,36,0.357,0.72351,SPT_0108,coenzyme A disulfide reductase,FALSE
SPT_1756,1.006545786,0.008836969,0.094005156,0.006280984,,224,0,224,0,,SPT_1756,1.009759576,0.00970283,0.098502944,0.006596245,,223,1,222,0,,-0.003,445,0.353,0.72437,SPT_1756,"ABC transporter, ATP-binding protein",FALSE
SPT_0859,1.02365345,0.014347641,0.119781638,0.016939682,,50,0,50,0,,SPT_0859,1.031888318,0.012641047,0.11243241,0.016061773,,49,0,49,0,,-0.008,97,0.353,0.72503,SPT_0859,glucosamine-6-phosphate isomerase,FALSE
SPT_0721,1.012899857,0.009462773,0.097276783,0.010429166,,87,0,87,0,,SPT_0721,1.008068691,0.006992467,0.083620969,0.009017081,,86,0,86,0,,0.005,171,0.35,0.72645,SPT_0721,pseudo,FALSE
SPT_0836,1.002679201,0.009344698,0.096667976,0.005808216,,277,0,277,0,,SPT_0836,0.9996906,0.010815349,0.103996868,0.006271247,,275,1,274,0,,0.003,550,0.35,0.72675,SPT_0836,"ABC transporter, ATP-binding protein",FALSE
SPT_1375,1.018924907,0.008033326,0.089628824,0.011382872,,62,0,62,0,,SPT_1375,1.024653849,0.007864344,0.088681135,0.011746103,,57,0,57,0,,-0.006,117,0.35,0.72678,SPT_1375,"putative YjeF homolog, C-terminus",FALSE
SPT_1880,0.988523631,0.009483242,0.097381939,0.00751318,,168,0,168,0,,SPT_1880,0.984662442,0.010816078,0.104000374,0.008096418,,165,0,165,0,,0.004,331,0.35,0.72688,SPT_1880,spermidine/putrescine import ATP-binding protein PotA,FALSE
SPT_0758,0.967470289,0.016648951,0.129030816,0.023174619,,31,0,31,0,,SPT_0758,0.981895478,0.037308439,0.193153926,0.034145113,,32,1,31,0,,-0.014,61,0.35,0.72787,SPT_0758,TetR family transcriptional regulator,FALSE
SPT_0768,1.016801191,0.009439604,0.097157624,0.009481613,,105,0,105,0,,SPT_0768,1.021445448,0.009229757,0.096071625,0.009375631,,105,0,105,0,,-0.005,208,0.348,0.72797,SPT_0768,AcuB family protein,FALSE
SPT_1599,1.00696238,0.035134186,0.187441153,0.062480384,,9,0,9,0,,SPT_1599,0.980208502,0.018273906,0.135181011,0.042747989,,10,0,10,0,,0.027,17,0.353,0.72813,SPT_1599,hypothetical protein,FALSE
SPT_1490,1.013062886,0.006626118,0.081400973,0.005671475,,206,0,206,0,,SPT_1490,1.009930148,0.009994609,0.099973043,0.007034079,,202,0,202,0,,0.003,406,0.347,0.72899,SPT_1490,hypothetical protein,FALSE
SPT_0557,1.003043075,0.00499817,0.070697734,0.008056755,,77,0,77,0,,SPT_0557,1.007937832,0.010058797,0.100293553,0.011580902,,75,1,74,0,,-0.005,150,0.347,0.72911,SPT_0557,"ABC transporter, permease protein",FALSE
SPT_0124,0.988041772,0.005893807,0.076771137,0.005388277,,203,0,203,0,,SPT_0124,0.985421905,0.005535945,0.074403931,0.005328176,,195,0,195,0,,0.003,396,0.346,0.72973,SPT_0124,"ABC transporter, substrate-binding protein",FALSE
SPT_2193,0.994115147,0.008801276,0.093815116,0.00507294,,342,1,341,0,,SPT_2193,0.991543301,0.009973011,0.099864961,0.00544808,,336,2,334,0,,0.003,676,0.345,0.72984,SPT_2193,permease of the major facilitator superfamily,FALSE
SPT_1377,1.028600289,0.00987189,0.099357383,0.015709782,,40,0,40,0,,SPT_1377,1.020243619,0.012771722,0.113012044,0.018332974,,38,0,38,0,,0.008,76,0.346,0.7302,SPT_1377,"amino acid ABC transporter, ATP-binding protein",FALSE
SPT_0421,0.977411952,0.012058122,0.109809483,0.008162075,,181,1,180,0,,SPT_0421,0.973091425,0.015919946,0.126174269,0.009510743,,176,1,175,0,,0.004,355,0.345,0.7305,SPT_0421,choline binding protein J,FALSE
SPT_0061,0.979819258,0.004392428,0.066275394,0.008856422,dut,56,0,56,0,,SPT_0061,0.974785963,0.007508016,0.086648811,0.011578934,dut,56,0,56,0,,0.005,110,0.345,0.73055,SPT_0061,deoxyuridine 5'-triphosphate nucleotidohydrolase,FALSE
SPT_0822,1.016323744,0.005689091,0.075426062,0.006179144,,149,0,149,0,,SPT_0822,1.012953279,0.008693902,0.093241094,0.007587853,,151,0,151,0,,0.003,298,0.344,0.73076,SPT_0822,pseudo,FALSE
SPT_1697,1.010999646,0.003425499,0.058527764,0.006669858,,77,0,77,0,,SPT_1697,1.00734816,0.005170883,0.071908851,0.008248511,,76,0,76,0,,0.004,151,0.344,0.73115,SPT_1697,NADPH-dependent 7-cyano-7-deazaguanine reductase,FALSE
SPT_1980,1.092762326,0.005579755,0.074697755,0.052819289,ccpA,2,0,2,0,,SPT_1980,1.052567895,0.015167908,0.123158062,0.087085901,ccpA,2,0,2,0,,0.04,2,0.395,0.73122,SPT_1980,catabolite control protein A,FALSE
SPT_0968,1.006185341,0.005923927,0.076967054,0.010020257,,59,0,59,0,,SPT_0968,1.011234092,0.006693068,0.081811176,0.010742334,,58,0,58,0,,-0.005,115,0.344,0.73171,SPT_0968,hypothetical protein,FALSE
SPT_1224,1.012355454,0.0059396,0.077068799,0.00490377,pepF1,247,0,247,0,,SPT_1224,1.014880624,0.007494193,0.086569009,0.005497138,pepF1,248,0,248,0,,-0.003,493,0.343,0.7319,SPT_1224,oligoendopeptidase F,FALSE
SPT_0242,0.879070851,0.006628654,0.081416546,0.013761908,,35,0,35,0,,SPT_0242,0.888457303,0.018881023,0.137408236,0.023565318,,34,1,33,0,,-0.009,67,0.344,0.73195,SPT_0242,hypothetical protein,FALSE
SPT_0640,0.699901699,0.116574913,0.341430685,0.197125098,,3,1,2,0,,SPT_0640,0.596804081,0.119825466,0.346158152,0.199854502,,3,1,2,0,,0.103,4,0.367,0.73202,SPT_0640,serine/alanine-adding enzyme MurM,FALSE
SPT_2171,0.983799201,0.006523989,0.080771217,0.004374007,fucI,341,0,341,0,,SPT_2171,0.981514176,0.008665495,0.093088642,0.005041033,fucI,341,1,340,0,,0.002,680,0.342,0.73218,SPT_2171,L-fucose isomerase,FALSE
SPT_1487,1.010987219,0.007612285,0.087248412,0.005631861,,240,0,240,0,,SPT_1487,1.008187454,0.008421438,0.091768394,0.005948462,,238,0,238,0,,0.003,476,0.342,0.73266,SPT_1487,M protein trans-acting positive transcriptional regulator,FALSE
SPT_0813,1.020730235,0.005127771,0.071608459,0.012104039,,35,0,35,0,,SPT_0813,1.014573957,0.005998706,0.077451315,0.013282791,,34,0,34,0,,0.006,67,0.343,0.73299,SPT_0813,arsenate reductase,FALSE
SPT_0547,1.002928884,0.008514516,0.092274135,0.010128402,,83,0,83,0,,SPT_0547,1.007665784,0.007495693,0.086577668,0.009503134,,83,0,83,0,,-0.005,164,0.341,0.73349,SPT_0547,hypothetical protein,FALSE
SPT_1931,0.996189266,0.006011362,0.077532974,0.005015191,,239,0,239,0,M,SPT_1931,0.993632439,0.007608831,0.087228614,0.005595718,,243,0,243,0,M,0.003,480,0.34,0.73381,SPT_1931,transposase from transposon (Integrase),FALSE
SPT_1701,1.000943695,0.005532519,0.074380903,0.010121959,,54,0,54,0,,SPT_1701,0.995394268,0.008658049,0.09304864,0.012781214,,53,0,53,0,,0.006,105,0.34,0.73425,SPT_1701,hypothetical protein,FALSE
SPT_1643,0.989763399,0.01003621,0.100180886,0.012331415,,66,0,66,0,,SPT_1643,0.995485604,0.008651322,0.093012484,0.011449045,,66,0,66,0,,-0.006,130,0.34,0.73436,SPT_1643,hypothetical protein,FALSE
SPT_1170,1.049617447,0.007943563,0.089126668,0.014854445,,36,0,36,0,,SPT_1170,1.056852408,0.008224641,0.090689808,0.015329376,,35,0,35,0,,-0.007,69,0.339,0.73568,SPT_1170,pseudo,FALSE
SPT_1923,1.001034533,0.004650877,0.068197342,0.008394513,,66,0,66,0,,SPT_1923,1.00550694,0.00683078,0.082648531,0.010251289,,65,0,65,0,,-0.004,129,0.338,0.73625,SPT_1923,hypothetical protein,FALSE
SPT_0692,0.987502433,0.009625186,0.098108034,0.013605136,,52,0,52,0,,SPT_0692,0.993390644,0.006303154,0.079392404,0.010905385,,53,0,53,0,,-0.006,103,0.338,0.73628,SPT_0692,glucokinase (Glucose kinase),FALSE
SPT_1258,0.989388173,0.007327368,0.085600047,0.009884242,,75,0,75,0,,SPT_1258,0.995268305,0.014866607,0.121928698,0.014369435,,72,1,71,0,,-0.006,145,0.337,0.73649,SPT_1258,s1 RNA binding domain protein,FALSE
SPT_2216,0.957860468,0.01169192,0.108129181,0.00955736,,128,0,128,0,,SPT_2216,0.953120626,0.013557307,0.116435851,0.010332011,,127,0,127,0,,0.005,253,0.337,0.73657,SPT_2216,ABC transporter substrate-binding protein,FALSE
SPT_1169,1.052056486,0.008954184,0.094626548,0.008430003,glgA,126,0,126,0,,SPT_1169,1.047866551,0.010968353,0.104729906,0.009220954,glgA,129,0,129,0,,0.004,253,0.335,0.73763,SPT_1169,glycogen synthase,FALSE
SPT_2023,1.005428925,0.008609177,0.092785651,0.011251913,,68,0,68,0,,SPT_2023,1.010670218,0.007827845,0.088475107,0.010890533,,66,0,66,0,,-0.005,132,0.335,0.73837,SPT_2023,phosphotyrosine protein phosphatase,FALSE
SPT_0736,1.029170926,0.005419023,0.073614014,0.006610734,,124,0,124,0,,SPT_0736,1.025427686,0.010143205,0.100713479,0.009044337,,124,0,124,0,,0.004,246,0.334,0.73856,SPT_0736,ABC transporter ATP-binding protein - cobalt or other cation transport,FALSE
SPT_0432,0.988205289,0.013809638,0.117514418,0.018580661,,40,0,40,0,,SPT_0432,0.99713094,0.013906025,0.11792381,0.019129768,,38,0,38,0,,-0.009,76,0.335,0.73878,SPT_0432,DNA-binding response regulator,FALSE
SPT_1441,0.990378514,0.007941474,0.08911495,0.007157885,,155,0,155,0,,SPT_1441,0.993759428,0.007981653,0.089340095,0.007175969,,155,0,155,0,,-0.003,308,0.334,0.73893,SPT_1441,transport protein,FALSE
SPT_1946,1.006145549,0.008075807,0.089865492,0.014034632,,41,0,41,0,,SPT_1946,1.000379383,0.003763776,0.061349624,0.010085816,,37,0,37,0,,0.006,76,0.334,0.73957,SPT_1946,hypothetical protein,FALSE
