Pos size,Gene,mean-2394-Gluc_eII,var-2394-Gluc_eII,sd-2394-Gluc_eII,se-2394-Gluc_eII,gene,Total-2394-Gluc_eII,Blank-2394-Gluc_eII,Not Blank-2394-Gluc_eII,Blank Removed-2394-Gluc_eII,M,locus-2394,mean.2394.Vanc.eIV,var-2394-Vanc_eIV,sd-2394-Vanc_eIV,se-2394-Vanc_eIV,gene,Total-2394-Vanc_eIV,Blank-2394-Vanc_eIV,Not Blank-2394-Vanc_eIV,Blank Removed-2394-Vanc_eIV,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1349,SP_1226,0.779,0.163,0.404,0.101,,16,5,11,0,,SP_1226,0.819942222,0.209576523,0.457795285,0.107903384,,18,6,12,0,,-0.041,32,0.276,0.78426,,sensory box sensor histidine kinase,REGULATOR,CORE,FALSE
704,SP_1227,0.1,0.1,X,X,,,,,,,SP_1227,0.1,0.1,X,X,,,,,,,,,,,,DNA-binding response regulator,REGULATOR,ESSENTIAL,FALSE
1145,SP_1228,0.974,0.004,0.061,0.01,,38,0,38,0,,SP_1228,1.085229941,0.017064103,0.13062964,0.020917483,,39,0,39,0,,-0.111,75,4.8,0.00001,,A/G-specific adenine glycosylase,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
689,SP_1230,0.1,0.1,X,X,,,,,,,SP_1230,0.1,0.1,X,X,,,,,,,,,,,,phosphopantothenate--cysteine ligase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
551,SP_1231,0.1,0.1,X,X,,,,,,,SP_1231,0.1,0.1,X,X,,,,,,,,,,,,flavoprotein,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
563,SP_1232,0.1,0.1,X,X,,,,,,,SP_1232,0.1,0.1,X,X,,,,,,,,,,,,membrane protein,UNKNOWN,PHENOTYPED,FALSE
581,SP_1233,1.022,0.003,0.055,0.011,,25,0,25,0,,SP_1233,1.077883155,0.009973815,0.099868989,0.019973798,,25,0,25,0,,-0.056,48,2.449,0.01803,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
515,SP_1234,1.027,0.004,0.063,0.015,,18,0,18,0,,SP_1234,1.088947074,0.012997708,0.114007493,0.026155113,,19,0,19,0,,-0.062,35,2.057,0.04723,,"transcriptional regulator, biotin repressor family",REGULATOR,PHENOTYPED,FALSE
467,SP_1235,0.993,0.002,0.046,0.015,,9,0,9,0,,SP_1235,1.112171837,0.019329123,0.139029217,0.046343072,,9,0,9,0,,-0.119,16,2.444,0.02651,,MutT/nudix family protein,VARIOUS,NO-PHENOTYPE,FALSE
488,SP_1236,0.958,0.003,0.055,0.013,,19,0,19,0,,SP_1236,1.043820482,0.016009178,0.126527379,0.029027371,,19,0,19,0,,-0.086,36,2.725,0.00987,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
563,SP_1237,0.998,0.004,0.06,0.015,,16,0,16,0,,SP_1237,1.12479794,0.019182767,0.138501867,0.033591637,,17,0,17,0,,-0.127,31,3.448,0.00164,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1988,SP_1238,0.963,0.007,0.086,0.014,,39,0,39,0,,SP_1238,1.026655075,0.013302936,0.115338354,0.018710352,,38,0,38,0,,-0.064,75,2.732,0.00785,,"excinuclease ABC, subunit B","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
953,SP_1240,0.993,0.01,0.099,0.016,,39,0,39,0,,SP_1240,1.05360898,0.020003479,0.141433655,0.022362624,,40,0,40,0,,-0.06,77,2.192,0.03137,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2165,SP_1241,0.113,0.032,0.178,0.032,,31,22,9,0,,SP_1241,0.006224902,0.000968213,0.031116121,0.005259584,,35,34,1,0,,0.107,64,3.299,0.00159,,"amino acid ABC transporter, amino acid-binding protein/permease protein",TRANSPORT,CORE,FALSE
740,SP_1242,0.083,0.025,0.159,0.056,,8,7,1,0,,SP_1242,0.1,0.1,X,X,,8,8,0,0,,-0.017,14,#VALUE!,#VALUE!,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,CORE,FALSE
1487,SP_1243,0.906,0.012,0.111,0.078,,2,0,2,0,,SP_1243,0.846961522,0.001480303,0.03847471,0.027205729,,2,0,2,0,,0.059,2,0.708,0.55255,,glucose-6-phosphate 1-dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1289,SP_1244,0.1,0.1,X,X,,2,2,0,0,,SP_1244,0.1,0.1,X,X,,2,2,0,0,,,,,,,signal recognition particle-docking protein FtsY,TRANSPORT,LIKELYESSENTIAL,FALSE
818,SP_1245,0.914,0.038,0.194,0.069,,8,1,7,0,,SP_1245,1.060398041,0.071995789,0.26832031,0.094865556,,8,1,7,0,,-0.146,14,1.248,0.23247,,Cof family protein,UNKNOWN,NO-PHENOTYPE,FALSE
794,SP_1246,1.009,0.01,0.101,0.018,,32,0,32,0,,SP_1246,1.099046724,0.020027832,0.141519724,0.025017389,,32,0,32,0,,-0.091,62,2.941,0.0046,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
3539,SP_1247,0.86,0.035,0.186,0.044,,18,2,16,0,,SP_1247,0.847049846,0.057341484,0.23946082,0.056441457,,18,2,16,0,,0.013,34,0.186,0.85366,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
698,SP_1248,0.1,0.1,X,X,rnc,,,,,,SP_1248,0.1,0.1,X,X,rnc,,,,,,,,,,,ribonuclease III,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
986,SP_1249,0.99,0.003,0.052,0.009,,34,0,34,0,,SP_1249,1.103486556,0.012942038,0.113763078,0.019510207,,34,0,34,0,,-0.113,66,5.268,0,,guanosine monophosphate reductase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1328,SP_1250,0.996,0.007,0.081,0.01,,64,0,64,0,,SP_1250,1.09050035,0.012487933,0.111749422,0.013755403,,66,0,66,0,,-0.095,128,5.568,0,,conserved domain protein,UNKNOWN,VIVO,FALSE
1931,SP_1251,0.993,0.008,0.089,0.008,,121,0,121,0,,SP_1251,1.097832747,0.018628764,0.136487231,0.012111283,,127,0,127,0,,-0.104,246,7.166,0,,"putative endonuclease (DNA metabolism, DNA degradation)",VARIOUS,PHENOTYPED,FALSE
170,SP_1252,0.985,0.003,0.056,0.023,,6,0,6,0,,SP_1252,1.031234445,0.017865343,0.133661301,0.054566998,,6,0,6,0,,-0.047,10,0.786,0.44992,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
92,SP_1253,0.1,0.1,X,X,,,,,,,SP_1253,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
143,SP_1254,0.1,0.1,X,X,,,,,,,SP_1254,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
359,SP_1255,1,0.005,0.07,0.018,,15,0,15,0,,SP_1255,1.057861978,0.005438862,0.073748638,0.019041817,,15,0,15,0,,-0.057,28,2.189,0.03709,,"putative 3-isopropylmalate dehydratase, small subunit",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
269,SP_1256,0.981,0.002,0.042,0.016,,7,0,7,0,,SP_1256,0.979912775,0.015003999,0.122490814,0.040830271,,9,0,9,0,,0.001,14,0.033,0.97402,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1037,SP_1257,1.002,0.004,0.064,0.009,leuB,54,0,54,0,,SP_1257,1.09157119,0.012057065,0.109804669,0.014942523,leuB,54,0,54,0,,-0.09,106,5.176,0,,"3-isopropylmalate dehydrogenase, authentic point mutation",,Blanc Out,FALSE
1094,SP_1258,1,0.008,0.089,0.014,,38,0,38,0,,SP_1258,1.108067172,0.018430086,0.135757454,0.021465138,,40,0,40,0,,-0.108,76,4.166,0.00008,,putative 2-isopropylmalate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
335,SP_1259,0.981,0.009,0.097,0.037,,7,0,7,0,,SP_1259,1.150898478,0.00876709,0.093632739,0.031210913,,9,0,9,0,,-0.17,14,3.521,0.00339,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1260,0.999,0.007,0.086,0.024,,13,0,13,0,,SP_1260,1.048590914,0.013634007,0.116764752,0.031206693,,14,0,14,0,,-0.049,25,1.252,0.22198,,copper homeostasis protein CutC,VARIOUS,NO-PHENOTYPE,FALSE
359,SP_1261,1.007,0.013,0.114,0.026,,19,0,19,0,,SP_1261,1.144908346,0.029822947,0.172693217,0.03768475,,21,0,21,0,,-0.138,38,3.013,0.00458,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1256,SP_1262,0.1,0.1,X,X,,,,,,,SP_1262,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
2099,SP_1263,1.016,0.004,0.065,0.029,,5,0,5,0,,SP_1263,1.012804524,0.0023824,0.048809834,0.021828421,,5,0,5,0,,0.003,8,0.084,0.93501,,DNA topoisomerase I,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
1043,SP_1264,1.001,0.004,0.065,0.009,,57,0,57,0,,SP_1264,1.083805671,0.007940178,0.089107674,0.011600831,,59,0,59,0,,-0.083,114,5.724,0,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
119,SP_1265,0.915,0.001,0.034,0.024,,2,0,2,0,,SP_1265,0.923759715,0.019690141,0.140321562,0.099222328,,2,0,2,0,,-0.009,2,0.089,0.93691,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
860,SP_1266,1.01,0.003,0.051,0.016,,10,0,10,0,,SP_1266,1.078945563,0.014036311,0.11847494,0.037465066,,10,0,10,0,,-0.069,18,1.685,0.1092,,putative DNA processing protein DprA,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
689,SP_1267,0.1,0.1,X,X,,,,,,,SP_1267,0.1,0.1,X,X,,,,,,,,,,,,licC protein,VARIOUS,ESSENTIAL,FALSE
878,SP_1268,0.936,0,0.006,0.004,,2,0,2,0,,SP_1268,1.103971356,0.000104485,0.01022178,0.00722789,,2,0,2,0,,-0.168,2,19.828,0.00253,,licB protein,UNKNOWN,LIKELYESSENTIAL,FALSE
788,SP_1269,0.1,0.1,X,X,,,,,,,SP_1269,0.1,0.1,X,X,,,,,,,,,,,,choline kinase,VARIOUS,ESSENTIAL,FALSE
1022,SP_1270,0.1,0.1,X,X,,,,,,,SP_1270,0.1,0.1,X,X,,,,,,,,,,,,"alcohol dehydrogenase, zinc-containing",CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
707,SP_1271,0.1,0.1,X,X,ispD,,,,,,SP_1271,0.1,0.1,X,X,ispD,,,,,,,,,,,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1487,SP_1272,0.1,0.1,X,X,,,,,,,SP_1272,0.1,0.1,X,X,,,,,,,,,,,,putative polysaccharide biosynthesis protein,VARIOUS,ESSENTIAL,FALSE
803,SP_1273,0.1,0.1,X,X,,,,,,,SP_1273,0.1,0.1,X,X,,,,,,,,,,,,licD1 protein,VARIOUS,ESSENTIAL,FALSE
3176,SP_1275,0.518,0.04,0.199,0.034,carB,35,5,30,0,,SP_1275,0.388504269,0.045487058,0.213276951,0.031109641,carB,47,10,37,0,,0.13,80,2.829,0.00591,,"carbamoyl-phosphate synthase, large subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1079,SP_1276,0.454,0.078,0.28,0.057,,24,9,15,0,,SP_1276,0.450545194,0.046422736,0.21545936,0.038697643,,31,6,25,0,,0.004,53,0.054,0.95699,,"carbamoyl-phosphate synthase, small subunit",NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
923,SP_1277,0.63,0.006,0.078,0.024,pyrB,11,0,11,0,,SP_1277,0.467556994,0.02633325,0.16227523,0.039357524,pyrB,17,1,16,0,,0.163,26,3.548,0.0015,,aspartate carbamoyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
521,SP_1278,0.948,0.013,0.112,0.027,,18,0,18,0,,SP_1278,0.952324795,0.016854348,0.129824295,0.029029595,,20,0,20,0,,-0.005,36,0.122,0.90351,,pyrimidine operon regulatory protein,NUCLEOTIDE METABOLSIM,VIVO,FALSE
629,SP_1279,0.989,0.002,0.043,0.021,,4,0,4,0,,SP_1279,1.119256247,0.016298839,0.127666905,0.063833453,,4,0,4,0,,-0.131,6,1.939,0.10051,,endonuclease III,"DNA REPLICATION, REPAIR AND RECOMBINATION",VIVO,FALSE
542,SP_1280,0.773,0.007,0.086,0.021,,16,0,16,0,,SP_1280,0.782445966,0.015240012,0.123450444,0.030862611,,16,0,16,0,,-0.009,30,0.247,0.80633,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
365,SP_1281,1.003,0.005,0.068,0.012,,34,0,34,0,,SP_1281,1.067900715,0.009777649,0.098881995,0.016958122,,34,0,34,0,,-0.065,66,3.132,0.00259,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1559,SP_1282,1.002,0.005,0.072,0.009,,66,0,66,0,,SP_1282,1.085069112,0.011467128,0.107084677,0.013282219,,65,0,65,0,,-0.083,129,5.183,0,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
899,SP_1283,1.017,0.004,0.061,0.009,,44,0,44,0,,SP_1283,1.117590569,0.010611451,0.103011897,0.015529628,,44,0,44,0,,-0.101,86,5.6,0,,heat shock protein HtpX,VARIOUS,NO-PHENOTYPE,FALSE
560,SP_1284,1.029,0.004,0.059,0.03,,4,0,4,0,,SP_1284,1.132270681,0.009865356,0.099324496,0.049662248,,4,0,4,0,,-0.103,6,1.784,0.12465,,lemA protein,UNKNOWN,NO-PHENOTYPE,FALSE
713,SP_1285,0.963,0.005,0.067,0.021,gidB,10,0,10,0,,SP_1285,1.01368698,0.008343082,0.091340475,0.028884394,gidB,10,0,10,0,,-0.051,18,1.414,0.17451,,glucose-inhibited division protein B,CELL DIVISION,NO-PHENOTYPE,FALSE
1319,SP_1286,1.015,0.005,0.073,0.011,,42,0,42,0,,SP_1286,1.018018192,0.010009095,0.100045467,0.015437351,,42,0,42,0,,-0.003,82,0.164,0.86997,,uracil permease,TRANSPORT,PHENOTYPED,FALSE
377,SP_1289,0.995,0.003,0.054,0.009,,32,0,32,0,,SP_1289,1.09962755,0.008651876,0.093015459,0.016442965,,32,0,32,0,,-0.105,62,5.509,0,,hypothetical protein,UNKNOWN,VIVO,FALSE
1304,SP_1290,1.009,0.008,0.089,0.015,,35,0,35,0,,SP_1290,1.053116429,0.01496572,0.122334459,0.020678298,,35,0,35,0,,-0.044,68,1.737,0.08687,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
806,SP_1291,0.993,0.011,0.107,0.025,,18,0,18,0,,SP_1291,0.9908922,0.023386943,0.1529279,0.034195718,,20,0,20,0,,0.002,36,0.052,0.95887,,Cof family protein,UNKNOWN,PHENOTYPED,FALSE
998,SP_1292,0.994,0.008,0.092,0.009,,100,0,100,0,,SP_1292,1.084706606,0.011593598,0.10767357,0.010609392,,103,0,103,0,,-0.091,201,6.473,0,,SAP domain protein,UNKNOWN,PHENOTYPED,FALSE
347,SP_1293,0.969,0.001,0.024,0.017,rplS,2,0,2,0,,SP_1293,0.99757818,0.002046546,0.045238771,0.031988642,rplS,2,0,2,0,,-0.028,2,0.777,0.51871,,ribosomal protein L19,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
329,SP_1294,0.997,0.006,0.078,0.017,,21,0,21,0,,SP_1294,1.103939641,0.028518307,0.168873643,0.035212589,,23,0,23,0,,-0.107,42,2.725,0.00933,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
374,SP_1295,0.989,0.004,0.06,0.014,,20,0,20,0,,SP_1295,1.068248094,0.009542498,0.097685713,0.022410639,,19,0,19,0,,-0.079,37,3.033,0.00441,,camphor resistance protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
266,SP_1296,0.976,0.003,0.054,0.016,,11,0,11,0,,SP_1296,0.999239754,0.007401928,0.086034459,0.025940365,,11,0,11,0,,-0.024,20,0.774,0.44792,,putative chorismate mutase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
443,SP_1297,0.1,0.1,X,X,,,,,,,SP_1297,0.1,0.1,X,X,,,,,,,,,,,,flavodoxin,VARIOUS,LIKELYESSENTIAL,FALSE
935,SP_1298,0.728,0.063,0.251,0.059,,18,1,17,0,,SP_1298,0.903808255,0.012937189,0.113741765,0.023217441,,24,0,24,0,,-0.175,40,2.756,0.00878,,DHH subfamily 1 protein,UNKNOWN,PHENOTYPED,FALSE
242,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,SP_1299,0.1,0.1,X,X,rpmE2,,,,,,,,,,,ribosomal protein L31,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
218,SP_1300,0.972,0.008,0.089,0.028,,10,0,10,0,,SP_1300,1.113886584,0.012197878,0.110444006,0.036814669,,9,0,9,0,,-0.142,17,3.062,0.00706,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
265,SP_1301,0.1,0.1,X,X,,,,,,,SP_1301,0.1,0.1,X,X,,,,,,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
251,SP_1302,1.01,0.006,0.08,0.033,,6,0,6,0,,SP_1302,1.111161655,0.034239234,0.185038466,0.075541638,,6,0,6,0,,-0.101,10,1.232,0.24626,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_1303,0.1,0.1,X,X,,,,,,,SP_1303,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
101,SP_1304,0.979,0.005,0.07,0.019,,14,0,14,0,,SP_1304,1.074258661,0.012169206,0.110314126,0.02948269,,14,0,14,0,,-0.096,26,2.734,0.0111,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_1305,1.029,0.005,0.074,0.028,,7,0,7,0,,SP_1305,1.085771112,0.004892321,0.069945129,0.026436774,,7,0,7,0,,-0.056,12,1.466,0.16844,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1346,SP_1306,1.008,0.004,0.06,0.009,,41,0,41,0,,SP_1306,1.037841367,0.016730624,0.129346913,0.020451543,,40,0,40,0,,-0.03,79,1.328,0.18806,,NADP-specific glutamate dehydrogenase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
170,SP_1307,0.1,0.1,X,X,,,,,,,SP_1307,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
578,SP_1308,0.983,0.006,0.079,0.012,,43,0,43,0,,SP_1308,1.100331531,0.011443043,0.106972162,0.016313102,,43,0,43,0,,-0.117,84,5.771,0,,"toxin secretion ATP-binding protein, truncation",TRANSPORT,VIVO,FALSE
388,SP_1309,0.949,0.001,0.026,0.013,,4,0,4,0,M,SP_1309,1.122707053,0.004849103,0.0696355,0.03481775,,4,0,4,0,M,-0.173,6,4.65,0.0035,,"IS1381, transposase OrfB, authentic frameshift",,REMOVE,FALSE
398,SP_1310,0.1,0.1,X,X,,,,,,,SP_1310,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
1193,SP_1311,0.996,0.002,0.049,0.034,,2,0,2,0,M,SP_1311,1.162569404,0.000262046,0.016187844,0.011446534,,2,0,2,0,M,-0.166,2,4.576,0.04459,,"IS66 family element, Orf3, degenerate",,REMOVE,FALSE
266,SP_1312,0.1,0.1,X,X,,,,,M,,SP_1312,0.1,0.1,X,X,,,,,M,,,,,,,"transposase family protein, degenerate",,REMOVE,FALSE
455,SP_1313,0.1,0.1,X,X,,,,,M,,SP_1313,0.1,0.1,X,X,,,,,M,,,,,,,"IS66 family element, Orf2, interruption",,REMOVE,FALSE
239,SP_1314,0.1,0.1,X,X,,,,,,,SP_1314,0.1,0.1,X,X,,,,,,,,,,,,"IS66 family element, Orf1",,REMOVE,FALSE
611,SP_1315,0.99,0.008,0.09,0.013,,47,0,47,0,,SP_1315,1.065353634,0.021840552,0.147785493,0.020900025,,50,0,50,0,,-0.075,95,3.04,0.00306,,"v-type sodium ATP synthase, subunit D",VARIOUS,PHENOTYPED,FALSE
1385,SP_1316,1.005,0.006,0.077,0.008,,93,0,93,0,,SP_1316,1.099827481,0.014371782,0.119882366,0.012364922,,94,0,94,0,,-0.095,185,6.452,0,,"v-type sodium ATP synthase, subunit B",VARIOUS,PHENOTYPED,FALSE
1775,SP_1317,1.003,0.007,0.083,0.007,,127,0,127,0,,SP_1317,1.104374239,0.014061121,0.118579599,0.010481055,,128,0,128,0,,-0.101,253,7.902,0,,"v-type sodium ATP synthase, subunit A",VARIOUS,PHENOTYPED,FALSE
320,SP_1318,0.994,0.004,0.063,0.009,,44,0,44,0,,SP_1318,1.061661289,0.01072258,0.103549891,0.015610733,,44,0,44,0,,-0.068,86,3.707,0.00037,,"v-type sodium ATP synthase, subunit G",VARIOUS,PHENOTYPED,FALSE
1007,SP_1319,0.99,0.007,0.082,0.009,,89,0,89,0,,SP_1319,1.050012565,0.015921139,0.126178995,0.01315507,,92,0,92,0,,-0.06,179,3.79,0.00021,,"v-type sodium ATP synthase, subunit C",VARIOUS,PHENOTYPED,FALSE
581,SP_1320,0.989,0.006,0.08,0.011,,48,0,48,0,,SP_1320,1.092157656,0.017845574,0.133587328,0.019083904,,49,0,49,0,,-0.103,95,4.614,0.00001,,"v-type sodium ATP synthase, subunit E",VARIOUS,NO-PHENOTYPE,FALSE
476,SP_1321,0.991,0.003,0.051,0.008,,37,0,37,0,,SP_1321,1.077190137,0.01368149,0.116967901,0.019229404,,37,0,37,0,,-0.086,72,4.114,0.0001,,"v-type sodium ATP synthase, subunit K",VARIOUS,NO-PHENOTYPE,FALSE
1991,SP_1322,0.995,0.007,0.081,0.007,,148,0,148,0,,SP_1322,1.089039709,0.012174746,0.110339233,0.009039342,,149,0,149,0,,-0.094,295,8.325,0,,"v-type sodium ATP synthase, subunit I",VARIOUS,PHENOTYPED,FALSE
323,SP_1323,1.014,0.009,0.095,0.015,,38,0,38,0,,SP_1323,1.064700699,0.015980382,0.126413536,0.020242366,,39,0,39,0,,-0.051,75,1.997,0.04951,,hypothetical protein,UNKNOWN,VIVO,FALSE
890,SP_1324,1.002,0.009,0.095,0.01,,87,0,87,0,,SP_1324,1.090255187,0.020141047,0.141919156,0.0150434,,89,0,89,0,,-0.088,174,4.836,0,,putative regulatory protein,REGULATOR,PHENOTYPED,FALSE
1139,SP_1325,1,0.006,0.079,0.008,,88,0,88,0,,SP_1325,1.069178125,0.012575152,0.112138983,0.011886708,,89,0,89,0,,-0.069,175,4.751,0,,"oxidoreductase, Gfo/Idh/MocA family",UNKNOWN,PHENOTYPED,FALSE
2222,SP_1326,0.99,0.004,0.067,0.005,,211,0,211,0,,SP_1326,1.078274536,0.011557283,0.107504806,0.007331767,,215,0,215,0,,-0.089,424,10.221,0,,neuraminidase,VARIOUS,PHENOTYPED,FALSE
458,SP_1327,1.002,0.003,0.057,0.012,,22,0,22,0,,SP_1327,1.08889887,0.007830213,0.088488489,0.018865809,,22,0,22,0,,-0.087,42,3.879,0.00036,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1541,SP_1328,1.003,0.006,0.076,0.007,,113,0,113,0,,SP_1328,1.087631778,0.015800739,0.125700991,0.011772976,,114,0,114,0,,-0.085,225,6.185,0,,sodium:solute symporter family protein,TRANSPORT,PHENOTYPED,FALSE
917,SP_1329,1.013,0.006,0.077,0.008,,92,0,92,0,,SP_1329,1.075859973,0.017385811,0.131855266,0.013746862,,92,0,92,0,,-0.063,182,3.941,0.00012,,N-acetylneuraminate lyase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
701,SP_1330,0.989,0.008,0.088,0.009,,88,0,88,0,,SP_1330,1.093474813,0.009963404,0.09981685,0.010640512,,88,0,88,0,,-0.104,174,7.349,0,,putative N-acetylmannosamine-6-P epimerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
809,SP_1331,0.997,0.009,0.094,0.011,,76,0,76,0,,SP_1331,1.059558474,0.020073022,0.141679294,0.016042021,,78,0,78,0,,-0.063,152,3.263,0.00136,,putative phosphosugar-binding transcriptional regulator,REGULATOR,PHENOTYPED,FALSE
587,SP_1332,1.006,0.012,0.108,0.027,,16,0,16,0,,SP_1332,1.117510684,0.016395174,0.128043642,0.030180176,,18,0,18,0,,-0.112,32,2.761,0.00945,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_1333,0.1,0.1,X,X,,,,,,,SP_1333,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_1334,0.1,0.1,X,X,,,,,,,SP_1334,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
188,SP_1335,1.01,0.015,0.124,0.044,,8,0,8,0,,SP_1335,1.052109804,0.006271208,0.079190957,0.027998232,,8,0,8,0,,-0.043,14,0.818,0.42715,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1223,SP_1336,0.995,0.004,0.064,0.011,,33,0,33,0,,SP_1336,1.031792595,0.008778577,0.093694059,0.016068399,,34,0,34,0,,-0.036,65,1.863,0.06695,,type II DNA modification methyltransferase Spn5252IP,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1346,SP_1337,0.1,0.1,X,X,,,,,,,SP_1337,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
179,SP_1338,0.997,0.004,0.061,0.018,,11,0,11,0,,SP_1338,1.11259341,0.018522202,0.136096298,0.041034578,,11,0,11,0,,-0.116,20,2.579,0.01791,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
137,SP_1339,0.1,0.1,X,X,,,,,,,SP_1339,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1319,SP_1340,1.003,0.005,0.071,0.007,,111,0,111,0,,SP_1340,1.096397707,0.009262282,0.09624075,0.009134768,,111,0,111,0,,-0.094,220,8.26,0,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
740,SP_1341,1.006,0.006,0.08,0.011,,56,0,56,0,,SP_1341,1.096579792,0.016393642,0.128037657,0.017109752,,56,0,56,0,,-0.091,110,4.493,0.00002,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1607,SP_1342,0.988,0.005,0.074,0.007,,125,0,125,0,,SP_1342,1.058269756,0.016506706,0.128478426,0.011268303,,130,1,129,0,,-0.071,253,5.403,0,,"drug efflux ABC transporter, permease/ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
1940,SP_1343,0.991,0.006,0.074,0.006,,155,0,155,0,,SP_1343,1.08059024,0.012815543,0.113205753,0.0089778,,159,0,159,0,,-0.089,312,8.283,0,,prolyl oligopeptidase family protein,UNKNOWN,PHENOTYPED,FALSE
