"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"868","SP_0406",980,1856.90016852118,0.164944950274923,0.0750892082851119,2.19665320812321,0.0280452230622996,0.062157371929913,1718.30484946766,1803.36648205084,1734.9790962827,1913.45813944733,1879.92959468311,2091.3628491954,"SPD_0371","SP_RS02015","SPT_RS02240","SPT_0444","SPD_RS01990","MutS2 family protein","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","MutS2 family protein"
"869","SP_1968",981,142.213199217567,0.366563795002756,0.167047717854797,2.19436577589994,0.0282091242419353,0.0624568989332146,138.332691621746,109.249587709304,120.894820006933,155.28515108229,153.906323960321,175.610620924805,"SPD_1766","SP_RS09895","SPT_RS09660","SPT_1948","SPD_RS09340","phosphopantetheine adenylyltransferase","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"coaD","Phosphopantetheine adenylyltransferase"
"870","SP_0600",982,134.258914376263,0.379133284245943,0.173236171089696,2.18853419503044,0.028630713247771,0.0633257730897746,123.860963882856,97.2770301521201,122.740542449787,172.5390567581,153.906323960321,135.229569054395,"SPD_0522","SP_RS02955","SPT_RS03125","SPT_0627","SPD_RS02800","ABC transporter, ATP-binding protein Vexp2","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"vex2","ABC-type lipoprotein export system, ATPase component"
"871","SP_2001",984,357.578086667532,0.260258016151858,0.119204326633702,2.18329337115081,0.0290142124082028,0.0640435664132282,323.911317920459,333.735041906504,317.464260170877,402.016002246374,342.932211777359,425.409685983618,"SPD_1799","SP_RS10060","SPT_RS09815","SPT_1982","SPD_RS09505","putative sensor histidine kinase","REGULATOR","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Signal transduction",NA,NA,1,"desK",""
"872","SP_0461",985,59.9527322988078,-0.531179738801509,0.243365716740541,-2.18263996225817,0.0290623344388195,0.0640846603057015,74.0611948990273,64.3524968698641,76.5974813784383,41.4093736219441,61.9757009236191,41.3201460999541,"n.p.","SP_RS02275","SPT_RS02495","SPT_0500","n.p","putative transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","transcriptional regulator"
"873","SP_0716",986,94.1319745084094,-0.429258802379471,0.197181320600021,-2.17697498461436,0.0294824339355749,0.0649450775943902,106.409762785959,95.7804604574721,123.663403671214,75.9171849735642,78.5025545032509,84.5184806589969,"SPD_0622","SP_RS03505","SPT_RS03650","SPT_0732","SPD_RS03325","putative transcriptional regulator","REGULATOR","Intracellular","METABOLISM","GENETIC INFORMATION PROCESSING",NA,"Cofactor and vitamin metabolism","Transcription",NA,2,"tenA",""
"874","SP_0984",987,489.305140380126,-0.235583860143109,0.108624705408672,-2.16878710286749,0.0300988508427432,0.0662357690277997,486.505435457404,532.778811294689,571.251096063293,457.228500408966,472.048255368232,416.018743688174,"SPD_0870","SP_RS04880","SPT_RS06045","SPT_1220","SPD_RS04645","phosphoglycerate mutase family protein","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Phosphoglycerate mutase family protein"
"875","SP_1013",988,2125.6408975645,0.158171498521689,0.0730678055101722,2.16472217028153,0.0304089682011851,0.0668504847499736,2072.43654001933,2053.29362105706,1899.2483936967,2255.08547182837,2159.85317718813,2313.92818159743,"SPD_0900","SP_RS05030","SPT_RS05280","SPT_1067","SPD_RS04800","aspartate-semialdehyde dehydrogenase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"876","SP_1728",989,136.92055421928,0.352380677484496,0.162998178843212,2.16186880114441,0.0306282904150899,0.0672645569075583,118.327656217986,116.732436182544,124.586264892641,150.108979379547,154.939252309048,156.828736333917,"SPD_1538","SP_RS08550","n.p","n.p.","SPD_RS08120","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"877","SP_1384",990,339.252707502879,-0.258696705336425,0.1197202640368,-2.16084309049725,0.0307074622021749,0.0673703110132564,404.782737637787,344.211029769041,357.147292692236,308.844911597,318.141931407911,302.3883419133,"SPD_1217","SP_RS06785","SPT_RS04415","SPT_0890","SPD_RS06420","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Conserved Hypothetical Protein"
"878","SP_1236",991,177.628030265145,-0.339007217098199,0.157007082043061,-2.15918423988813,0.0308358762495011,0.0675837772087955,170.255620457534,219.995745113256,210.412358485349,151.834369947128,161.13682240141,152.133265186194,"SPD_1094","SP_RS06060","SPT_RS04900","SPT_0992","SPD_RS05795","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Acetyltransferase"
"879","SP_0723",994,21.7239953952492,-0.766767360283246,0.356531558039873,-2.15062970722354,0.0315054385945712,0.0688428698464876,31.9229288357876,29.93139389296,22.1486693142472,20.7046868109721,13.4280685334508,12.2082249840773,"SPD_0629","SP_RS03540","SPT_RS03685","SPT_0739","SPD_RS03360","thiW protein","VARIOUS","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"thiW","Substrate-specific component ThiW of predicted thiazole ECF transporter"
"880","SP_1429",995,1481.74155035675,-0.195256173327303,0.0909836463651752,-2.14605790301717,0.0318683593271798,0.0694960607014403,1676.16658340442,1533.9839370142,1542.10110100446,1216.40035014461,1377.9264172018,1543.87091337101,"SPD_1258","SP_RS07010","SPT_RS04200","SPT_0846","SPD_RS06635","peptidase, U32 family","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","U32 family peptidase"
"881","SP_1495",996,8.88568842674962,0.985753176095698,0.459326938563388,2.14608178474963,0.0318664542651025,0.0694960607014403,4.25639051143835,1.496569694648,7.38288977141574,22.4300773785531,9.29635513854287,8.45184806589969,"n.p.","SP_RS07360","n.p","n.p.","n.p","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"882","SP_1096",998,94.4484870801215,0.443110166002277,0.207417109697303,2.13632407976823,0.0326530074767822,0.0710644611618947,82.9996149730479,70.3387756484561,85.8260935927079,77.6425755411452,124.984330195965,124.899532529407,"SPD_0981","SP_RS05425","SPT_RS05650","SPT_1141","SPD_RS05230","conserved hypothetical protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Putative adenylate cyclase (EC 4.6.1.1)"
"883","SP_1413",1001,1015.98863303608,-0.206945356258863,0.0972231033157031,-2.12856151677106,0.0332905552747792,0.0722348512056148,1174.76378115699,1041.61250747501,1054.83037609102,814.384347898234,989.545358080452,1020.79542751477,"SPD_1244","SP_RS06925","SPT_RS04275","SPT_0861","SPD_RS06560","Hpr(Ser) kinase/phosphatase","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"HprK","HPr kinase/phosphorylase for PTS systems"
"884","SP_0831",1002,1140.35382946062,0.210125175752287,0.0989521279632102,2.12350335538423,0.0337116946237784,0.0730756494239986,1015.14913697805,1141.88267701643,1024.37595578393,1033.50894998102,1339.7080682989,1287.49818870539,"SPD_0726","SP_RS04065","SPT_RS06820","SPT_1371","SPD_RS03840","purine nucleoside phosphorylase, family 2","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","purine nucleoside phosphorylase"
"885","SP_0478",1003,181.15250470717,0.372055590977548,0.175346565187243,2.12182993479371,0.0338520218859594,0.0733066715217386,118.327656217986,158.636387632688,198.415162606798,194.969134136654,212.783239837759,203.783447811137,"SPD_0428","SP_RS02360","SPT_RS02585","SPT_0519","SPD_RS02280","PTS system, lactose-specific IIBC components","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system lactose-specific transporter subunit IIBC"
"886","SP_0481",1004,300.091587890913,0.266465632813766,0.125842308849697,2.11745664275777,0.0342211112987602,0.0740321252399474,294.542223391534,260.403126868752,260.246864442405,300.217958759095,326.405358197727,358.733995685965,"SPD_0431","SP_RS02375","SPT_RS02600","SPT_0522","SPD_RS02295","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"887","SP_0908",1005,2073.72483901901,-0.146480302395397,0.069218070865256,-2.11621474803226,0.0343265474625517,0.0741863294414551,2205.66156302735,2189.48146327003,2145.6523398177,1913.45813944733,1971.86021771981,2016.23531083185,"SPD_0802","SP_RS04485","SPT_RS06415","SPT_1293","SPD_RS04250","putative transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","putative transcriptional regulator"
"888","SP_1422",1006,63.3372333813023,-0.49068845588504,0.232254859198389,-2.11271556418073,0.0346251203269794,0.0747572180419476,67.6766091318698,83.8079029002881,72.9060364927304,56.9378887301731,52.6793457850762,46.0156172476761,"SPD_1252","SP_RS06975","SPT_RS04225","SPT_0852","SPD_RS06605","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"889","SP_0948",1007,1720.08299421016,-0.180145309620353,0.0855136250448144,-2.10662697933746,0.0351499262373929,0.0758149352409309,1893.66813853892,1942.54746365311,1654.69017001855,1501.08979379547,1606.20358227046,1722.29881698445,"SPD_0838","SP_RS04690","SPT_RS06230","SPT_1255","SPD_RS04460","PhoH family protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","Phosphate starvation-inducible protein PhoH"
"890","SP_1023",1008,892.032917753276,-0.202704126305833,0.0963160739177909,-2.10457214523557,0.0353285684311422,0.0761246534051992,1020.68244464292,906.921234956689,930.244111198383,892.026923439379,736.47791264234,865.844879639946,"SPD_0909","SP_RS05080","SPT_RS05320","SPT_1075","SPD_RS04845","acetyltransferase, GNAT family","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","acetyltransferase"
"891","SP_1272",1009,1295.02913864732,0.218385084481094,0.103791902735214,2.10406668271823,0.0353726306399473,0.0761440572348518,1050.05153917184,1351.40243426715,1191.41383686221,1528.69604287677,1430.60576298687,1218.0052157191,"SPD_1128","SP_RS06235","SPT_RS04730","SPT_0956","SPD_RS05965","putative polysaccharide biosynthesis protein","VARIOUS","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cell wall metabolism",NA,2,"","Polysaccharide biosythesis protein/Teichoic acid subunit flippase"
"892","SP_1505",1010,941.913485452934,-0.200555126426308,0.0953657959711116,-2.10300899168357,0.0354649834960186,0.0762672714389627,1033.45161617723,1070.04733167332,916.401192876978,954.140983872296,881.087881464118,796.35190665366,"SPD_1332","SP_RS07410","SPT_RS07160","SPT_1441","SPD_RS07015","membrane protein","MEMBRANE PROTEIN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein (Membrane protein)"
"893","SP_0889",1011,174.154869608461,-0.320363576292847,0.152365940841453,-2.10259310265545,0.0355013533780483,0.0762699698685666,193.240129219301,197.547199693536,193.800856499663,134.580464271318,153.906323960321,171.854244006627,"n.p.","SP_RS04385","SPT_RS06515","SPT_1311","n.p","hypothetical protein","UNKNOWN","Intracellular","CELLULAR PROCESSES","CELLULAR PROCESSES",NA,"Cellular community","Cell growth and death",NA,2,"doc","predicted type II toxin-antitoxin system death-on-curing family toxin"
"894","SP_1547",1012,201.354021560683,-0.309880282095021,0.147463486313077,-2.10140347175245,0.0356055634538782,0.0764182646460706,221.757945645938,208.023187556072,239.021056349585,181.166009596005,200.388099653035,157.767830563461,"SPD_1378","SP_RS07625","SPT_RS07395","SPT_1488","SPD_RS07255","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"895","SP_1534",1014,1821.93590750131,0.160343019894179,0.0764477381717566,2.09742006406957,0.035956406495395,0.0770190482327397,1772.36100896293,1643.23352472351,1739.59340238983,1947.96595079895,1806.5916819235,2021.86987620912,"SPD_1363","SP_RS07555","SPT_RS07315","SPT_1472","SPD_RS07175","inorganic pyrophosphatase, manganese-dependent","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"PpaC","Manganese-dependent inorganic pyrophosphatase"
"896","SP_2183",1015,20.4043628342009,0.742950963032124,0.358095839703064,2.07472659734943,0.0380118808854325,0.0813416800819305,14.8973667900342,17.958836335776,10.1514734356966,31.0570302164581,25.8232087181746,22.5382615090658,"SPD_2010","SP_RS11150","SPT_RS10870","SPT_2197","SPD_RS10555","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"897","SP_0595",1016,151.549006672267,0.325521219376304,0.157001836014898,2.07335931629115,0.0381388522047759,0.0815330580598162,132.373744905733,142.17412099156,128.277709778348,172.5390567581,171.46610588868,162.463301711183,"SPD_0518","SP_RS02940","SPT_RS03110","SPT_0624","SPD_RS02785","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"898","SP_1447",1017,361.648651007623,-0.238477317542075,0.115252984921353,-2.06916391540582,0.0385307076057384,0.0822897708157953,375.413643108863,422.032653890737,381.141684449337,329.549598407972,348.096853520994,313.657472667833,"SPD_1276","SP_RS07110","SPT_RS04115","SPT_0827","SPD_RS06725","membrane protein","UNKNOWN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"899","SP_1381",1018,217.671544510867,0.315100447377817,0.152422298337405,2.06728576340127,0.0387072349398737,0.0825855739581589,165.999229946096,227.478593586496,193.800856499663,212.223039812464,272.693084063924,233.834463156558,"SPD_1214","SP_RS06770","SPT_RS04430","SPT_0893","SPD_RS06405","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Putative ABC transporter, ATP-binding protein"
"900","SP_0411",1019,1821.09002480367,-0.148526231976268,0.0720173476024348,-2.0623674284173,0.0391727678699074,0.0834968123782521,1955.81144000592,1869.21554861535,1921.39706301095,1661.55111658051,1744.61598099988,1773.94899960939,"SPD_0375","SP_RS02035","SPT_RS02260","SPT_0448","SPD_RS02010","seryl-tRNA synthetase","AMINO ACID METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"","Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS)"
"901","SP_1343",1020,65.6344904165254,-0.483127830340439,0.234626238545754,-2.05913811402736,0.0394810095640762,0.0840713262482094,67.250970080726,74.8284847324001,91.3632609212698,44.8601547571061,61.9757009236191,53.5283710840314,"SPD_1178","SP_RS06590","n.p","n.p.","SPD_RS06230","prolyl oligopeptidase family protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","Putative prolyl oligopeptidase family protein"
"902","SP_0673",1021,351.743267038535,-0.235875558006189,0.114579842175235,-2.0586130468346,0.0395313219152595,0.0840960148873101,390.311009898897,360.673296410169,391.293157885034,305.394130461838,338.800498382451,323.987509192822,"SPD_0585","SP_RS03305","SPT_RS03470","SPT_0697","SPD_RS03135","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein"
"903","SP_0322",1022,10.000330668201,0.901070061462146,0.437909600994296,2.0576622650342,0.039622565077728,0.0841253287867304,6.38458576715753,4.48970908394401,6.46002854998877,15.528515108229,9.29635513854287,17.8427903613438,"SPD_0294","SP_RS01565","SPT_RS01880","SPT_0371","SPD_RS01570","glucuronyl hydrolase","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","glucuronyl hydrolase"
"904","SP_1203",1023,227.743535422685,-0.288058866129231,0.139977652564158,-2.05789181953312,0.0396005191931071,0.0841253287867304,238.357868640548,234.961442059736,280.549811313798,191.518353001492,221.046666627575,200.027070892959,"SPD_1063","SP_RS05910","SPT_RS05050","SPT_1023","SPD_RS05640","putative transcriptional repressor","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"ArgR","Arginine transcriptional repressor"
"905","SP_2148",1024,34.2516204613419,0.653128162464753,0.317957986644913,2.05413353303859,0.039962769307541,0.0847647802109171,28.9434554777808,11.972557557184,33.2230039713708,55.2124981625921,32.0207788105365,44.1374287885873,"SPD_1975","SP_RS10955","SPT_RS10695","SPT_2160","SPD_RS10385","arginine deiminase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"arcA","arginine deiminase"
"906","SP_1599",1025,182.440084038301,0.305515346582305,0.148767774419826,2.05363928964974,0.0400106164822112,0.0847834721945003,174.937650020116,152.650108854096,158.732130085438,198.419915271816,191.091744514492,218.808955483848,"SPD_1424","SP_RS07880","SPT_RS07640","SPT_1537","SPD_RS07500","tRNA pseudouridine synthase A","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"TruA","tRNA pseudouridine synthase A"
"907","SP_1704",1026,46.4589150732413,-0.56020789858558,0.273332372007284,-2.04954830074299,0.0404085298613346,0.0855432035661002,54.0561594952671,52.3799393126801,59.9859793927529,51.7617170274301,25.8232087181746,34.7464864931432,"SPD_1514","SP_RS08425","SPT_RS08165","SPT_1642","SPD_RS07985","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"908","SP_0225",1027,14894.615585883,-0.146090631297469,0.071681869548837,-2.03804158871633,0.0415457738780694,0.0877795922793452,16928.9419811438,15245.5554793792,14779.6224611529,13589.176110268,13798.8898106438,15025.5076727106,"SPD_0208","SP_RS01085","SPT_RS01365","SPT_0271","SPD_RS01120","ribosomal protein L6","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplF","50S ribosomal protein L6"
"909","SP_1419",1028,251.510182697319,-0.272085499431696,0.133501158412654,-2.03807594381074,0.0415423385336214,0.0877795922793452,286.880720470945,288.837951067064,251.941113449562,222.57538321795,212.783239837759,246.042688140636,"SPD_1249","SP_RS06960","SPT_RS04240","SPT_0855","SPD_RS06590","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Acetyltransferase, GNAT family"
"910","SP_0947",1029,245.936282246217,-0.298528192672694,0.146540054905686,-2.03717811396228,0.0416321962392711,0.0878767057645257,290.285832880096,288.837951067064,240.866778792438,174.264447325681,233.441806812299,247.920876599724,"SPD_0837","SP_RS04685","SPT_RS06235","SPT_1257","SPD_RS04455","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","unknown function"
"911","SP_1826",1030,38.2701462204444,-0.587627144693435,0.289384631659374,-2.03060937038672,0.0422946364236521,0.0891883012739536,41.286987960952,41.9039514501441,56.294534507045,36.2332019192011,24.7902803694476,29.1119211158767,"SPD_1609","SP_RS09060","SPT_RS08700","SPT_1746","SPD_RS08510","ABC transporter, substrate-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"912","SP_0354",1032,5083.68697840331,0.15643147438708,0.0773116565529352,2.02338795159526,0.0430331653996164,0.0905698015968671,4803.76233120932,4868.34121668995,4739.8152332489,5924.99120907317,5339.20663456979,4826.00524562872,"n.p.","SP_RS01730","n.p","n.p.","n.p","putative membrane protein","VARIOUS METABOLISM AND BIOSYNTHESIS",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"913","SP_0401",1033,1497.69546285901,0.155625730240532,0.0770238055770317,2.02048871871035,0.0433327191510183,0.0911119709545129,1375.23977424573,1432.21719777814,1448.89211764034,1485.56127868725,1650.61950126572,1593.64290753686,"SPD_0366","SP_RS01990","SPT_RS02215","SPT_0439","SPD_RS01965","putative helicase","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","RecD-like helicase"
"914","SP_0588",1034,4937.33091937728,-0.129372785905603,0.0641990915593014,-2.01518094358235,0.0438856934804842,0.0921854218951758,5373.69302069092,4970.10795592602,5131.10839113394,4603.34203430612,4753.53626084159,4792.19785336513,"SPD_0512","SP_RS02910","SPT_RS03080","SPT_0617","SPD_RS02755","polyribonucleotide nucleotidyltransferase","NUCLEOTIDE METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"pnp","polynucleotide phosphorylase"
"915","SP_1516",1036,267.722653091083,-0.280896460323079,0.139476414354041,-2.01393519918044,0.0440163373773221,0.0922813559686714,309.865229232712,306.79678740284,268.552615435247,208.772258677302,285.088224248648,227.260803549747,"SPD_1343","SP_RS07465","SPT_RS07215","SPT_1453","SPD_RS07070","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS",NA,"METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Acetyltransferase"
"916","SP_0332",1037,125.678178807661,0.365256472699186,0.181844894096375,2.00861549901757,0.0445779263368262,0.0933686171683573,89.3842007402054,118.229005877192,122.740542449787,148.383588811966,146.675825519232,128.655909447584,"SPD_0302","SP_RS01620","SPT_RS01925","SPT_0382","SPD_RS01610","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"917","SP_2165",1038,4.69989317751872,0.975635114412907,0.486488727547973,2.00546294120803,0.0449135787336426,0.093981014459992,2.55383430686301,0,2.7685836642809,12.077733973067,5.16464174363493,5.63456537726646,"SPD_1993","SP_RS11045","SPT_RS10785","SPT_2178","SPD_RS10470","fucose operon FucU protein","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"fucU","L-fucose mutarotase"
"918","SP_0825",1040,205.537375305736,-0.322876390134337,0.161659887093965,-1.99725730320884,0.0457972389937506,0.0956457722061791,205.158022651329,291.83109045636,196.569440163944,165.637494487776,178.696604329768,195.331599745237,"SPD_0721","SP_RS04035","SPT_RS06845","SPT_1376","SPD_RS03815","methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"folD","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
"919","SP_0944",1041,2481.37028588617,-0.150278815451396,0.0753972095555852,-1.99316150209254,0.0462437651863623,0.0964855504176551,2709.19256053051,2466.34685677991,2657.84031770967,2224.02844161191,2316.85828619463,2513.95525249039,"SPD_0834","SP_RS04670","SPT_RS06250","SPT_1260","SPD_RS04440","uridylate kinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrH","Uridine monophosphate kinase"
"920","SP_1698",1042,975.254316197706,-0.194540979190692,0.0977234634366941,-1.99072947631167,0.0465106362960288,0.0969492341986321,1124.96401217316,957.804604574721,1040.98745776962,835.089034709206,872.824454674302,1019.85633328523,"SPD_1508","SP_RS08395","SPT_RS08135","SPT_1636","SPD_RS07955","alanine racemase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AlaR","Alanine racemase"
"921","SP_1315",1044,6.04478785974792,-0.946805508309518,0.47770036440537,-1.98200708824679,0.0474784473235156,0.0987769996040956,10.215337227452,8.97941816788801,8.30575099284271,1.725390567581,5.16464174363493,1.87818845908882,"n.p.","SP_RS06455","n.p","n.p.","n.p","v-type sodium ATP synthase, subunit D","VARIOUS","Intracellular","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"NtpD","V-type ATPase "
"922","SP_1705",1045,53.6964466339546,-0.508294975109511,0.256588529090187,-1.98097310472852,0.0475942898098162,0.0989232511645176,55.3330766486986,68.8422059538081,69.2145916070225,34.5078113516201,55.7781308312572,38.5028634113208,"SPD_1515","SP_RS08430","SPT_RS08170","SPT_1643","SPD_RS07990","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"923","SP_1007",1046,65.6016587031488,-0.459275167714831,0.232140560285215,-1.97843568203054,0.0478795777101384,0.09942107340958,77.8919463593218,85.3044725949361,66.4460079427416,60.3886698653352,44.4159189952604,59.1629364612978,"SPD_0893","SP_RS04995","SPT_RS05210","SPT_1054","SPD_RS04765","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"924","SP_1466",1047,821.189572766571,0.168894986295779,0.0857142733379762,1.97044179129673,0.048787759958792,0.10121013813801,749.976008115438,803.657926025977,767.820536227237,876.49840833115,871.791526325575,857.393031574047,"SPD_1295","SP_RS07205","SPT_RS04025","SPT_0809","SPD_RS06815","hemolysin","MEMBRANE PROTEIN","Intracellular","CELLULAR PROCESSES",NA,NA,"Cellular community",NA,NA,1,"","Hemolysin"
"925","SP_0570",1048,243.976256622969,-0.278205760035378,0.141279615934401,-1.96918542137426,0.0489318023792706,0.101412094244061,257.085986890876,251.423708700864,290.701284749495,262.259366272313,201.421028001762,200.966165122504,"n.p.","SP_RS02800","n.p","n.p.","n.p","conserved domain protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","AAA domain, putative AbiEii toxin, Type IV TA system"
