Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SPT_1150,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.100611351,371,FALSE,0.341630296,NA,,
SPT_1151,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.006069366,370,FALSE,0.565936672,Intracellular,rplU, 50S ribosomal protein L21
SPT_1152,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007331268,371,TRUE,0.409443749,NA,,
SPT_1153,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000625948,371,FALSE,0.450345557,Intracellular,rpmA,50S ribosomal protein L27
SPT_1154,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.081527296,370,FALSE,0.62403867,NA,,
SPT_1156,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.002516325,371,FALSE,0.943653131,Intracellular,ribC,bifunctional riboflavin kinase/FMN adenylyltransferase
SPT_1157,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00413202,371,FALSE,1.331154292,NA,,
SPT_1158,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006565517,371,FALSE,0.390384935,Membrane,,degV family protein
SPT_1159,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0,371,FALSE,1.111873069,Intracellular,, DNA-binding protein HU
SPT_1160,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.008953358,371,FALSE,0.448457862,Membrane,, ABC transporter ATP-binding protein
SPT_1161,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.035643798,369,FALSE,0.272131101,Intracellular,, transcriptional regulator MutR
SPT_1162,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.021278029,369,FALSE,0.474397045,Membrane,,transporter
SPT_1163,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Replication,DNA repair and editing,NA,2,0.004990557,371,FALSE,0.345338337,Intracellular,ligA,NAD-dependent DNA ligase (EC 6.5.1.2)
SPT_1164,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.003213727,370,FALSE,3.225634287,NA,,pullulanase;
SPT_1165,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.00416488,371,FALSE,1.220082191,Intracellular,gapN,"Glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent (EC 1.2.1.9)"
SPT_1166,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.00610127,371,FALSE,3.267690223,Cell Wall,glgB,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) "
SPT_1167,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.001803833,371,FALSE,3.206587607,Cell Wall,glgC,
SPT_1168,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.005938492,371,FALSE,3.061683779,Cell Wall,glgD,
SPT_1172,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.025662166,368,FALSE,0.909844155,Intracellular,,putative glycerate kinase (EC 2.7.1.31)
SPT_1171,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013258639,371,FALSE,0.842652827,NA,,
SPT_1173,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.000209248,371,TRUE,0.872960475,Intracellular,eno,phosphopyruvate hydratase
SPT_1178,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,Replication,DNA repair and editing,Cellular community,3,0.007336989,371,TRUE,0.407368901,Intracellular,rexB,Exonuclease RexB
SPT_1179,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,Replication,DNA repair and editing,Cellular community,3,0.012739331,371,FALSE,0.303804646,Intracellular,rexA,exonuclease RexA
SPT_1180,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007180918,370,FALSE,0.378286858,NA,,
SPT_1181,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,370,FALSE,1.037366449,Membrane,,
SPT_1181,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,370,FALSE,0.581925006,Membrane,,
SPT_1181,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,370,FALSE,0.581925006,Membrane,,
SPT_1181,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0,370,FALSE,1.037366449,Extracellular,,immunoglobulin A1 protease
SPT_1181,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,370,FALSE,1.037366449,Membrane,,
SPT_1181,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0,370,FALSE,0.581925006,Extracellular,,immunoglobulin A1 protease
SPT_1181,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0,370,FALSE,0.581925006,Extracellular,,immunoglobulin A1 protease
SPT_1181,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0,370,FALSE,1.037366449,Extracellular,,immunoglobulin A1 protease
SPT_1182,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.008391078,371,TRUE,0.369179987,Intracellular,rbgA, ribosomal biogenesis GTPase
SPT_1183,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.010095269,371,FALSE,0.304970183,Intracellular,rnhB, ribonuclease HII
SPT_1184,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004822411,371,FALSE,0.429162989,Membrane,,voltage-gated chloride channel family protein
SPT_1185,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.004724864,371,FALSE,1.097175592,Intracellular,xerS, site-specific tyrosine recombinase XerS
SPT_1186,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.005542432,369,FALSE,1.163754812,Intracellular,, lipoate-protein ligase
SPT_1187,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.005600455,370,FALSE,0.789174191,Intracellular,,"acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase"
SPT_1188,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.00243428,370,FALSE,1.923879005,Intracellular,, dihydrolipoamide acetyltransferase
SPT_1189,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.003519505,370,FALSE,4.324701262,Intracellular,,"acetoin dehydrogenase, E1 component subunit beta"
SPT_1190,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.001723196,370,FALSE,0.692515247,Intracellular,,"acetoin dehydrogenase, E1 component subunit alpha"
SPT_1191,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006333679,371,FALSE,0.464216292,Membrane,,MATE efflux family protein
SPT_1192,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007455882,371,FALSE,0.424072715,Intracellular,pyrC, Dihydroorotase (EC 3.5.2.3)
SPT_1193,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.00728843,370,FALSE,0.523726176,Intracellular,,mutator MutT protein
SPT_1194,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.001569814,370,FALSE,0.648608479,Intracellular,,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)"
SPT_1196,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.008243775,370,FALSE,0.667967291,NA,, HAD superfamily hydrolase
SPT_1197,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.048298496,357,FALSE,0.722183868,Membrane,, PTS system mannnose-specific transporter subunit IIA
SPT_1200,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.00403855,371,FALSE,0.699258339,Membrane,,amino acid permease
SPT_1201,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.006472336,371,FALSE,0.754460532,Intracellular,,thioredoxin
SPT_1203,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.024084531,370,FALSE,0.696903005,NA,,hypothetical protein
SPT_1204,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.038726968,371,FALSE,0.956231025,NA,,hypothetical protein
SPT_1210,METABOLISM,METABOLISM,NA,Lipid metabolism,Cell wall metabolism,NA,2,0.004454515,371,FALSE,0.449559916,Membrane,,Glycerophosphoryl diester phosphodiesterase
SPT_1211,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004976145,371,FALSE,0.315879797,Intracellular,,DNA polymerase III epsilon subunit
SPT_1212,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000197972,371,FALSE,0.405198469,Intracellular,OrfX,Transcriptional regulator OrfX
SPT_1213,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.00788792,371,TRUE,0.414207138,Intracellular,mtf,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
SPT_1214,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001723552,371,FALSE,0.386798096,NA,,hypothetical protein
SPT_1216,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.006705925,371,TRUE,0.340220685,Intracellular,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
SPT_1217,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.006780222,371,FALSE,0.586491241,Cell Wall,,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase)"
SPT_1218,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006176126,371,FALSE,0.391156534,NA,,hypothetical protein
SPT_1219,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004147036,371,FALSE,0.170502098,Intracellular,,Transcriptional regulator
SPT_1220,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006995937,371,FALSE,0.270784339,Intracellular,,Phosphoglycerate mutase family protein
SPT_1223,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.008011944,371,FALSE,0.50774287,Intracellular,,O-methyltransferase family protein
SPT_1225,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.031354307,370,FALSE,2.311572588,NA,coiA,Competence protein CoiA
SPT_1226,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.005698587,371,FALSE,0.42870829,Intracellular,tehB,tellurite resistance protein TehB
SPT_1227,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Translation,"Folding, sorting, degradation",NA,2,0.001800757,371,FALSE,0.487226358,Intracellular,smpB,tmRNA-binding protein SmpB
SPT_1228,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Nucleotide metabolism,NA,2,0.006367005,371,FALSE,0.919896432,Intracellular,,3'-to-5' exoribonuclease RNase R
SPT_1229,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Membrane transport,"Folding, sorting, degradation",NA,2,0.000320436,371,FALSE,0.956891461,Membrane,secG,preprotein translocase subunit SecG
SPT_1230,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.009938903,88,FALSE,0.102038473,Intracellular,rpmG-1,50S ribosomal protein L33
SPT_1231,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.001535402,371,FALSE,0.428656844,Membrane,pmrA,Drug efflux pump PmrA
SPT_1232,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.017851187,371,TRUE,0.671824065,Intracellular,coaE,Dephospho-CoA kinase
SPT_1233,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.010846538,371,FALSE,0.404125089,Intracellular,fpg,formamidopyrimidine-DNA glycosylase
SPT_1234,CELLULAR PROCESSES,CELLULAR PROCESSES,NA,Cell growth and death,Cell division,NA,2,0.001886856,371,FALSE,0.224517695,Membrane,era,GTP-binding protein Era
SPT_1235,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.010375046,371,FALSE,0.392839211,Membrane,dgkA,diacylglycerol kinase
SPT_1236,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.010356397,371,FALSE,0.44533144,Intracellular,ybeY,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
SPT_1237,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.003552964,370,FALSE,0.313408564,Extracellular,pavA,adherence and virulence protein A
SPT_1238,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006210509,371,FALSE,1.175187119,Intracellular,lytB,Endo-beta-N-acetylglucosaminidase
SPT_1239,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.0065184,371,FALSE,1.863100456,Intracellular,pyrDB,dihydroorotate dehydrogenase B
SPT_1240,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00799798,371,FALSE,2.602373915,Intracellular,pyrK,"dihydroorotate dehydrogenase, electron transfer subunit"
SPT_1241,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002773069,371,FALSE,0.933247479,Intracellular,gloA,Lactoylglutathione lyase
SPT_1242,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000758319,371,FALSE,0.772839438,Intracellular,rplT,50S ribosomal protein L20
SPT_1243,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.59831669,Intracellular,rmpI,50S ribosomal protein L35
SPT_1244,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001277907,371,TRUE,0.897100041,Intracellular,infC,translation initiation factor IF-3
SPT_1245,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.044762989,369,FALSE,0.832594163,Membrane,,ABC transporter permease
SPT_1246,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.027613571,357,FALSE,0.864191724,Intracellular,,"ABC transporter, ATP-binding protein"
SPT_1247,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.029765612,370,FALSE,1.651074579,Membrane,comEC/celB,DNA internalization-related competence protein ComEC/Rec2
SPT_1248,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.022887398,371,FALSE,0.676051968,Membrane,comEA/celA,competence protein CelA
SPT_1249,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.036926155,371,FALSE,0.71880334,Intracellular,,Acetyltransferase
SPT_1253,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Transcription,Cellular community,NA,2,0.00402925,337,FALSE,0.464636978,Intracellular,,"transcriptional regulator, possibly of competence genes"
SPT_1254,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.01708263,339,FALSE,0.471691627,Intracellular,,Acetyltransferase
SPT_1255,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.007202118,371,FALSE,0.336170332,Intracellular,,Phosphate starvation-inducible protein PhoH
SPT_1257,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007605934,371,FALSE,0.847951081,NA,,unknown function
SPT_1258,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00293586,371,FALSE,0.407788197,NA,,unknown function; binds RNA
SPT_1259,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005044654,371,TRUE,0.499024076,Intracellular,frr,ribosome recycling factor
SPT_1260,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002384314,371,TRUE,0.534153295,Intracellular,pyrH,Uridine monophosphate kinase
SPT_1261,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005794401,371,FALSE,0.485126593,Intracellular,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
SPT_1262,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.020584386,371,FALSE,2.170280827,Intracellular,rsmI,16S rRNA C1402 (ribose-2'-O) methylase RsmI
SPT_1263,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0,371,TRUE,0.501489807,Intracellular,yabA,DNA replication intiation control protein YabA
SPT_1264,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.00584868,371,FALSE,0.48789214,Intracellular,holB,DNA polymerase III delta prime subunit
SPT_1265,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.009984124,371,TRUE,0.688107647,Intracellular,tmk,thymidylate kinase
SPT_1266,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.025385356,371,FALSE,0.757807601,Intracellular,proC,pyrroline-5-carboxylate reductase
SPT_1267,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.012847779,371,FALSE,0.753587438,Intracellular,proA,gamma-glutamyl phosphate reductase
SPT_1268,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.007215227,370,FALSE,2.359000026,Intracellular,proB,glutamate 5-kinase
SPT_1269,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.032419815,371,FALSE,0.430930657,Intracellular,cbpE,Teichoic acid phosphorylcholine esterase/choline binding protein E
SPT_1271,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.003327518,371,FALSE,0.355323261,Membrane,lspA,Lipoprotein signal peptidase
SPT_1272,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Amino acid metabolism,NA,2,0.003962764,371,FALSE,0.309374764,Intracellular,cmbR,"Cysteine and methionine metabolism regulator CmbR, LysR family"
SPT_1273,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.007695044,260,FALSE,2.371068295,Intracellular,,AraC family transcriptional regulator
SPT_1274,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.017117205,371,FALSE,0.828989102,Membrane,,CAAX amino terminal protease family protein
SPT_1275,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.07454272,308,FALSE,0.694538279,NA,,hypothetical protein
SPT_1276,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.013180202,370,FALSE,0.533852302,NA,,phosphatase
SPT_1277,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.001061033,371,FALSE,0.779266981,Intracellular,,N-carbamoylputrescine amidase
SPT_1278,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004582548,370,FALSE,0.600976461,Intracellular,aguA,Agmatine deiminase
SPT_1279,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007825963,371,FALSE,1.116530506,Intracellular,nspC,carboxynorspermidine decarboxylase
SPT_1281,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004824808,371,FALSE,0.784938402,Intracellular,speE,spermidine synthase
SPT_1284,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.009121945,371,FALSE,0.735509362,Intracellular,cad,Arginine/lysine/ornithine decarboxylase
SPT_1288,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.023619911,371,FALSE,2.037574064,Membrane,,ABC transporter permease
SPT_1290,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012760945,81,FALSE,0.712800888,NA,,hypothetical protein
SPT_1291,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.009244413,371,FALSE,0.948680849,NA,,may be involved in phage response
SPT_1292,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020089868,181,FALSE,0.70976305,NA,,unknown function; possible metallopeptidase
SPT_1293,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.005218712,371,FALSE,0.371853379,Intracellular,,putative transcriptional regulator
SPT_1295,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006838912,371,FALSE,0.254055343,NA,yraQ,hypothetical protein
SPT_1296,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002621974,371,FALSE,0.527269726,NA,ycgQ,hypothetical protein
SPT_1297,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020545327,369,FALSE,0.958864521,NA,,unknown function; may be involved in lipid metabolism
SPT_1300,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003314525,370,FALSE,0.537511448,NA,,hypothetical protein
SPT_1302,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.001827739,370,TRUE,0.441261552,Intracellular,pyk,pyruvate kinase
SPT_1303,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.003528821,371,TRUE,0.420781495,Intracellular,pfk,6-phosphofructokinase
SPT_1304,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.014183234,371,TRUE,0.390787482,Intracellular,dnaE,DNA polymerase III DnaE
SPT_1305,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.00497155,371,FALSE,1.013111942,Intracellular,pepX,x-prolyl-dipeptidyl aminopeptidase
SPT_1306,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Amino acid metabolism,NA,2,0.003552572,371,FALSE,0.518544234,Intracellular,argR,Arginine pathway regulatory protein ArgR
SPT_1308,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.05333656,370,FALSE,0.346461166,Intracellular,hsdR,"putative type I restriction-modification system, R subunit"
SPT_1311,CELLULAR PROCESSES,CELLULAR PROCESSES,NA,Cellular community,Cell growth and death,NA,2,0.012194469,293,TRUE,1.054653052,Intracellular,doc,predicted type II toxin-antitoxin system death-on-curing family toxin
SPT_1312,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Transcription,Cellular community,NA,2,0.033899525,293,TRUE,2.127014345,Intracellular,,"predicted AbrB family transcriptional regulator, predicted antitoxin"
SPT_1313,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.648041262,370,FALSE,0.614027245,Intracellular,hsdS,Restriction endonuclease S subunit
SPT_1314,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.005093189,370,FALSE,0.466050818,Intracellular,hsdM,"Type I restriction-modification system, DNA methylase subunit"
SPT_1316,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020319888,369,FALSE,1.001062433,Intracellular,,Subunit involved in some form of carbon metabolism (biotin or carbamoyl phosphate)
SPT_1317,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005543061,242,FALSE,0.986492399,NA,,hypothetical protein
SPT_1318,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.028621674,239,FALSE,3.194173154,NA,,hypothetical protein
SPT_1319,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.07436341,320,FALSE,1.075631215,Intracellular,ybbA,Predicted hydrolase
SPT_1320,METABOLISM,GENETIC INFORMATION PROCESSING,NA,Cofactor and vitamin metabolism,Translation,NA,2,0.005873477,371,FALSE,0.761383392,Intracellular,thiI,(Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)
SPT_1321,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.02033093,371,FALSE,0.386625113,Intracellular,nifS,Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme
SPT_1322,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.065456409,370,FALSE,1.502996023,NA,,hypothetical protein
SPT_1323,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.002664999,371,TRUE,0.531229463,Membrane,ftsK,DNA translocase FtsK
SPT_1324,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.006804039,371,FALSE,1.64054248,Membrane,,PTS system fructose specific transporter subunit IIABC
SPT_1325,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.007745597,371,FALSE,2.311662185,Intracellular,fruK,1-phosphofructokinase
SPT_1326,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.003133831,371,FALSE,2.318091488,Intracellular,,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family"
SPT_1328,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002919778,371,FALSE,0.469275309,Membrane,,AI-2E family transport – quorum sensing and biofilm formation
SPT_1329,METABOLISM,METABOLISM,NA,Cell wall metabolism,Amino acid metabolism,NA,2,0.003452665,371,FALSE,0.362913632,Membrane,dacA,D-alanyl-D-alanine carboxypeptidase
SPT_1330,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.000701265,371,TRUE,0.740193868,NA,sufB,Iron-sulfur cluster assembly protein SufB
SPT_1331,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.008902886,371,TRUE,0.523517581,NA,sufE2,"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2; NifU family protein"
SPT_1332,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.005543544,371,TRUE,0.502992751,NA,sufS,cysteine desulfurases
SPT_1333,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.006176338,371,TRUE,0.988048534,NA,sufD,Fe-S cluster assembly scaffold protein sufD
SPT_1334,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.0016961,371,TRUE,0.540796968,NA,sufC,Fe-S cluster assembly ATPase SufC
SPT_1336,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.00416494,371,FALSE,0.367419726,Intracellular,dnaX,DNA polymerase III subunits gamma and tau
SPT_1337,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00533951,371,FALSE,2.070544053,NA,,"GAF domain-containing protein, putative methionine-R-sulfoxide reductase"
SPT_1340,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.0005702,371,FALSE,0.781676194,Intracellular,rpsA,30S ribosomal protein S1
SPT_1343,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001644032,371,FALSE,1.026133491,NA,,hypothetical protein
SPT_1344,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Amino acid metabolism,NA,2,0.239262912,371,FALSE,0.950192755,Intracellular,pcp1,pyrrolidone-carboxylate peptidase
SPT_2055,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.239262912,371,FALSE,0.502332527,Intracellular,pcp2,Pyrrolidone-carboxylate peptidase 2
SPT_1345,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000103772,371,FALSE,1.049085992,Membrane,,uncharacterized membrane protein
SPT_1346,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,3.47E-05,371,FALSE,1.126224026,Membrane,,putative membrane protein
