Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SP_1083,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003047323,371,FALSE,0.551929313,NA,,
SP_1084,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.001763751,371,TRUE,0.482287412,Intracellular,,Methionine aminopeptidase (EC 3.4.11.18)
SP_1087,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.00547114,371,FALSE,0.501149495,Intracellular,pcrA, ATP-dependent DNA helicase PcrA
SP_1088,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.004176491,371,FALSE,0.705594627,Intracellular,radC,DNA repair protein RadC
SP_1089,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.229757599,371,FALSE,0.554528137,Intracellular,,Glutamine amidotransferase
SP_2072,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.229757599,371,FALSE,1.649822028,Intracellular,,"Glutamine amidotransferase, class I"
SP_1090,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000180313,371,FALSE,0.996532423,Intracellular,,NADH/NAD ratio-sensing transcriptional regulator Rex
SP_1091,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.118643472,NA,,
SP_1092,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006771012,371,FALSE,0.845508047,NA,,
SP_1093,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002337533,371,FALSE,0.830710518,NA,,
SP_1094,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.003798965,371,TRUE,0.324612565,Intracellular,,Cysteine desulfurase (EC 2.8.1.7)
SP_1096,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007424941,371,FALSE,0.629091328,Intracellular,,Putative adenylate cyclase (EC 4.6.1.1)
SP_1097,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00191777,371,FALSE,0.757745827,Intracellular,,"GTP pyrophosphokinase (EC 2.7.6.5), RelA/SpoT homolog protein"
SP_1098,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.002254114,371,TRUE,0.631630545,Intracellular,ppnK,inorganic polyphosphate/ATP-NAD kinase
SP_1099,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.010342849,371,FALSE,0.630304734,Intracellular,,ribosomal large subunit pseudouridine synthase D
SP_1100,METABOLISM,METABOLISM,METABOLISM,Carbohydrate metabolism,Nucleotide metabolism,Energy metabolism,3,0.000441989,371,FALSE,0.736493942,Intracellular,eutD,Phosphate acetyltransferase (EC 2.3.1.8)
SP_1102,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002621407,371,FALSE,0.593091985,NA,,
SP_1103,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.839571346,NA,,
SP_1104,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.100611351,371,FALSE,0.341630296,NA,,
SP_1105,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.006069366,370,FALSE,0.565936672,Intracellular,rplU, 50S ribosomal protein L21
SP_1106,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007331268,371,TRUE,0.409443749,NA,,
SP_1107,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000625948,371,FALSE,0.450345557,Intracellular,rpmA,50S ribosomal protein L27
SP_1108,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.081527296,370,FALSE,0.62403867,NA,,
SP_1110,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.002516325,371,FALSE,0.943653131,Intracellular,ribC,bifunctional riboflavin kinase/FMN adenylyltransferase
SP_1111,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00413202,371,FALSE,1.331154292,NA,,
SP_1112,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006565517,371,FALSE,0.390384935,Membrane,,degV family protein
SP_1113,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0,371,FALSE,1.111873069,Intracellular,, DNA-binding protein HU
SP_1114,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.008953358,371,FALSE,0.448457862,Membrane,, ABC transporter ATP-binding protein
SP_1115,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.035643798,369,FALSE,0.272131101,Intracellular,, transcriptional regulator MutR
SP_1116,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.021278029,369,FALSE,0.474397045,Membrane,,transporter
SP_1117,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Replication,DNA repair and editing,NA,2,0.004990557,371,FALSE,0.345338337,Intracellular,ligA,NAD-dependent DNA ligase (EC 6.5.1.2)
SP_1118,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.003213727,370,FALSE,3.225634287,NA,,pullulanase;
SP_1119,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.00416488,371,FALSE,1.220082191,Intracellular,gapN,"Glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent (EC 1.2.1.9)"
SP_1120,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,2.186724294,NA,,hypothetical protein
SP_1121,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.00610127,371,FALSE,3.267690223,Cell Wall,glgB,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) "
SP_1122,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.001803833,371,FALSE,3.206587607,Cell Wall,glgC,
SP_1123,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.005938492,371,FALSE,3.061683779,Cell Wall,glgD,
SP_1126,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.025662166,368,FALSE,0.909844155,Intracellular,,putative glycerate kinase (EC 2.7.1.31)
SP_1127,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013258639,371,FALSE,0.842652827,NA,,
SP_1128,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.000209248,371,TRUE,0.872960475,Intracellular,eno,phosphopyruvate hydratase
SP_1130,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0,20,FALSE,0.61768887,Intracellular,,transcriptional regulator
SP_1131,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.13149943,42,FALSE,0.683149896,Intracellular,,transcriptional regulator
SP_1133,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.038097638,53,FALSE,0.472429016,NA,,
SP_1134,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.303835255,145,FALSE,0.697471938,NA,,
SP_1135,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.102143508,90,FALSE,1.555478476,NA,,
SP_1136,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.127632137,54,FALSE,1.530232656,NA,,
SP_1138,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.651308053,NA,,
SP_1139,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008925849,20,FALSE,0.751706279,NA,,
SP_1140,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.022276478,54,FALSE,0.944125293,NA,,
SP_1141,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.145627002,53,FALSE,0.82484862,NA,,
SP_1142,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.059637274,54,FALSE,0.7190329,NA,,
SP_1143,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,20,FALSE,0.682379781,NA,,
SP_1145,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.032556567,21,FALSE,1.163293339,NA,,
SP_1151,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,Replication,DNA repair and editing,Cellular community,3,0.007336989,371,TRUE,0.407368901,Intracellular,rexB,Exonuclease RexB
SP_1152,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,Replication,DNA repair and editing,Cellular community,3,0.012739331,371,FALSE,0.303804646,Intracellular,rexA,exonuclease RexA
SP_1153,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007180918,370,FALSE,0.378286858,NA,,
SP_1154,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0,370,FALSE,0.581925006,Extracellular,,immunoglobulin A1 protease
SP_1155,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.008391078,371,TRUE,0.369179987,Intracellular,rbgA, ribosomal biogenesis GTPase
SP_1156,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.010095269,371,FALSE,0.304970183,Intracellular,rnhB, ribonuclease HII
SP_1157,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004822411,371,FALSE,0.429162989,Membrane,,voltage-gated chloride channel family protein
SP_1159,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.004724864,371,FALSE,1.097175592,Intracellular,xerS, site-specific tyrosine recombinase XerS
SP_1160,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.005542432,369,FALSE,1.163754812,Intracellular,, lipoate-protein ligase
SP_1161,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.005600455,370,FALSE,0.789174191,Intracellular,,"acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase"
SP_1162,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.00243428,370,FALSE,1.923879005,Intracellular,, dihydrolipoamide acetyltransferase
SP_1163,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.003519505,370,FALSE,4.324701262,Intracellular,,"acetoin dehydrogenase, E1 component subunit beta"
SP_1164,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.001723196,370,FALSE,0.692515247,Intracellular,,"acetoin dehydrogenase, E1 component subunit alpha"
SP_1165,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.948844466,NA,,
SP_1166,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006333679,371,FALSE,0.464216292,Membrane,,MATE efflux family protein
SP_1167,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007455882,371,FALSE,0.424072715,Intracellular,pyrC, Dihydroorotase (EC 3.5.2.3)
SP_1168,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.00728843,370,FALSE,0.523726176,Intracellular,,mutator MutT protein
SP_1169,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.001569814,370,FALSE,0.648608479,Intracellular,,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)"
SP_1171,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.008243775,370,FALSE,0.667967291,NA,, HAD superfamily hydrolase
SP_1173,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.048298496,357,FALSE,0.722183868,Membrane,, PTS system mannnose-specific transporter subunit IIA
SP_1176,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.000771872,371,FALSE,0.324324254,Intracellular,," Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)"
SP_1177,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0,371,TRUE,0.702636872,Intracellular,,phosphocarrier protein HPr
SP_1178,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.003028877,371,FALSE,1.318863615,Intracellular,,NrdH-redoxin
SP_1179,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00064425,371,FALSE,0.718193943,Intracellular,nrdE, Ribonucleoside-diphosphate reductase (EC 1.17.4.1)
SP_1180,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002037747,371,FALSE,0.491540387,Intracellular,nrdF,ribonucleotide-diphosphate reductase subunit beta
SP_1181,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.911881089,NA,,
SP_1182,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.002150364,371,FALSE,1.045627137,Intracellular,, lactose phosphotransferase system repressor
SP_1183,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.168576859,302,FALSE,1.46876596,NA,,
SP_1187,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.021690121,371,FALSE,2.294997031,Intracellular,lacT, transcription antiterminator LacT
SP_1188,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,30,FALSE,2.16981945,NA,,
SP_1189,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005683351,53,FALSE,1.09763196,NA,,
SP_1190,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.004992812,371,FALSE,4.232911183,Intracellular,lacD,
SP_1191,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.007245578,371,FALSE,4.525545106,Intracellular,lacC,
SP_1192,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006862838,371,FALSE,4.292797555,Intracellular,lacB,
SP_1193,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.001861444,371,FALSE,3.382382376,Intracellular,lacA,
SP_1200,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002696077,371,FALSE,0.392329298,Intracellular,,Translation elongation factor LepA; GTP-binding protein LepA
SP_1201,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007941236,371,FALSE,0.567239568,NA,,Phosphatase
SP_1202,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.005435473,371,FALSE,0.38497357,Intracellular,RecN,DNA repair protein ATPase
SP_1203,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.003364539,371,FALSE,0.575336833,Intracellular,ArgR,Arginine transcriptional repressor
SP_1204,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005342875,371,TRUE,0.332869621,Intracellular,,FtsJ-like methyltransferase
SP_1205,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007315988,371,FALSE,0.33462046,Intracellular,IspA,"(2E,6E)-farnesyl diphosphate synthase/geranyltranstransferase"
SP_1206,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.009080826,371,FALSE,0.707934413,Intracellular,XseB,"Exodeoxyribonuclease VII, small subunit"
SP_1207,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.006014908,371,FALSE,0.331555055,Intracellular,XseA,"Exodeoxyribonuclease VII, large subunit"
SP_1208,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0,371,FALSE,0.545071144,Intracellular,Udk,Uridine/Cytidine kinase
SP_1209,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,2.45283165,NA,,Hypothetical Protein
SP_1210,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010999035,371,FALSE,0.734235015,NA,,Hypothetical Protein
SP_1211,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.0707453,18,FALSE,1.464859223,NA,,Hypothetical Protein
SP_1212,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.010714503,371,FALSE,0.321183057,Intracellular,TruB,tRNA pseudouridine(55) synthase B
SP_1213,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006958836,371,FALSE,0.321074114,NA,,Hypothetical Protein
SP_1215,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006040409,371,FALSE,0.992100065,Membrane,FocA,Formate/nitrite transporter
SP_1217,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.145959301,NA,,Hypothetical Protein
SP_1218,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003919255,371,FALSE,0.298124938,NA,,Hypothetical Protein
SP_1219,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.001871685,371,TRUE,0.260297295,Intracellular,GyrA,"DNA gyrase, subunit A"
SP_1220,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.001,371,FALSE,0.806701648,Intracellular,Idh,L-lactate dehydrogenase
SP_1221,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.001193974,56,FALSE,0.465533628,Intracellular,,Putative type II restriction endonuclease
SP_1222,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.084082329,56,FALSE,0.524208561,Intracellular,,Putative type II restriction endonuclease
SP_1223,CELLULAR PROCESSES,GENETIC INFORMATION PROCESSING,NA,Cellular community,Translation,NA,2,0.088787165,371,FALSE,0.739580237,Intracellular,RelE,mRNA-degrading endonuclease/interferase RelE
SP_1224,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.002428164,371,FALSE,0.615129785,Intracellular,RelB,Antitoxin RelB
SP_1225,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000113706,371,FALSE,0.645487202,NA,VicX,Zn-dependent hydrolase
SP_1226,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.001496458,371,FALSE,0.50505864,Membrane,VicK,Sensory box sensor histidine kinase
SP_1227,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Signal transduction,Transcription,NA,2,0.267228408,371,TRUE,0.369262949,Intracellular,VicR,DNA binding response regulator
SP_2082,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Signal transduction,Transcription,NA,2,0.267228408,371,FALSE,0.4165354,Intracellular,pnpR,Response regulator pnpR
SP_1228,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.003815747,371,FALSE,0.426100194,Intracellular,MutY,A/G-specific adenine glycosylase
SP_1229,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.006071501,371,FALSE,0.604671179,Intracellular,Fhs,Formate--tetrahydrofolate ligase
SP_1230,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.015936044,371,TRUE,0.422066355,Intracellular,,Phosphopantothenate--cysteine ligase
SP_1231,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.002237998,371,TRUE,1.725868204,Intracellular,,Phosphopantothenoylcysteine decarboxylase
SP_1232,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002382372,371,FALSE,0.711257646,Membrane,,Hypothetical Protein
SP_1233,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010767769,370,FALSE,0.586151432,NA,,Hypothetical Protein
SP_1234,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.011308182,371,FALSE,0.462626155,Intracellular,,Transcriptional regulator
SP_1235,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.048230661,369,FALSE,0.31709233,Intracellular,,MutT/Nudix family protein
SP_1236,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.053426488,370,FALSE,0.394549523,Intracellular,,Acetyltransferase
SP_1237,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.01348967,370,FALSE,0.276352817,Intracellular,,Acetyltransferase
SP_1240,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.019167276,371,FALSE,0.503357671,Membrane,,CAAX protease family protein
SP_1241,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.000842574,371,FALSE,3.055180199,Membrane,GlnP,"Amino acid ABC transporter, premease component "
SP_1243,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.009562797,371,TRUE,0.55070045,Intracellular,Zwf,Glucose-6-phosphate 1-dehydrogenase
SP_1244,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.03207724,371,FALSE,0.277349588,Membrane,FtsY,Signal recognition particle-docking protein
SP_1245,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.014159563,371,FALSE,0.320027496,NA,,
SP_1246,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.018365469,371,FALSE,0.423414124,NA,,
SP_1247,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.023546755,371,FALSE,0.42560192,Intracellular,Smc,Chromosome segregation ATPase
SP_1248,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.00734775,371,FALSE,0.68697039,Intracellular,Rnc,Ribonuclease III
SP_1250,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.110176155,352,FALSE,0.560375868,Intracellular,McrC,"5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC"
SP_1251,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.042548222,369,FALSE,0.696808528,Intracellular,McrB,"5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB"
SP_1254,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.475837875,367,FALSE,1.007343779,NA,,Hypothetical Protein
SP_1252,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.475837875,367,FALSE,2.586353093,NA,,Hypothetical Protein
SP_1255,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.022481119,370,FALSE,2.371422571,Intracellular,LeuD,"3-isopropylmalate dehydratase, small subunit"
SP_1256,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.051444924,371,FALSE,1.622157808,NA,,Hypothetical Protein
SP_1259,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006001398,371,FALSE,0.732427006,NA,,Hypothetical Protein
SP_1260,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007433804,370,FALSE,1.882802957,Membrane,CutC,Copper homeostasis regulating transport protein
SP_1261,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.011676985,370,FALSE,0.396097344,Membrane,,Hypothetical Protein
SP_1263,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Transcription,Replication,NA,2,0.002807167,371,FALSE,0.742831995,Intracellular,TopA,DNA topoisomerase I
SP_1264,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006208456,369,FALSE,0.659436289,Membrane,,Hypothetical Protein
SP_1265,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.727969839,NA,,Hypothetical Protein
SP_1266,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,NA,DNA repair and editing,Cellular community,NA,2,0.003123191,371,FALSE,0.614180324,Intracellular,DprA,DNA processing protein DprA
SP_1267,METABOLISM,METABOLISM,NA,Cell wall metabolism,Various metabolism,NA,2,0.00370367,371,TRUE,0.546297666,Extracellular,LicC,Choline-phosphate cytidylyltransferase
SP_1268,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cell wall metabolism,NA,2,0.012681687,371,FALSE,0.603826359,Membrane,LicB,Choline permease
SP_1269,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.008156351,371,TRUE,0.470136164,Intracellular,LicA,Choline kinase
SP_1270,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.005946684,371,FALSE,0.511618573,Intracellular,TarJ,Ribulose-5-phosphate reductase
SP_1271,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.011958502,371,TRUE,0.585510143,Intracellular,IspD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
SP_1272,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cell wall metabolism,NA,2,0.004747437,371,TRUE,0.391732255,Membrane,,Polysaccharide biosythesis protein/Teichoic acid subunit flippase
SP_1273,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.271185996,371,TRUE,0.638929171,Membrane,LicD1,Lipopolysaccharide cholinephosphotransferase
SP_1274,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.271185996,371,FALSE,0.334594669,Membrane,LicD2,Lipopolysaccharide cholinephosphotransferase LicD2 
SP_1275,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002988529,371,FALSE,1.546531995,Intracellular,CarB,"Carbamoyl-phosphate synthase, large subunit"
SP_1278,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Nucleotide metabolism,NA,2,0,371,FALSE,1.92256265,Intracellular,PyrR,Bifunctional pyrimidine regulatory protein/uracil phosphoribosyltransferase
SP_1279,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.00132869,371,FALSE,0.353909519,Intracellular,Nth,Endonuclease III
SP_1280,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.016823871,371,FALSE,0.787631728,Intracellular,,Hypothetical Protein
SP_1282,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.01857981,370,FALSE,2.473339848,Membrane,,"ABC transporter, ATPase component"
SP_1283,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.007266408,371,FALSE,0.614666535,Membrane,HtpX,Heat shock protein HtpX
SP_1284,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003666179,371,FALSE,0.406061619,NA,LemA,LemA protein
SP_1285,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003353542,371,FALSE,0.610165367,Intracellular,GidB,16S rRNA methyltransferase
SP_1286,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Nucleotide metabolism,NA,2,0.00349914,371,FALSE,2.403923212,Membrane,UraA,Uracil:proton symporter
SP_1287,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.00364098,371,FALSE,0.324687542,Membrane,Ffh,Signal recognition particle protein Ffh
SP_1288,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004933537,371,FALSE,0.403882273,Intracellular,,Putative DNA-binding protein
SP_1289,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.019126481,371,FALSE,0.786829449,NA,,Hypothetical Protein
